seq_id	L_seq	cov_hmm	bin
UniRef90_UPI002E7630F7	367	0.9831	PASS_CANONICAL
UniRef90_A0A2U1SMY1	359	0.9831	PASS_CANONICAL
UniRef90_A0A426SR66	365	0.9690	PASS_CANONICAL
UniRef90_UPI003AF9EB42	367	0.9887	PASS_CANONICAL
UniRef90_UPI00185DC702	367	0.9887	PASS_CANONICAL
UniRef90_UPI0024AE7EAD	367	0.9352	PASS_CANONICAL
UniRef90_A0A4R2J1S4	361	0.9746	PASS_CANONICAL
UniRef90_UPI0037B6902F	367	0.9803	PASS_CANONICAL
UniRef90_UPI0003718612	367	0.9718	PASS_CANONICAL
UniRef90_UPI002B46FBAB	367	0.9831	PASS_CANONICAL
UniRef90_A0A928Z4C5	361	0.9746	PASS_CANONICAL
UniRef90_UPI00315DB925	367	0.9803	PASS_CANONICAL
UniRef90_UPI001C6EFC1F	367	0.9803	PASS_CANONICAL
UniRef90_UPI002FE1BA2E	367	0.9746	PASS_CANONICAL
UniRef90_UPI000A8C529C	367	0.9746	PASS_CANONICAL
UniRef90_UPI00391A54DA	367	0.9775	PASS_CANONICAL
UniRef90_UPI002896C40F	367	0.9859	PASS_CANONICAL
UniRef90_UPI003ECA8300	367	0.9859	PASS_CANONICAL
UniRef90_UPI001903DB04	367	0.9775	PASS_CANONICAL
UniRef90_UPI0024BF035B	367	0.9493	PASS_CANONICAL
UniRef90_UPI000404E035	367	0.9803	PASS_CANONICAL
UniRef90_UPI0019CDAD98	367	0.9831	PASS_CANONICAL
UniRef90_UPI000825DBEB	367	0.9859	PASS_CANONICAL
UniRef90_UPI0020BE4AC9	367	0.9408	PASS_CANONICAL
UniRef90_UPI000D52E4C2	367	0.9352	PASS_CANONICAL
UniRef90_UPI001904C1FD	367	0.9465	PASS_CANONICAL
UniRef90_UPI0003EEA4BB	367	0.9775	PASS_CANONICAL
UniRef90_P35170	366	0.9831	PASS_CANONICAL
UniRef90_A0A0N8H8Q9	366	0.9746	PASS_CANONICAL
UniRef90_A0AAN7HYU2	366	0.9859	PASS_CANONICAL
UniRef90_A0A3A2ZM22	366	0.9831	PASS_CANONICAL
UniRef90_A0AAD4GQZ6	366	0.9831	PASS_CANONICAL
UniRef90_A0A0B7NQV5	366	0.9887	PASS_CANONICAL
UniRef90_A0AAD5E9C3	366	0.9831	PASS_CANONICAL
UniRef90_F9X3M7	366	0.9915	PASS_CANONICAL
UniRef90_A0A6J3MDN7	366	0.9915	PASS_CANONICAL
UniRef90_A0ABR1M9W9	366	0.9803	PASS_CANONICAL
UniRef90_A0ABR4AMA6	366	0.9831	PASS_CANONICAL
UniRef90_A0ACC2VL33	366	0.9831	PASS_CANONICAL
UniRef90_A0A086TDK7	366	0.9803	PASS_CANONICAL
UniRef90_A0A9W8EGV7	366	0.9831	PASS_CANONICAL
UniRef90_A0A9P7BBS1	366	0.9915	PASS_CANONICAL
UniRef90_A0A1L0C2J2	366	0.9831	PASS_CANONICAL
UniRef90_A0A4P6XK04	366	0.9831	PASS_CANONICAL
UniRef90_A0AB34KRG1	366	0.9859	PASS_CANONICAL
UniRef90_A0A7H9AXJ3	366	0.9859	PASS_CANONICAL
UniRef90_A0A0C7NEJ6	366	0.9859	PASS_CANONICAL
UniRef90_A0A1R1PRG5	366	0.9859	PASS_CANONICAL
UniRef90_G3AFU2	366	0.9831	PASS_CANONICAL
UniRef90_A0A3N4IHM6	366	0.9859	PASS_CANONICAL
UniRef90_A0A8H7S786	366	0.9859	PASS_CANONICAL
UniRef90_C5E2I8	366	0.9887	PASS_CANONICAL
UniRef90_G8YPY0	366	0.9859	PASS_CANONICAL
UniRef90_A0A6A6ARX7	366	0.9887	PASS_CANONICAL
UniRef90_A0A9P4UQY6	366	0.9859	PASS_CANONICAL
UniRef90_A0A1E3NUB4	366	0.9915	PASS_CANONICAL
UniRef90_A0A9P6VLY6	366	0.9775	PASS_CANONICAL
UniRef90_A5DA85	366	0.9887	PASS_CANONICAL
UniRef90_A0A1E4STL4	366	0.9887	PASS_CANONICAL
UniRef90_A0A6T2JD95	366	0.9831	PASS_CANONICAL
UniRef90_R4YV08	366	0.9577	PASS_CANONICAL
UniRef90_A0A0B6TS70	365	0.9859	PASS_CANONICAL
UniRef90_H3RH85	359	0.9831	PASS_CANONICAL
UniRef90_A0ABP6RJK8	366	0.9465	PASS_CANONICAL
UniRef90_A0ABV7B721	366	0.9296	PASS_CANONICAL
UniRef90_A0A1G6P2X6	366	0.9746	PASS_CANONICAL
UniRef90_A0A0C2IDG0	366	0.9239	PASS_CANONICAL
UniRef90_A0A1H1T9E0	366	0.9324	PASS_CANONICAL
UniRef90_A0ABW2LA80	366	0.9859	PASS_CANONICAL
UniRef90_A0A1B4FAA4	366	0.9268	PASS_CANONICAL
UniRef90_A0A1I6RKW8	366	0.9803	PASS_CANONICAL
UniRef90_A0A365TR80	366	0.9352	PASS_CANONICAL
UniRef90_A0ABP7NVS5	366	0.9718	PASS_CANONICAL
UniRef90_A0A329QRI5	366	0.9803	PASS_CANONICAL
UniRef90_S5STA6	366	0.9831	PASS_CANONICAL
UniRef90_A0A238H2C5	366	0.9634	PASS_CANONICAL
UniRef90_A0A931D8V1	366	0.9690	PASS_CANONICAL
UniRef90_A0A1U7NVZ7	366	0.9662	PASS_CANONICAL
UniRef90_A0A379M4V0	365	0.9803	PASS_CANONICAL
UniRef90_Q1I8W6	353	0.9296	PASS_CANONICAL
UniRef90_M1UT94	366	0.9831	PASS_CANONICAL
UniRef90_A0A2S5DH58	366	0.9380	PASS_CANONICAL
UniRef90_A0ABP9TNT2	366	0.9718	PASS_CANONICAL
UniRef90_A0A060NTI5	366	0.9859	PASS_CANONICAL
UniRef90_A0A239JUV1	366	0.9859	PASS_CANONICAL
UniRef90_A0A2P8EBA1	366	0.9775	PASS_CANONICAL
UniRef90_A0ABS9X0K1	366	0.9718	PASS_CANONICAL
UniRef90_E8Q5T6	366	0.9803	PASS_CANONICAL
UniRef90_A0A1U9K2Q9	352	0.9859	PASS_CANONICAL
UniRef90_A0ABW4NXT6	366	0.9803	PASS_CANONICAL
UniRef90_A0A494WY02	366	0.9577	PASS_CANONICAL
UniRef90_A0A4V3YWX0	366	0.9803	PASS_CANONICAL
UniRef90_A0A3M6QZX2	366	0.9859	PASS_CANONICAL
UniRef90_A0A6N3G739	348	0.9803	PASS_CANONICAL
UniRef90_A0A365QXJ0	366	0.9690	PASS_CANONICAL
UniRef90_A0AAQ0BRQ8	366	0.9718	PASS_CANONICAL
UniRef90_A0ABY4YMS1	366	0.9859	PASS_CANONICAL
UniRef90_A0A367R7X0	366	0.9606	PASS_CANONICAL
UniRef90_A0A9D1GVF0	366	0.9859	PASS_CANONICAL
UniRef90_A0ABU0H189	366	0.9831	PASS_CANONICAL
UniRef90_A0A2T1J289	363	0.9690	PASS_CANONICAL
UniRef90_A0A4R2KG79	366	0.9662	PASS_CANONICAL
UniRef90_W1IUT0	366	0.9662	PASS_CANONICAL
UniRef90_A0AAU8RR92	366	0.9746	PASS_CANONICAL
UniRef90_A0A541BPN4	366	0.9746	PASS_CANONICAL
UniRef90_A0ABW9GN95	366	0.9690	PASS_CANONICAL
UniRef90_A0ABQ3IHE9	366	0.9775	PASS_CANONICAL
UniRef90_A0A8D4LJ25	366	0.9831	PASS_CANONICAL
UniRef90_A0AAE9VPL1	366	0.9465	PASS_CANONICAL
UniRef90_A0A520S122	366	0.9718	PASS_CANONICAL
UniRef90_A0ABD6Q8I4	366	0.9408	PASS_CANONICAL
UniRef90_A0A075V3T6	358	0.9803	PASS_CANONICAL
UniRef90_A0A227KE87	366	0.9606	PASS_CANONICAL
UniRef90_A0A317C900	366	0.9803	PASS_CANONICAL
UniRef90_A0A2H9T465	366	0.9944	PASS_CANONICAL
UniRef90_A0A160TUF6	366	0.9775	PASS_CANONICAL
UniRef90_A0A381VIK6	366	0.9803	PASS_CANONICAL
UniRef90_UPI001CBB0D46	366	0.9408	PASS_CANONICAL
UniRef90_UPI0026350457	366	0.9775	PASS_CANONICAL
UniRef90_UPI0030AFAFE3	366	0.9859	PASS_CANONICAL
UniRef90_UPI000349DFB1	366	0.9408	PASS_CANONICAL
UniRef90_A0A8T7M232	352	0.9521	PASS_CANONICAL
UniRef90_UPI003FD843B7	190	0.5268	FRAG
UniRef90_F9UEU6	358	0.9775	PASS_CANONICAL
UniRef90_A0A2N3W9S5	362	0.9803	PASS_CANONICAL
UniRef90_UPI0010F9F519	366	0.9549	PASS_CANONICAL
UniRef90_UPI002ED4A0CA	366	0.9803	PASS_CANONICAL
UniRef90_A0A6L6YHT8	356	0.9577	PASS_CANONICAL
UniRef90_UPI002087ED0E	366	0.9634	PASS_CANONICAL
UniRef90_UPI001CBD1E19	366	0.9296	PASS_CANONICAL
UniRef90_UPI0032EB537F	366	0.9803	PASS_CANONICAL
UniRef90_D4J896	344	0.9352	PASS_CANONICAL
UniRef90_UPI001243E3BC	366	0.9211	PASS_CANONICAL
UniRef90_UPI001B633A79	366	0.9662	PASS_CANONICAL
UniRef90_A0AB73FUW1	328	0.8423	PASS_CANONICAL
UniRef90_UPI003C7DFE75	366	0.9831	PASS_CANONICAL
UniRef90_UPI0030D00B35	366	0.9352	PASS_CANONICAL
UniRef90_UPI0020B7C9F3	366	0.9352	PASS_CANONICAL
UniRef90_A0A4Y7XCR5	364	0.9746	PASS_CANONICAL
UniRef90_UPI0004150631	366	0.9380	PASS_CANONICAL
UniRef90_UPI003CF886F2	366	0.9634	PASS_CANONICAL
UniRef90_A0A3R8KZL2	343	0.9268	PASS_CANONICAL
UniRef90_UPI0008861490	366	0.9887	PASS_CANONICAL
UniRef90_UPI0027188308	366	0.9831	PASS_CANONICAL
UniRef90_UPI001FAAFC81	366	0.9831	PASS_CANONICAL
UniRef90_UPI0028A7A5ED	366	0.9831	PASS_CANONICAL
UniRef90_UPI00259C9B51	366	0.9775	PASS_CANONICAL
UniRef90_A0ABU1VGQ4	365	0.9859	PASS_CANONICAL
UniRef90_UPI00301C4A30	366	0.9324	PASS_CANONICAL
UniRef90_A0ABW4Z7J1	354	0.9915	PASS_CANONICAL
UniRef90_UPI002C43D99C	366	0.9859	PASS_CANONICAL
UniRef90_A0A7X4W274	354	0.9296	PASS_CANONICAL
UniRef90_UPI0025D40239	366	0.9831	PASS_CANONICAL
UniRef90_UPI003F726F4B	366	0.9831	PASS_CANONICAL
UniRef90_UPI000DE6AB8C	366	0.9268	PASS_CANONICAL
UniRef90_UPI000E2F6739	366	0.9831	PASS_CANONICAL
UniRef90_UPI0013C23719	365	0.9746	PASS_CANONICAL
UniRef90_UPI0033FBE11A	366	0.9521	PASS_CANONICAL
UniRef90_UPI0003B7785F	366	0.9352	PASS_CANONICAL
UniRef90_UPI0019CFD596	366	0.9662	PASS_CANONICAL
UniRef90_UPI003C761BA7	366	0.9690	PASS_CANONICAL
UniRef90_UPI000365E0FD	366	0.9887	PASS_CANONICAL
UniRef90_UPI0039FC5C2D	366	0.9268	PASS_CANONICAL
UniRef90_UPI003555D739	366	0.9803	PASS_CANONICAL
UniRef90_UPI00315CC5F4	366	0.9803	PASS_CANONICAL
UniRef90_UPI003A837C9F	366	0.9831	PASS_CANONICAL
UniRef90_UPI003D68E53F	366	0.9803	PASS_CANONICAL
UniRef90_UPI003B58C996	366	0.9521	PASS_CANONICAL
UniRef90_UPI003D29ABEA	366	0.9803	PASS_CANONICAL
UniRef90_UPI0008E6F32B	366	0.9831	PASS_CANONICAL
UniRef90_A0A367LXK9	79	0.2169	FRAG
UniRef90_A0A3N2DCN1	364	0.9831	PASS_CANONICAL
UniRef90_UPI002ED8856E	366	0.9803	PASS_CANONICAL
UniRef90_UPI001764690A	366	0.9775	PASS_CANONICAL
UniRef90_A0A2N1JF50	365	0.9803	PASS_CANONICAL
UniRef90_A0A9N9Y9A7	364	0.9831	PASS_CANONICAL
UniRef90_A0A1X2H2J2	365	0.9859	PASS_CANONICAL
UniRef90_A0A1E4SN43	365	0.9831	PASS_CANONICAL
UniRef90_A0A8E2E7R9	365	0.9803	PASS_CANONICAL
UniRef90_A0A9P8MUR1	365	0.9831	PASS_CANONICAL
UniRef90_A0A0M8MTP7	365	0.9775	PASS_CANONICAL
UniRef90_A0A5B0SI62	365	0.6169	FRAG
UniRef90_A0A1G4JZT8	365	0.9859	PASS_CANONICAL
UniRef90_A0A1G4K0N5	365	0.9859	PASS_CANONICAL
UniRef90_A0AAN7VXX5	365	0.9775	PASS_CANONICAL
UniRef90_A0A420HID6	365	0.9718	PASS_CANONICAL
UniRef90_A0A061BA44	365	0.9887	PASS_CANONICAL
UniRef90_A0A139ATW0	365	0.9859	PASS_CANONICAL
UniRef90_A0ABP0E9F2	365	0.9859	PASS_CANONICAL
UniRef90_A0A8H7PDI7	365	0.9859	PASS_CANONICAL
UniRef90_A0A2G5BGY8	365	0.9831	PASS_CANONICAL
UniRef90_A0AAN4YTN2	365	0.8028	PASS_CANONICAL
UniRef90_A0A068S1D2	365	0.9859	PASS_CANONICAL
UniRef90_G8ZPH0	360	0.9887	PASS_CANONICAL
UniRef90_C4XX57	365	0.9887	PASS_CANONICAL
UniRef90_A0A1E3P391	365	0.9859	PASS_CANONICAL
UniRef90_A3GG00	365	0.9859	PASS_CANONICAL
UniRef90_A0A1Y1WFR3	365	0.9859	PASS_CANONICAL
UniRef90_A0A1E3QJX3	365	0.9831	PASS_CANONICAL
UniRef90_A0A7S4AZU8	365	0.9859	PASS_CANONICAL
UniRef90_D6YRI2	365	0.9493	PASS_CANONICAL
UniRef90_A0A378Q9J1	365	0.9718	PASS_CANONICAL
UniRef90_A0A428X6G2	362	0.9831	PASS_CANONICAL
UniRef90_A0A1G8EPD7	365	0.9380	PASS_CANONICAL
UniRef90_A0A3M6Q2Z4	365	0.9803	PASS_CANONICAL
UniRef90_A0A345IEQ6	365	0.9746	PASS_CANONICAL
UniRef90_C3K7S6	360	0.9493	PASS_CANONICAL
UniRef90_A0A1G8AXA0	365	0.9831	PASS_CANONICAL
UniRef90_W8X3S8	365	0.9831	PASS_CANONICAL
UniRef90_G8QKN4	365	0.9775	PASS_CANONICAL
UniRef90_A0ABW0SWX5	365	0.9803	PASS_CANONICAL
UniRef90_A0A1H7P079	365	0.9775	PASS_CANONICAL
UniRef90_A0A0G9H3C2	365	0.9803	PASS_CANONICAL
UniRef90_A0A934Q0G8	365	0.9746	PASS_CANONICAL
UniRef90_A0A378Q2G0	365	0.9718	PASS_CANONICAL
UniRef90_A0A547EEP7	360	0.9887	PASS_CANONICAL
UniRef90_W5T8P2	365	0.9859	PASS_CANONICAL
UniRef90_A0A075K494	365	0.9831	PASS_CANONICAL
UniRef90_H6MSK0	365	0.9634	PASS_CANONICAL
UniRef90_A0A024HBZ7	365	0.9408	PASS_CANONICAL
UniRef90_A0AAD0SH54	365	0.9803	PASS_CANONICAL
UniRef90_A0A562ZYP7	365	0.9662	PASS_CANONICAL
UniRef90_A0A1Y0IG65	365	0.9380	PASS_CANONICAL
UniRef90_A0A1F5JDZ6	365	0.9803	PASS_CANONICAL
UniRef90_A0A6G6IQE2	365	0.9408	PASS_CANONICAL
UniRef90_I4Z5X9	365	0.9859	PASS_CANONICAL
UniRef90_A0AA42BG67	365	0.9408	PASS_CANONICAL
UniRef90_A0YBB8	365	0.9718	PASS_CANONICAL
UniRef90_A0A2Z3JJJ3	365	0.9493	PASS_CANONICAL
UniRef90_A0A370KB28	365	0.9831	PASS_CANONICAL
UniRef90_A0ABW3T5I5	365	0.9972	PASS_CANONICAL
UniRef90_A0A841JSA7	365	0.9831	PASS_CANONICAL
UniRef90_A0A077FDE5	356	0.9408	PASS_CANONICAL
UniRef90_A0A5E6VWN4	353	0.9324	PASS_CANONICAL
UniRef90_A0A919BE91	365	0.9718	PASS_CANONICAL
UniRef90_A0A1F6VDT0	365	0.9718	PASS_CANONICAL
UniRef90_A4XAQ3	362	0.9859	PASS_CANONICAL
UniRef90_A0A3E1RB09	365	0.9746	PASS_CANONICAL
UniRef90_A0A1I6GCD1	358	0.9831	PASS_CANONICAL
UniRef90_A0A1I2CB89	365	0.9803	PASS_CANONICAL
UniRef90_A0ABN2N7V3	365	0.9775	PASS_CANONICAL
UniRef90_A0A291B818	365	0.9803	PASS_CANONICAL
UniRef90_L2F7A4	365	0.9746	PASS_CANONICAL
UniRef90_A0ABY2SN96	365	0.9859	PASS_CANONICAL
UniRef90_V9VLS1	365	0.9831	PASS_CANONICAL
UniRef90_A0A840MMT4	365	0.9352	PASS_CANONICAL
UniRef90_U3ALG0	356	0.9662	PASS_CANONICAL
UniRef90_A0ABU5GSN2	365	0.9268	PASS_CANONICAL
UniRef90_A0ABN2P2A2	365	0.9831	PASS_CANONICAL
UniRef90_Q07Z09	363	0.9775	PASS_CANONICAL
UniRef90_A0A561U3C5	365	0.9775	PASS_CANONICAL
UniRef90_A0A1I4YNX0	365	0.9746	PASS_CANONICAL
UniRef90_A0A1T0CKD9	365	0.9746	PASS_CANONICAL
UniRef90_M0QQE2	365	0.9577	PASS_CANONICAL
UniRef90_A0A1G7YYV3	365	0.9690	PASS_CANONICAL
UniRef90_A0A9X1MC93	365	0.9859	PASS_CANONICAL
UniRef90_A0A328P1T8	365	0.9831	PASS_CANONICAL
UniRef90_A0A250KYJ4	365	0.9915	PASS_CANONICAL
UniRef90_A0ABU1WST7	365	0.9831	PASS_CANONICAL
UniRef90_A0ABQ2FEZ2	365	0.9831	PASS_CANONICAL
UniRef90_A0A515DAH2	365	0.9775	PASS_CANONICAL
UniRef90_A0A2A5WHT8	365	0.9803	PASS_CANONICAL
UniRef90_R0EFG8	363	0.9775	PASS_CANONICAL
UniRef90_A0A1B1UHR1	361	0.9803	PASS_CANONICAL
UniRef90_UPI002FCA487B	365	0.9859	PASS_CANONICAL
UniRef90_UPI0026EAB47E	365	0.9831	PASS_CANONICAL
UniRef90_A0AB39I852	361	0.9437	PASS_CANONICAL
UniRef90_A0A0N9NFH5	363	0.9690	PASS_CANONICAL
UniRef90_A4SPA1	357	0.9775	PASS_CANONICAL
UniRef90_UPI001D0A1BC4	365	0.9775	PASS_CANONICAL
UniRef90_UPI002EDA68F6	365	0.9915	PASS_CANONICAL
UniRef90_UPI00221FAEA2	365	0.9859	PASS_CANONICAL
UniRef90_UPI000DA14E7C	365	0.9380	PASS_CANONICAL
UniRef90_UPI0015E2834F	365	0.9437	PASS_CANONICAL
UniRef90_UPI000987153C	365	0.9859	PASS_CANONICAL
UniRef90_UPI003BB03BFB	363	0.9746	PASS_CANONICAL
UniRef90_UPI00104DD6E1	365	0.9634	PASS_CANONICAL
UniRef90_UPI0013A774FA	365	0.9437	PASS_CANONICAL
UniRef90_UPI0039F5CCE3	365	0.9577	PASS_CANONICAL
UniRef90_UPI00129B893C	365	0.9859	PASS_CANONICAL
UniRef90_UPI003FA2D85E	365	0.9718	PASS_CANONICAL
UniRef90_UPI0003B5C5F3	365	0.9775	PASS_CANONICAL
UniRef90_UPI003B5CA9EF	365	0.9803	PASS_CANONICAL
UniRef90_UPI0009435371	365	0.9690	PASS_CANONICAL
UniRef90_UPI0025F45637	365	0.9859	PASS_CANONICAL
UniRef90_UPI002024421F	365	0.9831	PASS_CANONICAL
UniRef90_A0A4Z0BH91	353	0.9803	PASS_CANONICAL
UniRef90_UPI0018ED12E3	365	0.9803	PASS_CANONICAL
UniRef90_UPI0039E4B820	365	0.9634	PASS_CANONICAL
UniRef90_UPI0035B0730B	365	0.9915	PASS_CANONICAL
UniRef90_UPI000C61461D	365	0.9549	PASS_CANONICAL
UniRef90_UPI0038905931	365	0.9380	PASS_CANONICAL
UniRef90_UPI0023DA2340	365	0.9831	PASS_CANONICAL
UniRef90_UPI00249F4C0E	365	0.9859	PASS_CANONICAL
UniRef90_UPI0025BD8DC9	365	0.9662	PASS_CANONICAL
UniRef90_UPI00301D8915	365	0.9915	PASS_CANONICAL
UniRef90_A0A918D7F5	363	0.9493	PASS_CANONICAL
UniRef90_UPI0034CE60FC	365	0.9859	PASS_CANONICAL
UniRef90_UPI00221EA922	365	0.9859	PASS_CANONICAL
UniRef90_UPI003D0BB5BC	365	0.9831	PASS_CANONICAL
UniRef90_UPI001ADA02E5	365	0.9746	PASS_CANONICAL
UniRef90_UPI00263185E5	365	0.9803	PASS_CANONICAL
UniRef90_UPI003566BD95	365	0.9803	PASS_CANONICAL
UniRef90_UPI0040349255	365	0.9746	PASS_CANONICAL
UniRef90_A0ABS0DBX7	363	0.9803	PASS_CANONICAL
UniRef90_UPI001FB6D515	365	0.9493	PASS_CANONICAL
UniRef90_A0A9Q8TXT3	364	0.9775	PASS_CANONICAL
UniRef90_UPI0010F8EAC7	365	0.9803	PASS_CANONICAL
UniRef90_A0A846Y2U6	362	0.9803	PASS_CANONICAL
UniRef90_UPI0033982B9B	365	0.9324	PASS_CANONICAL
UniRef90_UPI000DA16336	365	0.9380	PASS_CANONICAL
UniRef90_UPI002A36F5E0	365	0.9859	PASS_CANONICAL
UniRef90_A0A5C8ZCP4	353	0.9775	PASS_CANONICAL
UniRef90_A0A239EA95	360	0.9803	PASS_CANONICAL
UniRef90_UPI002301D54C	365	0.9859	PASS_CANONICAL
UniRef90_UPI0021E7C935	365	0.9662	PASS_CANONICAL
UniRef90_UPI00040FA5F6	365	0.9324	PASS_CANONICAL
UniRef90_UPI0006DA31B7	365	0.9831	PASS_CANONICAL
UniRef90_A0ABW8K9T1	364	0.9887	PASS_CANONICAL
UniRef90_UPI0039C09B3D	365	0.9859	PASS_CANONICAL
UniRef90_UPI00272DFB34	365	0.9662	PASS_CANONICAL
UniRef90_A0A1C6RM50	364	0.9831	PASS_CANONICAL
UniRef90_UPI00366372CF	365	0.9775	PASS_CANONICAL
UniRef90_UPI003DA4E222	365	0.9775	PASS_CANONICAL
UniRef90_UPI0019632E76	365	0.9211	PASS_CANONICAL
UniRef90_UPI0035A8710C	365	0.9718	PASS_CANONICAL
UniRef90_UPI00386FCB81	365	0.9775	PASS_CANONICAL
UniRef90_UPI0026DB422A	365	0.9803	PASS_CANONICAL
UniRef90_UPI0028105993	365	0.9775	PASS_CANONICAL
UniRef90_UPI0039E57D17	365	0.9690	PASS_CANONICAL
UniRef90_UPI003C455FF8	365	0.9662	PASS_CANONICAL
UniRef90_Q754W4	364	0.9915	PASS_CANONICAL
UniRef90_A0A2I2F7S4	363	0.9831	PASS_CANONICAL
UniRef90_A0A1C7N969	364	0.9859	PASS_CANONICAL
UniRef90_A0AAF0DTT1	364	0.9803	PASS_CANONICAL
UniRef90_A0A875S3N2	364	0.9831	PASS_CANONICAL
UniRef90_A0AAJ5YPV4	364	0.9859	PASS_CANONICAL
UniRef90_A0A9W8DPN3	364	0.9803	PASS_CANONICAL
UniRef90_A0ACA9YAU3	364	0.9831	PASS_CANONICAL
UniRef90_A0A1Y2FH27	364	0.9775	PASS_CANONICAL
UniRef90_A0A1X2GRW3	364	0.9831	PASS_CANONICAL
UniRef90_A0A5J5EC38	364	0.9887	PASS_CANONICAL
UniRef90_A0A6G1L3K1	364	0.9915	PASS_CANONICAL
UniRef90_A0A1E3NF18	364	0.9887	PASS_CANONICAL
UniRef90_Q6FX01	356	0.9887	PASS_CANONICAL
UniRef90_A0A8H7SLC0	364	0.9831	PASS_CANONICAL
UniRef90_A0A9P8AHE5	364	0.9887	PASS_CANONICAL
UniRef90_W0T5I6	364	0.9859	PASS_CANONICAL
UniRef90_A0A1E4TYR1	364	0.9859	PASS_CANONICAL
UniRef90_A0ACC2RW03	364	0.9831	PASS_CANONICAL
UniRef90_A0A1E5RF47	364	0.9831	PASS_CANONICAL
UniRef90_A0A1I4ML63	364	0.9408	PASS_CANONICAL
UniRef90_A0A6J4QQ76	364	0.9718	PASS_CANONICAL
UniRef90_G4V4T8	364	0.9803	PASS_CANONICAL
UniRef90_A0A6J4VKE5	364	0.9718	PASS_CANONICAL
UniRef90_A0A1T0A2M0	364	0.9831	PASS_CANONICAL
UniRef90_Q6NDS7	364	0.9859	PASS_CANONICAL
UniRef90_A0A3B0LZ99	308	0.8366	PASS_CANONICAL
UniRef90_A0A1B0ZYK1	364	0.9831	PASS_CANONICAL
UniRef90_A0A934U4S1	364	0.9803	PASS_CANONICAL
UniRef90_C7BHC1	364	0.9887	PASS_CANONICAL
UniRef90_A0A379FI31	292	0.8085	FRAG
UniRef90_A0ABR8TRJ6	364	0.9408	PASS_CANONICAL
UniRef90_A0A0G3H6E0	364	0.9775	PASS_CANONICAL
UniRef90_A0A225M4Q4	364	0.9859	PASS_CANONICAL
UniRef90_A0ABY8VFT1	364	0.9775	PASS_CANONICAL
UniRef90_Q13D81	364	0.9859	PASS_CANONICAL
UniRef90_J7U4P7	364	0.9803	PASS_CANONICAL
UniRef90_A0A1T1D303	364	0.9690	PASS_CANONICAL
UniRef90_Q7N796	364	0.9944	PASS_CANONICAL
UniRef90_A0A1H3FJ00	364	0.9803	PASS_CANONICAL
UniRef90_A0A927LY25	364	0.9803	PASS_CANONICAL
UniRef90_A0A7H4MM80	294	0.8282	FRAG
UniRef90_A0A8H2PMX4	364	0.9606	PASS_CANONICAL
UniRef90_K8WDH9	362	0.9803	PASS_CANONICAL
UniRef90_A0ABQ6C4A2	364	0.9831	PASS_CANONICAL
UniRef90_W1ISP2	364	0.9915	PASS_CANONICAL
UniRef90_A0ABU8S134	364	0.9859	PASS_CANONICAL
UniRef90_K7A882	364	0.9690	PASS_CANONICAL
UniRef90_Q47X58	355	0.9577	PASS_CANONICAL
UniRef90_A0A1S8DDG1	364	0.9408	PASS_CANONICAL
UniRef90_A0A410GBN5	364	0.9803	PASS_CANONICAL
UniRef90_A0A4R0Z221	364	0.9803	PASS_CANONICAL
UniRef90_A0A3D9DTQ5	364	0.9465	PASS_CANONICAL
UniRef90_A0A1P8K517	364	0.9803	PASS_CANONICAL
UniRef90_A0A6M1RS45	364	0.9521	PASS_CANONICAL
UniRef90_A0A3A4KH65	364	0.9775	PASS_CANONICAL
UniRef90_A0A2N8T674	364	0.9352	PASS_CANONICAL
UniRef90_A0A810KV83	364	0.9775	PASS_CANONICAL
UniRef90_A0A2Z2H9D1	364	0.9549	PASS_CANONICAL
UniRef90_D3V403	362	0.9944	PASS_CANONICAL
UniRef90_A0A4P9VLF3	364	0.9803	PASS_CANONICAL
UniRef90_A0A5K7YZJ3	364	0.9746	PASS_CANONICAL
UniRef90_A0A2R8CMR4	364	0.9493	PASS_CANONICAL
UniRef90_A0A7W5ERD7	364	0.9493	PASS_CANONICAL
UniRef90_A0A328AEN6	364	0.9859	PASS_CANONICAL
UniRef90_A0A4R0JWU0	364	0.9746	PASS_CANONICAL
UniRef90_E3BG98	364	0.9690	PASS_CANONICAL
UniRef90_A0A0R0D3B7	364	0.9803	PASS_CANONICAL
UniRef90_A0A7C9HSJ5	364	0.9634	PASS_CANONICAL
UniRef90_A0A919BRL7	364	0.9775	PASS_CANONICAL
UniRef90_A0A6P2XPT3	364	0.9437	PASS_CANONICAL
UniRef90_L7LDT1	364	0.9662	PASS_CANONICAL
UniRef90_A0A2V4BEK2	364	0.9746	PASS_CANONICAL
UniRef90_A0A0M7DXR1	363	0.9887	PASS_CANONICAL
UniRef90_A0A6B8VYR2	364	0.9803	PASS_CANONICAL
UniRef90_A0A223RT15	364	0.9465	PASS_CANONICAL
UniRef90_A0A376CP70	364	0.9803	PASS_CANONICAL
UniRef90_A0ABP8ZY49	364	0.9944	PASS_CANONICAL
UniRef90_A0ABU2ZYK0	364	0.9521	PASS_CANONICAL
UniRef90_A0A848KFA8	364	0.9775	PASS_CANONICAL
UniRef90_A0A5B8SZA2	364	0.9775	PASS_CANONICAL
UniRef90_A0A6N7LRH4	364	0.9859	PASS_CANONICAL
UniRef90_A0A4R1G2U9	364	0.9831	PASS_CANONICAL
