seq_id	L_seq	cov_hmm	bin
UniRef90_A0ABV8ARK9	360	0.7036	PASS_CANONICAL
UniRef90_A0ABW9Z551	360	0.6976	FRAG
UniRef90_A0ABP6IGW9	360	0.7186	PASS_CANONICAL
UniRef90_A0A831QR88	360	0.7036	PASS_CANONICAL
UniRef90_A0ABW5IN83	360	0.7126	PASS_CANONICAL
UniRef90_A0ABW2PW50	360	0.9671	PASS_CANONICAL
UniRef90_A0A940IH93	360	0.7126	PASS_CANONICAL
UniRef90_A0A1W6MMH7	360	0.7036	PASS_CANONICAL
UniRef90_A0A172Y0J8	360	0.7036	PASS_CANONICAL
UniRef90_A0ABY4HNZ1	360	0.7036	PASS_CANONICAL
UniRef90_A0A4V3UYA0	360	0.7036	PASS_CANONICAL
UniRef90_A0ABW5KUI7	360	0.7156	PASS_CANONICAL
UniRef90_A0A4U8WCY1	360	0.7006	PASS_CANONICAL
UniRef90_A0ABV5GMN0	360	0.7036	PASS_CANONICAL
UniRef90_A0ABU0ALZ1	360	0.9790	PASS_CANONICAL
UniRef90_A0AAU0F129	360	0.7036	PASS_CANONICAL
UniRef90_I0WKJ1	360	0.7186	PASS_CANONICAL
UniRef90_A0A7Y8Y4X7	360	0.7006	PASS_CANONICAL
UniRef90_A0A5C7GK15	360	0.7036	PASS_CANONICAL
UniRef90_A0AC61S645	360	0.6976	FRAG
UniRef90_A0ABT7WHX3	360	0.7066	PASS_CANONICAL
UniRef90_A0A6M0CMC9	360	0.7036	PASS_CANONICAL
UniRef90_A0A5P2G251	360	0.7006	PASS_CANONICAL
UniRef90_A0A0D5YTL7	360	0.7036	PASS_CANONICAL
UniRef90_A0A220U4L3	360	0.9671	PASS_CANONICAL
UniRef90_A0A507ZPX7	360	0.7156	PASS_CANONICAL
UniRef90_A0A1I3MK51	360	0.9760	PASS_CANONICAL
UniRef90_A0A927D0K3	360	0.9731	PASS_CANONICAL
UniRef90_A0ABS5S2J3	360	0.7006	PASS_CANONICAL
UniRef90_A0A3Q9HRV8	360	0.9641	PASS_CANONICAL
UniRef90_A0A410G6J2	360	0.7036	PASS_CANONICAL
UniRef90_A0A084TM35	360	0.7275	PASS_CANONICAL
UniRef90_A0AAE3EUE9	360	0.7066	PASS_CANONICAL
UniRef90_A0ABT0TPF8	360	0.7036	PASS_CANONICAL
UniRef90_A0A5B8YM73	360	0.7096	PASS_CANONICAL
UniRef90_A0A8J8K8Z2	360	0.7066	PASS_CANONICAL
UniRef90_A0A2A4G5W9	360	0.7066	PASS_CANONICAL
UniRef90_K2P031	360	0.7036	PASS_CANONICAL
UniRef90_A0A368MWU1	360	0.7006	PASS_CANONICAL
UniRef90_A0ABV8H949	360	0.7186	PASS_CANONICAL
UniRef90_A0A7G8PRK2	360	0.7126	PASS_CANONICAL
UniRef90_A0A3B0T1R9	360	0.7156	PASS_CANONICAL
UniRef90_UPI002248A7B7	360	0.7036	PASS_CANONICAL
UniRef90_A0A4P7W3X9	357	0.6946	FRAG
UniRef90_UPI0037C0E654	360	0.7036	PASS_CANONICAL
UniRef90_A0A3D9KFP9	354	0.9671	PASS_CANONICAL
UniRef90_UPI001639E678	360	0.7036	PASS_CANONICAL
UniRef90_UPI0009779C0D	360	0.7156	PASS_CANONICAL
UniRef90_UPI0011C8FEAF	360	0.7036	PASS_CANONICAL
UniRef90_UPI002B000DBD	360	0.7066	PASS_CANONICAL
UniRef90_UPI000C18413B	360	0.9641	PASS_CANONICAL
UniRef90_UPI00111F8C74	360	0.7066	PASS_CANONICAL
UniRef90_UPI002BF0C057	360	0.7066	PASS_CANONICAL
UniRef90_UPI00278BBEA0	360	0.7066	PASS_CANONICAL
UniRef90_M4ZSG2	357	0.7006	PASS_CANONICAL
UniRef90_UPI003407C2F3	360	0.8024	PASS_CANONICAL
UniRef90_UPI001EF5E376	360	0.9790	PASS_CANONICAL
UniRef90_UPI0028BEF59F	360	0.7036	PASS_CANONICAL
UniRef90_UPI003563F196	360	0.6946	FRAG
UniRef90_UPI0026E373B2	360	0.7096	PASS_CANONICAL
UniRef90_UPI000ED79B74	360	0.6946	FRAG
UniRef90_UPI00338E7F0A	360	0.7006	PASS_CANONICAL
UniRef90_UPI00091C4584	360	0.6976	FRAG
UniRef90_UPI0037BFA422	360	0.7036	PASS_CANONICAL
UniRef90_UPI00140E50CE	360	0.7036	PASS_CANONICAL
UniRef90_A0A6G6BTJ8	357	0.7066	PASS_CANONICAL
UniRef90_UPI0035141E34	360	0.7216	PASS_CANONICAL
UniRef90_UPI002A810ED8	360	0.7036	PASS_CANONICAL
UniRef90_UPI003C757B2C	360	0.7006	PASS_CANONICAL
UniRef90_UPI0003A089E5	360	0.9940	PASS_CANONICAL
UniRef90_UPI0035BE1A6C	360	0.7126	PASS_CANONICAL
UniRef90_UPI000F7A679D	360	0.9820	PASS_CANONICAL
UniRef90_UPI002020AE56	360	0.7066	PASS_CANONICAL
UniRef90_UPI000EF56F09	360	0.7335	PASS_CANONICAL
UniRef90_UPI003466F8A7	360	0.9760	PASS_CANONICAL
UniRef90_UPI0039E4ADBA	360	0.7036	PASS_CANONICAL
UniRef90_UPI00207779DB	360	0.7186	PASS_CANONICAL
UniRef90_UPI0026DAD00F	360	0.7216	PASS_CANONICAL
UniRef90_UPI00260A9417	360	0.7126	PASS_CANONICAL
UniRef90_UPI003D6542F6	360	0.7036	PASS_CANONICAL
UniRef90_UPI0025C25BE8	360	0.7066	PASS_CANONICAL
UniRef90_UPI0026DAA32F	360	0.7006	PASS_CANONICAL
UniRef90_UPI0026017568	360	0.6916	FRAG
UniRef90_UPI00372D6E1D	360	0.9611	PASS_CANONICAL
UniRef90_UPI000F89A7C7	360	0.7156	PASS_CANONICAL
UniRef90_UPI001F48349B	360	0.9760	PASS_CANONICAL
UniRef90_UPI00202A8E36	360	0.7066	PASS_CANONICAL
UniRef90_UPI002619E98A	360	0.6916	FRAG
UniRef90_UPI000E661E7C	360	0.9671	PASS_CANONICAL
UniRef90_UPI000CF4FB42	360	0.7066	PASS_CANONICAL
UniRef90_UPI003D8A9F76	360	0.8683	PASS_CANONICAL
UniRef90_UPI00084E0F21	360	0.7036	PASS_CANONICAL
UniRef90_UPI003019BF33	360	0.6976	FRAG
UniRef90_UPI0030ED0C3D	360	0.7036	PASS_CANONICAL
UniRef90_UPI003D94FD27	360	0.9551	PASS_CANONICAL
UniRef90_UPI00048CE94A	360	0.6976	FRAG
UniRef90_UPI0037BFF05D	360	0.7036	PASS_CANONICAL
UniRef90_UPI003AAEBAD2	360	0.7186	PASS_CANONICAL
UniRef90_UPI0011814028	360	0.7036	PASS_CANONICAL
UniRef90_W0EWL0	354	0.6976	FRAG
UniRef90_UPI000FD7BEE1	360	0.7036	PASS_CANONICAL
UniRef90_UPI003F9346FD	360	0.7036	PASS_CANONICAL
UniRef90_UPI003F2D20F7	360	0.6976	FRAG
UniRef90_UPI001F593C9B	360	0.7036	PASS_CANONICAL
UniRef90_A0A6G6BTR1	358	0.6976	FRAG
UniRef90_UPI0035288687	360	0.7096	PASS_CANONICAL
UniRef90_UPI0038D167E1	360	0.6946	FRAG
UniRef90_UPI0031E4B19E	360	0.7006	PASS_CANONICAL
UniRef90_UPI0022A946C1	360	0.9671	PASS_CANONICAL
UniRef90_UPI0026351126	360	0.7036	PASS_CANONICAL
UniRef90_UPI00101B3969	360	0.7096	PASS_CANONICAL
UniRef90_A0A3A1R195	359	0.9641	PASS_CANONICAL
UniRef90_UPI0030ECF0A6	360	0.7216	PASS_CANONICAL
UniRef90_UPI0002559DF1	360	0.7006	PASS_CANONICAL
UniRef90_UPI000E1CD452	360	0.7186	PASS_CANONICAL
UniRef90_D7BE13	358	0.9611	PASS_CANONICAL
UniRef90_UPI00260188FE	360	0.7066	PASS_CANONICAL
UniRef90_UPI000358CB96	360	0.7365	PASS_CANONICAL
UniRef90_UPI003BCA94D7	360	0.6976	FRAG
UniRef90_UPI00379F6225	360	0.7066	PASS_CANONICAL
UniRef90_UPI003BB4B31F	360	0.9760	PASS_CANONICAL
UniRef90_UPI0022713B98	360	0.7036	PASS_CANONICAL
UniRef90_UPI0004160C04	360	0.7006	PASS_CANONICAL
UniRef90_UPI0037BEA763	360	0.7006	PASS_CANONICAL
UniRef90_UPI001B2EA0CA	360	0.9701	PASS_CANONICAL
UniRef90_UPI0032E472AA	360	0.9311	PASS_CANONICAL
UniRef90_UPI0020A216AA	360	0.7006	PASS_CANONICAL
UniRef90_UPI0023500350	360	0.7036	PASS_CANONICAL
UniRef90_UPI0006B51359	360	0.7036	PASS_CANONICAL
UniRef90_UPI000C9950DF	360	0.6976	FRAG
UniRef90_A0ABU8FLB1	358	0.9671	PASS_CANONICAL
UniRef90_UPI0012F63780	360	0.7066	PASS_CANONICAL
UniRef90_UPI0030ED6CB0	360	0.7036	PASS_CANONICAL
UniRef90_UPI001CC944D4	360	0.7036	PASS_CANONICAL
UniRef90_UPI00163BDE5A	360	0.7006	PASS_CANONICAL
UniRef90_UPI0032DE7847	360	0.7186	PASS_CANONICAL
UniRef90_A0A484HNB3	359	0.7066	PASS_CANONICAL
UniRef90_A0AB39HPE4	359	0.9701	PASS_CANONICAL
UniRef90_A0A381FGE6	359	0.7006	PASS_CANONICAL
UniRef90_A0AAJ4SH20	359	0.9790	PASS_CANONICAL
UniRef90_A0A1N7LRL2	359	0.7066	PASS_CANONICAL
UniRef90_A0A7D7QFC6	359	0.6976	FRAG
UniRef90_A0A1B1S727	359	0.7126	PASS_CANONICAL
UniRef90_X5KM58	359	0.7126	PASS_CANONICAL
UniRef90_A0A376J753	359	0.7006	PASS_CANONICAL
UniRef90_A0AAV5B073	359	0.7126	PASS_CANONICAL
UniRef90_A0A1B1MXQ0	359	0.9760	PASS_CANONICAL
UniRef90_A0ABQ6FII0	359	0.8174	PASS_CANONICAL
UniRef90_A0AAD1CM40	359	0.6976	FRAG
UniRef90_A0A401Z8E2	359	0.8503	PASS_CANONICAL
UniRef90_A0A3N4PAC1	359	0.7066	PASS_CANONICAL
UniRef90_A0A856M8D8	359	0.8683	PASS_CANONICAL
UniRef90_A0A2G0CFA2	359	0.7066	PASS_CANONICAL
UniRef90_F2IBK9	359	0.7096	PASS_CANONICAL
UniRef90_A0A4Z0V215	359	0.6946	FRAG
UniRef90_A0A329LQJ7	359	0.9701	PASS_CANONICAL
UniRef90_F2NLQ2	359	0.9671	PASS_CANONICAL
UniRef90_A0A931E977	359	0.7006	PASS_CANONICAL
UniRef90_A0ABV7CUI9	359	0.9701	PASS_CANONICAL
UniRef90_A0ABS0A1L8	359	0.7006	PASS_CANONICAL
UniRef90_A0A7S8HFW8	359	0.9641	PASS_CANONICAL
UniRef90_A0A2S1LC61	359	0.7036	PASS_CANONICAL
UniRef90_A0A068DWU9	359	0.7066	PASS_CANONICAL
UniRef90_A0A511W776	359	0.9850	PASS_CANONICAL
UniRef90_A0A1I3DBS8	359	0.7006	PASS_CANONICAL
UniRef90_A0A6P1MEI0	359	0.6946	FRAG
UniRef90_A0A402B0G2	359	0.8473	PASS_CANONICAL
UniRef90_A0A1I2D4L5	359	0.7036	PASS_CANONICAL
UniRef90_A0A4R3MTX1	359	0.9820	PASS_CANONICAL
UniRef90_A0ABX0F0Q8	359	0.9701	PASS_CANONICAL
UniRef90_A0A2M9R7S5	359	0.7186	PASS_CANONICAL
UniRef90_V6SS87	353	0.7006	PASS_CANONICAL
UniRef90_A0A1M4SK37	359	0.7006	PASS_CANONICAL
UniRef90_A0A073JZJ9	359	0.9790	PASS_CANONICAL
UniRef90_A0AAE3SFN4	359	0.6916	FRAG
UniRef90_A0A263BQV4	359	0.9850	PASS_CANONICAL
UniRef90_A0A838ZPL0	359	0.6946	FRAG
UniRef90_A0A5C4TD58	359	0.9581	PASS_CANONICAL
UniRef90_A0A098MEN9	359	0.9731	PASS_CANONICAL
UniRef90_A0A4P6JRH2	359	0.8413	PASS_CANONICAL
UniRef90_A0A494ZVI1	359	0.9641	PASS_CANONICAL
UniRef90_A0A1T5F2Q7	359	0.7036	PASS_CANONICAL
UniRef90_A0A511N7S1	359	0.9850	PASS_CANONICAL
UniRef90_D6TII5	359	0.8323	PASS_CANONICAL
UniRef90_K4IAK3	359	0.7036	PASS_CANONICAL
UniRef90_A0A3B0CJX2	359	0.9641	PASS_CANONICAL
UniRef90_A0A6P1QWT3	359	0.7036	PASS_CANONICAL
UniRef90_A0A5A5T982	359	0.8293	PASS_CANONICAL
UniRef90_A0ABW4SCD3	359	0.9671	PASS_CANONICAL
UniRef90_A0A563DA32	359	0.7006	PASS_CANONICAL
UniRef90_A0A1R3T133	359	0.7216	PASS_CANONICAL
UniRef90_A0A3L9MHU9	359	0.6976	FRAG
UniRef90_A0A0K9GYF5	359	0.9671	PASS_CANONICAL
UniRef90_A0A239WEY0	359	0.7066	PASS_CANONICAL
UniRef90_A0ABT9WU87	359	0.9671	PASS_CANONICAL
UniRef90_A0ABV4CSQ5	359	0.6976	FRAG
UniRef90_A0A9D1PM87	359	0.9731	PASS_CANONICAL
UniRef90_A0A7X2M056	359	0.9731	PASS_CANONICAL
UniRef90_A0ABW3Y0F9	359	0.7186	PASS_CANONICAL
UniRef90_A0ABT7Y873	359	0.7036	PASS_CANONICAL
UniRef90_A0A939F1K7	347	0.7006	PASS_CANONICAL
UniRef90_A0A433YAS6	359	0.9671	PASS_CANONICAL
UniRef90_A0A2S8A850	359	0.7006	PASS_CANONICAL
UniRef90_A0ABT9XN45	359	0.9760	PASS_CANONICAL
UniRef90_A0AC61RAW2	359	0.7066	PASS_CANONICAL
UniRef90_A0ABV9K5Q6	359	0.7126	PASS_CANONICAL
UniRef90_A0A090ZYT3	357	0.9731	PASS_CANONICAL
UniRef90_A0A511V3H2	359	0.9641	PASS_CANONICAL
UniRef90_A0ABY9K0J6	359	0.9790	PASS_CANONICAL
UniRef90_A0ABN0WCL5	359	0.9760	PASS_CANONICAL
UniRef90_A0A4R3KE09	359	0.9731	PASS_CANONICAL
UniRef90_A0ABN0ZQS7	359	0.9790	PASS_CANONICAL
UniRef90_A0A8J3IRR7	359	0.8383	PASS_CANONICAL
UniRef90_A0A1M6C0N5	359	0.7066	PASS_CANONICAL
UniRef90_A0ABV8B7N1	359	0.9671	PASS_CANONICAL
UniRef90_A0A1E5UEX9	359	0.7006	PASS_CANONICAL
UniRef90_A0A4V1D1M5	359	0.6976	FRAG
UniRef90_A0A370GPA4	359	0.9731	PASS_CANONICAL
UniRef90_A0A0E4CZ95	358	0.9760	PASS_CANONICAL
UniRef90_A0A841PTK8	359	0.9790	PASS_CANONICAL
UniRef90_A0A0A2MUG0	359	0.7066	PASS_CANONICAL
UniRef90_A0A2U2XFL2	359	0.6976	FRAG
UniRef90_A0ABY9KSL1	359	0.9731	PASS_CANONICAL
UniRef90_A0A419SR49	359	0.9731	PASS_CANONICAL
UniRef90_A0ABV6MJY5	359	0.7365	PASS_CANONICAL
UniRef90_A0A5J5FXI7	359	0.9760	PASS_CANONICAL
UniRef90_A0A840E1V0	359	0.7066	PASS_CANONICAL
UniRef90_A0A401ZZE7	359	0.8473	PASS_CANONICAL
UniRef90_A0A1I5C2T9	359	0.7156	PASS_CANONICAL
UniRef90_A0ABP8NBV8	359	0.7006	PASS_CANONICAL
UniRef90_A0A5D4NS72	359	0.9701	PASS_CANONICAL
UniRef90_A0ABU9L6I4	359	0.7006	PASS_CANONICAL
UniRef90_Q72LN8	355	0.9641	PASS_CANONICAL
UniRef90_A0A399EGB0	359	0.9611	PASS_CANONICAL
UniRef90_A0A163Z1G2	359	0.9731	PASS_CANONICAL
UniRef90_A0A4R6U1D7	359	0.9760	PASS_CANONICAL
UniRef90_UPI001435274B	359	0.7156	PASS_CANONICAL
UniRef90_UPI00388D6CBC	359	0.7006	PASS_CANONICAL
UniRef90_UPI00062DC900	359	0.9731	PASS_CANONICAL
UniRef90_UPI000E5516CE	359	0.6976	FRAG
UniRef90_UPI003D197733	359	0.9760	PASS_CANONICAL
UniRef90_UPI0006F4451D	359	0.7066	PASS_CANONICAL
UniRef90_UPI0010705CAC	359	0.9790	PASS_CANONICAL
UniRef90_UPI0023AFB783	359	0.9671	PASS_CANONICAL
UniRef90_B8G5H1	352	0.8323	PASS_CANONICAL
UniRef90_A0A4S3PY08	358	0.9790	PASS_CANONICAL
UniRef90_A0A511ZKN2	358	0.9790	PASS_CANONICAL
UniRef90_UPI001C95B73D	359	0.7156	PASS_CANONICAL
UniRef90_UPI00037B570D	359	0.6976	FRAG
UniRef90_UPI0022B1800C	359	0.9701	PASS_CANONICAL
UniRef90_E8MZ78	358	0.9731	PASS_CANONICAL
UniRef90_UPI003BAE7F09	359	0.8563	PASS_CANONICAL
UniRef90_UPI001B06660E	359	0.9760	PASS_CANONICAL
UniRef90_UPI0008537A05	359	0.7455	PASS_CANONICAL
UniRef90_A0A6G6BTF2	355	0.7126	PASS_CANONICAL
UniRef90_UPI0032EBE682	359	0.7006	PASS_CANONICAL
UniRef90_UPI001C302B97	359	0.9731	PASS_CANONICAL
UniRef90_UPI003467475F	359	0.9790	PASS_CANONICAL
UniRef90_UPI00052DDDC0	359	0.6976	FRAG
UniRef90_UPI0006F3C011	359	0.7036	PASS_CANONICAL
UniRef90_UPI0025D77A01	359	0.7006	PASS_CANONICAL
UniRef90_UPI001C11BD1E	359	0.9701	PASS_CANONICAL
UniRef90_UPI000791CEC5	359	0.9760	PASS_CANONICAL
UniRef90_UPI0012923C37	359	0.7006	PASS_CANONICAL
UniRef90_UPI00101C0853	359	0.7066	PASS_CANONICAL
UniRef90_UPI002658DC41	359	0.7186	PASS_CANONICAL
UniRef90_A0A6H9YEP1	346	0.9551	PASS_CANONICAL
UniRef90_UPI001BD94F07	359	0.8713	PASS_CANONICAL
UniRef90_UPI002E17366F	359	0.7006	PASS_CANONICAL
UniRef90_UPI000988813A	359	0.9671	PASS_CANONICAL
UniRef90_UPI00356A416F	359	0.6946	FRAG
UniRef90_UPI0021489B97	359	0.9671	PASS_CANONICAL
UniRef90_UPI000FD995F4	359	0.9701	PASS_CANONICAL
UniRef90_UPI003D3571B9	359	0.6946	FRAG
UniRef90_UPI003FD3F6F9	359	0.7994	PASS_CANONICAL
UniRef90_UPI003FA1883C	359	0.6976	FRAG
UniRef90_A0A9C7LAX2	358	0.9671	PASS_CANONICAL
UniRef90_A0A6G6BTP6	357	0.7036	PASS_CANONICAL
UniRef90_UPI000D3940C1	359	0.9701	PASS_CANONICAL
UniRef90_A0A9D9J0M9	347	0.7006	PASS_CANONICAL
UniRef90_UPI003394F50E	359	0.7036	PASS_CANONICAL
UniRef90_UPI003A8E4BBC	359	0.6976	FRAG
UniRef90_UPI003872EAFF	359	0.7066	PASS_CANONICAL
UniRef90_UPI00094F953D	359	0.6976	FRAG
UniRef90_UPI001475277F	359	0.9850	PASS_CANONICAL
UniRef90_UPI000347AC9F	359	0.7066	PASS_CANONICAL
UniRef90_UPI00282E747E	359	0.7096	PASS_CANONICAL
UniRef90_UPI00209AE9FE	359	0.7784	PASS_CANONICAL
UniRef90_UPI000A817C4A	359	0.6976	FRAG
UniRef90_A0A255ZUM7	357	0.7036	PASS_CANONICAL
UniRef90_UPI001D0DE70A	359	0.7036	PASS_CANONICAL
UniRef90_UPI0002D95E08	359	0.9790	PASS_CANONICAL
UniRef90_A0A6G6BSP6	357	0.7096	PASS_CANONICAL
UniRef90_A0A084IUN9	358	0.9731	PASS_CANONICAL
UniRef90_A0A455SY67	358	0.8353	PASS_CANONICAL
UniRef90_D3FX77	358	0.9760	PASS_CANONICAL
UniRef90_A0A553SQ58	358	0.9731	PASS_CANONICAL
UniRef90_A0AAU7DTM4	358	0.8743	PASS_CANONICAL
UniRef90_D5DTZ5	358	0.9671	PASS_CANONICAL
UniRef90_A0AAP9DRV2	358	0.9701	PASS_CANONICAL
UniRef90_A0A1S2LT74	358	0.9671	PASS_CANONICAL
UniRef90_A0A150JPF4	358	0.9671	PASS_CANONICAL
UniRef90_A0AAX0S3U9	358	0.9790	PASS_CANONICAL
UniRef90_K2GLG2	358	0.9790	PASS_CANONICAL
UniRef90_A0A150LG34	358	0.9701	PASS_CANONICAL
UniRef90_A0A1Y0CQZ8	358	0.9671	PASS_CANONICAL
UniRef90_A0A161TKD2	358	0.9760	PASS_CANONICAL
UniRef90_A0A165YHI1	358	0.9760	PASS_CANONICAL
UniRef90_A0A1E7DM08	358	0.9731	PASS_CANONICAL
UniRef90_A0ABV6GBM6	358	0.9731	PASS_CANONICAL
UniRef90_A0A6I2MDI5	358	0.9760	PASS_CANONICAL
UniRef90_A0A0B0IJ07	358	0.9760	PASS_CANONICAL
UniRef90_A0A8J3B3W1	358	0.9760	PASS_CANONICAL
UniRef90_A0ABU8HHI8	358	0.9731	PASS_CANONICAL
UniRef90_A0A6N8FCC3	358	0.9671	PASS_CANONICAL
UniRef90_A0A6N8FD65	358	0.9701	PASS_CANONICAL
UniRef90_A0A1I0H9D9	358	0.9671	PASS_CANONICAL
UniRef90_A0A951UZB6	358	0.8263	PASS_CANONICAL
UniRef90_A0ABV2KSW1	358	0.9910	PASS_CANONICAL
UniRef90_A0A0M4FK60	358	0.9760	PASS_CANONICAL
UniRef90_A0A2I0R2I5	358	0.6976	FRAG
UniRef90_A0A1G9VAB8	358	0.9760	PASS_CANONICAL
UniRef90_A0A8I1ME19	355	0.9671	PASS_CANONICAL
UniRef90_A0A1H1F3A2	358	0.9671	PASS_CANONICAL
UniRef90_A0A417YUB6	356	0.9760	PASS_CANONICAL
UniRef90_A0ABS4SDZ6	358	0.9701	PASS_CANONICAL
UniRef90_A0A926S0M1	358	0.9671	PASS_CANONICAL
UniRef90_A0ABU5MSX1	358	0.6946	FRAG
UniRef90_A0A7W5AY43	358	0.9701	PASS_CANONICAL
UniRef90_A0ABV6KM56	358	0.9850	PASS_CANONICAL
UniRef90_A0ABR5MLI4	358	0.9731	PASS_CANONICAL
UniRef90_G9QQK6	358	0.9671	PASS_CANONICAL
UniRef90_A0AAJ6NUJ3	358	0.9611	PASS_CANONICAL
UniRef90_A0ABT4X514	358	0.9731	PASS_CANONICAL
UniRef90_A0A1X9ME70	358	0.9731	PASS_CANONICAL
UniRef90_A0ABV6KJJ0	358	0.9760	PASS_CANONICAL
UniRef90_A0A1X7DGL1	358	0.9641	PASS_CANONICAL
UniRef90_A0A372LIP1	358	0.9731	PASS_CANONICAL
UniRef90_A0A0M2SV00	358	0.9790	PASS_CANONICAL
UniRef90_A0ABV9DQJ1	358	0.9701	PASS_CANONICAL
UniRef90_I9NXL6	358	0.9760	PASS_CANONICAL
UniRef90_A0A6N8CNS7	358	0.9671	PASS_CANONICAL
UniRef90_A0A4R2P579	358	0.9850	PASS_CANONICAL
UniRef90_A0A917M7Z7	358	0.9820	PASS_CANONICAL
UniRef90_A0ABU6MFI0	358	0.9731	PASS_CANONICAL
UniRef90_A0A7X2V456	358	0.9671	PASS_CANONICAL
UniRef90_A0A1G8BDE8	358	0.9731	PASS_CANONICAL
UniRef90_A0A398B9F6	358	0.9790	PASS_CANONICAL
UniRef90_A0ABU5CQR1	358	0.9671	PASS_CANONICAL
UniRef90_A0A8J8K806	358	0.9790	PASS_CANONICAL
UniRef90_A0A2W7IS07	358	0.7126	PASS_CANONICAL
UniRef90_A0A2T1NEB5	358	0.7246	PASS_CANONICAL
UniRef90_A0A0Q3WX22	358	0.9701	PASS_CANONICAL
UniRef90_A0A7X3CTY4	358	0.9701	PASS_CANONICAL
UniRef90_A0A3L7K4Z2	358	0.9760	PASS_CANONICAL
UniRef90_A0A916S3D8	358	0.9671	PASS_CANONICAL
UniRef90_A0A974NKQ5	358	0.9790	PASS_CANONICAL
UniRef90_A0A1H2TRP9	357	0.7186	PASS_CANONICAL
UniRef90_A0ABW3LJL6	358	0.9701	PASS_CANONICAL
UniRef90_A0ABT9CEY8	358	0.9671	PASS_CANONICAL
UniRef90_A0ACC7NUK5	358	0.9611	PASS_CANONICAL
UniRef90_A0ABS4IFE4	358	0.9671	PASS_CANONICAL
UniRef90_A0A224AK19	358	0.7036	PASS_CANONICAL
UniRef90_W0E5V1	358	0.7665	PASS_CANONICAL
UniRef90_A0AAW5E240	358	0.9760	PASS_CANONICAL
UniRef90_A0ABQ4N1E6	358	0.9641	PASS_CANONICAL
UniRef90_I3DYH3	358	0.9731	PASS_CANONICAL
UniRef90_A0A0X3AQI7	358	0.6916	FRAG
UniRef90_A0A380C777	358	0.9641	PASS_CANONICAL
UniRef90_A0A431W2I3	358	0.9820	PASS_CANONICAL
UniRef90_A0A6M0Q6F0	358	0.9731	PASS_CANONICAL
UniRef90_A0A9W5TTI4	358	0.9731	PASS_CANONICAL
UniRef90_A0AAJ1T333	358	0.9731	PASS_CANONICAL
UniRef90_A0A917EL48	358	0.9790	PASS_CANONICAL
UniRef90_A0A399ERM2	358	0.9641	PASS_CANONICAL
UniRef90_I2F6C3	358	0.9671	PASS_CANONICAL
UniRef90_A0A7X0LWU1	358	0.9731	PASS_CANONICAL
UniRef90_A0A923RK56	358	0.9760	PASS_CANONICAL
UniRef90_A0A923L8R9	358	0.9671	PASS_CANONICAL
UniRef90_A0A419UW01	358	0.9731	PASS_CANONICAL
UniRef90_A0ABM8YFM5	358	0.9671	PASS_CANONICAL
UniRef90_A0A554A334	357	0.9731	PASS_CANONICAL
UniRef90_A0ABW0YK90	358	0.9760	PASS_CANONICAL
UniRef90_A0ABS2NAY9	358	0.9731	PASS_CANONICAL
UniRef90_A0ABS2DDA1	358	0.9820	PASS_CANONICAL
UniRef90_A0ABW2Z2V4	358	0.7066	PASS_CANONICAL
UniRef90_A0ABX0A7H8	358	0.9731	PASS_CANONICAL
UniRef90_A0A7W5DU96	358	0.9731	PASS_CANONICAL
UniRef90_W4QJY3	358	0.9760	PASS_CANONICAL
UniRef90_A0A265ND00	358	0.9641	PASS_CANONICAL
UniRef90_A0A544UQL7	358	0.9671	PASS_CANONICAL
UniRef90_A0A2S7SXH2	358	0.7096	PASS_CANONICAL
UniRef90_A0A4V1LG54	358	0.9671	PASS_CANONICAL
UniRef90_A0A248TKK5	358	0.9731	PASS_CANONICAL
UniRef90_A0A221MEG8	358	0.9731	PASS_CANONICAL
UniRef90_A0A2A2IER5	358	0.9641	PASS_CANONICAL
UniRef90_A0AAW6SQJ1	358	0.9790	PASS_CANONICAL
UniRef90_A0A090IXF0	358	0.9641	PASS_CANONICAL
UniRef90_A0AAW6SN51	358	0.9701	PASS_CANONICAL
UniRef90_A0ABT5VKB0	358	0.9760	PASS_CANONICAL
UniRef90_A0A235FFX1	358	0.9820	PASS_CANONICAL
UniRef90_M7XLT7	358	0.7006	PASS_CANONICAL
UniRef90_A0ABS9H2H2	358	0.9731	PASS_CANONICAL
UniRef90_A0ABS9H6T8	358	0.9731	PASS_CANONICAL
UniRef90_A0A9X3WQ33	358	0.9790	PASS_CANONICAL
UniRef90_A0ABS1TMW5	358	0.9731	PASS_CANONICAL
UniRef90_A0A3T0I2Q2	358	0.9731	PASS_CANONICAL
UniRef90_A0A285CWG7	358	0.9731	PASS_CANONICAL
UniRef90_A0A109RND9	358	0.7066	PASS_CANONICAL
UniRef90_F0NXV3	358	0.6976	FRAG
UniRef90_A0A372LMY0	358	0.9790	PASS_CANONICAL
UniRef90_A0ABS2PYJ7	358	0.9760	PASS_CANONICAL
UniRef90_A0A1I6QLZ5	358	0.7156	PASS_CANONICAL
UniRef90_A0A4R6BLJ7	357	0.9850	PASS_CANONICAL
UniRef90_A0A559IV87	358	0.9641	PASS_CANONICAL
UniRef90_A0A7H0VI99	358	0.7006	PASS_CANONICAL
UniRef90_A0A1H2Y8D0	358	0.9760	PASS_CANONICAL
UniRef90_A0ABV8B2U5	358	0.9701	PASS_CANONICAL
