seq_id	L_seq	cov_best	cov_merged	n_domains	rescued_by_stitching	bin
UniRef90_A0A1A0W2P1	465	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A1X2AZW7	465	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A1A0R3R5	465	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A7I7WGV0	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_D6YBQ1	465	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A4R3MDN4	465	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0ABN2TDB6	465	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0ABN2W4H6	465	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A9X3YGE8	465	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A7X6MQ85	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A2W2AQM3	465	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0ABS4Z2P0	465	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0ABS6KPK5	465	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A239VQ27	461	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0AAW9RRP4	465	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0ABS6HMM9	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A0K0X8A8	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A5C4WAI1	449	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A0D1LAB6	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0ABP7CNT4	465	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A4R7J6F0	465	0.9236	0.9236	1	False	PASS_CANONICAL
UniRef90_A0A5C5URM9	465	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A6C0K4M0	465	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI00243436E3	465	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A936NE16	461	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI002F15B55C	465	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI0036B28A3E	465	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI0003E8178D	465	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0033F3C533	465	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI003B221EE0	465	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A6N9H8I9	462	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0033DFEDB0	465	0.9278	0.9278	1	False	PASS_CANONICAL
UniRef90_UPI00260BB5B4	465	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00293CACB7	465	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABV7UXT4	461	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI0037B62753	465	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI0035B4EE81	465	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI000E19F1EC	465	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0A316I5E1	456	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI00380DC15E	465	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI003D301E86	465	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI00162490BE	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A7HS34	464	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI003B94ED52	465	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI00179EC185	465	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI000C805FEC	465	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A091B1A0	464	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI002225FA34	465	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI001F1CFDD7	465	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A7H8MV11	453	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI000E9CE1C5	465	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI0035CA2E21	465	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI00096D1A7A	465	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI003EB6FF94	465	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI00365DA50C	465	0.9193	0.9193	1	False	PASS_CANONICAL
UniRef90_UPI000E739DEC	465	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0007EB0268	465	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI001E4182BB	465	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0022A9AF66	465	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABQ2KLE3	461	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI003899CC1F	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI0009405EFA	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI0025E19C69	465	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI003FD60CF4	465	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A2A8CX42	453	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI003F9BBAE4	465	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI001BDC3C4D	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A6G7Y826	463	0.9278	0.9278	1	False	PASS_CANONICAL
UniRef90_UPI001CE02CCD	465	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI00301DD27C	465	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI003AAD1701	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI0026DF516B	465	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_UPI003CF6F37F	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI000829D90B	465	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI0008CAF511	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A7D7WDM1	445	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI0037CC8C89	465	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI00130CF58B	465	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI00364F163A	465	0.9257	0.9257	1	False	PASS_CANONICAL
UniRef90_UPI000838291D	465	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI0037171FD6	465	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI0028155EE7	465	0.9257	0.9257	1	False	PASS_CANONICAL
UniRef90_A0A087MFE4	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI0013907B9E	465	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_W5WAX5	462	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI0007FD77F2	465	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI002D6500FA	465	0.9682	0.9682	1	False	PASS_CANONICAL
UniRef90_UPI00344A4737	465	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A9ISS1	459	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0034211BC9	465	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A507DTW4	464	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A0F4ZCJ6	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A0W4ZTE3	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0ABC8XZF9	464	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0ABD3QQH3	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0AAU7VBN5	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A212IWB2	464	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A449D4H0	464	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A344UVC8	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A147EAA7	464	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0AAU9AQB0	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_I3TN01	464	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_D6ZHK9	464	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_G6XG57	463	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0ABW4PZS7	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABT5YMN1	464	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A1D8UUG2	464	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A5C5U1U8	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A853JGC9	464	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0ABP7MUI7	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A1N6THH8	464	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A7W2D8Q2	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A8J3E5D9	464	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A7H1MYR4	464	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A0S2DKT1	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A2S0KKQ3	464	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0A564WCQ8	464	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A5A7NT19	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A1H1PKD9	464	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_D3QAM9	464	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A7W8DEP6	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_D1P0G4	464	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0A507ZZH9	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A0U3HGC0	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A3G6J183	464	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A124IG15	464	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0ABP9BDB3	464	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A372DIA0	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A1G7AXY7	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A1M6VXB0	464	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A562VB09	464	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A7T5UFF6	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A248JX59	464	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_F5XRW2	464	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A1E3W1N8	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A377J3J6	464	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_B2GK00	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A7W3PEN4	453	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0ABS2J4C3	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A562L0B0	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A344J3F9	464	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A8J2TZQ1	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A6J4JBV2	460	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0ABP6ZUN1	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0ABS6SE31	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0ABP9E6G2	464	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0AAW5QUX6	464	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A7W6RD12	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A6B8VUG0	464	0.9703	0.9703	1	False	PASS_CANONICAL
UniRef90_A0A8J3F8C1	464	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0ABV3V424	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_Z9JY06	464	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A6N6JL49	464	0.9703	0.9703	1	False	PASS_CANONICAL
UniRef90_A0ABP8IFR3	464	0.9278	0.9278	1	False	PASS_CANONICAL
UniRef90_A0A411HMA3	464	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_G7GPP5	463	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_A0A3D9UZN6	450	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0ABV6STS2	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A921NYL3	464	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0A0B2C0N8	464	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0ABY6GJ49	464	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A2S0MI07	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A7I7S8V0	464	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A1H0JL73	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0ABY6G1D6	464	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A6I4U6V9	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0ABS2RMF6	464	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A7W6RX23	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A5B2ZE41	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A8J3FGV6	464	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_G7H7M9	464	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_R4YVZ3	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0ABW2YF84	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABQ2E968	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A4R5TVL8	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A3B0SUJ0	464	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A6J6NWL3	464	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_UPI0039E6C869	464	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_UPI00345AE3DB	464	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI0035B35D78	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI00217E43BA	464	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI00187276DD	464	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A0B2AMQ1	463	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI0037F7AAA4	464	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI0010316BC3	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI002D2244BF	464	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI00041275AE	464	0.9299	0.9299	1	False	PASS_CANONICAL
UniRef90_UPI00365BE67D	464	0.9257	0.9257	1	False	PASS_CANONICAL
UniRef90_UPI003F49DB9D	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A7G9SUT8	453	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI002FF194E5	464	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0A2K1PXU3	463	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI000D61BD99	464	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0022C9B085	464	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI00264839C2	464	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI00368F3524	464	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A4Z1RES0	456	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI0039E4EBA8	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI00362C3B40	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI00036F576E	464	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_A0A1G8JI53	456	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI0031BB5A73	464	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI000856A9B3	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI001CFC2C70	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI00343C38F7	464	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A846TUC7	463	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI002BC151E0	464	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI002D784CE0	464	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI000FDCD3BB	464	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_UPI002FDCFE21	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A1W7D2S0	449	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI002B830F47	464	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0004660383	464	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI001F52C21B	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI001E42DC25	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI00261FEF9F	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI0039E7EB8A	464	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI0039E5AC41	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI000E673AEA	464	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI003AAECFF3	464	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_UPI003BF1BEAB	464	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI00378ED048	464	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI003C791D7B	464	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_A0A1G6GEG0	449	0.9257	0.9257	1	False	PASS_CANONICAL
UniRef90_UPI003B4386F6	464	0.9151	0.9151	1	False	PASS_CANONICAL
UniRef90_UPI00140C883F	464	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI001963D4BA	464	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_UPI0026F27447	453	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI003FD2B432	464	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI003736D408	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI00381832BE	464	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00211C0979	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI002C69AB86	464	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_G7URX4	434	0.9130	0.9130	1	False	PASS_CANONICAL
UniRef90_UPI001FA6B3DF	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI0013913367	464	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI0035B4D172	464	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_L7L3Y1	457	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI0011C7CAE5	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI003B4D3030	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI00040E4FAF	464	0.9724	0.9724	1	False	PASS_CANONICAL
UniRef90_UPI00058B41A8	464	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI00160D970A	464	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI00287BAA3A	464	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI001BC5D7D1	464	0.9299	0.9299	1	False	PASS_CANONICAL
UniRef90_UPI0031BA5A09	464	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABZ0PIF9	460	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI000D55B416	464	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A5Q2FEI6	449	0.9236	0.9236	1	False	PASS_CANONICAL
UniRef90_A0A6N6VEC7	460	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_UPI0002629CCC	464	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI0035DAB8E2	464	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A137PCX7	463	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A6A5YDZ9	463	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A5N6SMQ0	463	0.4628	0.8429	2	True	PASS_CANONICAL
UniRef90_A0ABR2WBS5	463	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A168DSX8	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A4Q8M937	463	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A839SQW1	463	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A8I0G9T6	463	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A4R3N7Q9	463	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0ABV6P6P7	463	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_G7ZAG3	463	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_B8ELB1	463	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0ABW8BK41	463	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_E3I7Y4	463	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A2L2BQJ3	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A545TU56	463	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A4Q9KFW1	463	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A2S6IM66	449	0.9299	0.9299	1	False	PASS_CANONICAL
UniRef90_W9GLJ4	463	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_G2KPR6	463	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A318NDT6	463	0.9618	0.9618	1	False	PASS_CANONICAL
UniRef90_A0A4R8SUH9	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A956SEC3	463	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A7K1LHK1	463	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0LTJ7	463	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A849A259	463	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A3P5XXC1	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABT0A2V9	463	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0A366IE69	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A848K940	462	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A3P3VU44	463	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A0A8K4R0	463	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A4X3R0	463	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A0D6PEV8	463	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0AAI8FNE6	462	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A5M6IPA4	463	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A7X6HD68	462	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABT1PGM1	463	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A934I386	463	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0ABT1LZZ1	463	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0A167H2E7	437	0.9045	0.9045	1	False	PASS_CANONICAL
UniRef90_A0A0U5F655	459	0.9597	0.9597	1	False	PASS_CANONICAL
UniRef90_A0ABS2UPA5	463	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0ABU1ZY38	463	0.9745	0.9745	1	False	PASS_CANONICAL
UniRef90_A0A9X2EQD7	463	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A840VR18	463	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A9D1KNL1	463	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A8G2BGX8	463	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0ABQ6A5B3	463	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0AA35XWS4	463	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_U3GXY6	463	0.9830	0.9830	1	False	PASS_CANONICAL
UniRef90_A0A2I1PAL9	463	0.9193	0.9193	1	False	PASS_CANONICAL
UniRef90_A0A8J3LL30	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABV9G6H1	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABP7EVY6	463	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A9X1SE05	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A8J3QYW6	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A5C8KHA1	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A4U5JVL8	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A0M2R7Q5	461	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A9J7ARX9	463	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0ABV8UKR0	463	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A0K2H0V1	463	0.9809	0.9809	1	False	PASS_CANONICAL
UniRef90_A0A7X5UNU1	463	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A940XUM9	463	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABP9QUR4	463	0.9788	0.9788	1	False	PASS_CANONICAL
UniRef90_A0A2W7K179	463	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A023D2T4	463	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A2A9EHZ5	463	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI0010C9EB16	463	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A2S2CMH9	462	0.9512	0.9512	1	False	PASS_CANONICAL
