seq_id	seq_len	core_start	core_end	hmm_from	hmm_to	coverage	n_hits	n_env_segments	stitched_flag	core_residues	env_segments	raw_env_start	raw_env_end	pad_left	pad_right
UniRef90_A0A0C2BT70	357	1	357	20	504	0.9309	1	1	N	357	2-356	2	356	1	1
UniRef90_A0A366HJW4	357	1	357	20	502	0.9271	1	1	N	357	1-352	1	352	0	5
UniRef90_A0ABN8DWU0	357	1	357	22	504	0.9271	1	1	N	357	2-355	2	355	1	2
UniRef90_Q0EVW0	357	1	357	19	509	0.9424	1	1	N	357	2-357	2	357	1	0
UniRef90_A0A656Z882	357	1	357	19	504	0.9328	1	1	N	357	2-355	2	355	1	2
UniRef90_A0ABX5FDU8	357	1	357	21	507	0.9347	1	1	N	357	4-355	4	355	3	2
UniRef90_A0A918RZK5	357	1	357	17	510	0.9482	1	1	N	357	1-356	1	356	0	1
UniRef90_A0A3E0X4H0	357	1	357	24	504	0.9232	1	1	N	357	2-355	2	355	1	2
UniRef90_A0A809QZG2	357	1	357	17	504	0.9367	1	1	N	357	1-356	1	356	0	1
UniRef90_A0A1T5LC96	357	1	357	19	510	0.9443	1	1	N	357	1-357	1	357	0	0
UniRef90_A0ABR7QUV6	357	1	357	20	504	0.9309	1	1	N	357	2-356	2	356	1	1
UniRef90_A0ABM7WNU5	357	1	357	19	504	0.9328	1	1	N	357	1-356	1	356	0	1
UniRef90_A0A381X111	357	1	357	28	504	0.9155	1	1	N	357	2-356	2	356	1	1
UniRef90_UPI0039E93566	357	1	357	20	508	0.9386	1	1	N	357	1-357	1	357	0	0
UniRef90_A3PFI8	355	1	355	16	503	0.9367	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A2A5RLL0	347	1	347	29	505	0.9155	1	1	N	347	2-347	2	347	1	0
UniRef90_UPI00079B5A98	357	1	357	17	508	0.9443	1	1	N	357	2-357	2	357	1	0
UniRef90_UPI00055F2CCA	357	1	357	23	505	0.9271	1	1	N	357	2-357	2	357	1	0
UniRef90_UPI003105EFD8	357	1	357	22	506	0.9309	1	1	N	357	2-356	2	356	1	1
UniRef90_UPI003BB68818	357	1	357	21	508	0.9367	1	1	N	357	1-356	1	356	0	1
UniRef90_UPI00036B6C23	357	1	357	18	508	0.9424	1	1	N	357	1-357	1	357	0	0
UniRef90_UPI001C489C28	357	1	357	20	508	0.9386	1	1	N	357	3-356	3	356	2	1
UniRef90_UPI000B5A1926	357	1	357	19	507	0.9386	1	1	N	357	1-356	1	356	0	1
UniRef90_UPI0007A65AFE	357	1	357	9	504	0.9520	1	1	N	357	2-356	2	356	1	1
UniRef90_UPI00062E40EB	357	1	357	18	506	0.9386	1	1	N	357	1-357	1	357	0	0
UniRef90_UPI0004A6B584	357	1	357	20	510	0.9424	1	1	N	357	2-357	2	357	1	0
UniRef90_UPI0039ECCF46	357	1	357	18	507	0.9405	1	1	N	357	1-356	1	356	0	1
UniRef90_UPI00159A6A32	357	1	357	26	503	0.9175	1	1	N	357	8-357	8	357	7	0
UniRef90_UPI00140D3129	357	1	357	16	508	0.9463	1	1	N	357	1-356	1	356	0	1
UniRef90_UPI0036502FB9	357	1	357	21	507	0.9347	1	1	N	357	4-357	4	357	3	0
UniRef90_UPI003D32BC6D	357	1	357	18	504	0.9347	1	1	N	357	1-350	1	350	0	7
UniRef90_UPI000DC6E6E3	357	1	357	28	507	0.9213	1	1	N	357	7-357	7	357	6	0
UniRef90_UPI00029A6464	357	1	357	12	506	0.9501	1	1	N	357	1-357	1	357	0	0
UniRef90_UPI000D3ED95B	357	1	357	18	504	0.9347	1	1	N	357	1-356	1	356	0	1
UniRef90_UPI003BDF9913	357	1	357	19	507	0.9386	1	1	N	357	2-356	2	356	1	1
UniRef90_UPI000B9AFA13	356	1	356	19	504	0.9328	1	1	N	356	2-356	2	356	1	0
UniRef90_UPI0013D47D86	357	1	357	18	503	0.9328	1	1	N	357	1-354	1	354	0	3
UniRef90_UPI000FD8201F	357	1	357	18	508	0.9424	1	1	N	357	1-357	1	357	0	0
UniRef90_UPI0004066054	357	1	357	20	505	0.9328	1	1	N	357	2-357	2	357	1	0
UniRef90_UPI0003FF527E	357	1	357	20	508	0.9386	1	1	N	357	1-356	1	356	0	1
UniRef90_UPI000B1B243A	357	1	357	49	506	0.8791	1	1	N	357	18-357	18	357	17	0
UniRef90_UPI0005BDEE48	357	1	357	18	507	0.9405	1	1	N	357	1-357	1	357	0	0
UniRef90_UPI00124655FC	357	1	357	20	506	0.9347	1	1	N	357	2-355	2	355	1	2
UniRef90_UPI00140C04BF	357	1	357	19	512	0.9482	1	1	N	357	1-357	1	357	0	0
UniRef90_UPI002DFD7E6C	357	1	357	20	507	0.9367	1	1	N	357	3-357	3	357	2	0
UniRef90_UPI0031F33376	357	1	357	19	507	0.9386	1	1	N	357	1-356	1	356	0	1
UniRef90_UPI000836E48E	357	1	357	26	507	0.9251	1	1	N	357	6-357	6	357	5	0
UniRef90_UPI0022B49B16	357	1	357	17	504	0.9367	1	1	N	357	4-357	4	357	3	0
UniRef90_UPI0039851B5D	357	1	357	21	504	0.9290	1	1	N	357	2-354	2	354	1	3
UniRef90_UPI00085C573E	357	1	357	19	504	0.9328	1	1	N	357	2-357	2	357	1	0
UniRef90_UPI0025C02690	357	1	357	29	510	0.9251	1	1	N	357	2-355	2	355	1	2
UniRef90_UPI002FC6029C	357	1	357	18	508	0.9424	1	1	N	357	1-356	1	356	0	1
UniRef90_A0A162XXH0	356	1	356	21	509	0.9386	1	1	N	356	1-356	1	356	0	0
UniRef90_A0A9P4MET7	356	1	356	26	510	0.9309	1	1	N	356	3-354	3	354	2	2
UniRef90_A0A168RQY6	356	1	356	20	511	0.9443	1	1	N	356	1-356	1	356	0	0
UniRef90_A2C5H6	356	1	356	18	504	0.9347	1	1	N	356	3-356	3	356	2	0
UniRef90_A0AB74UBU5	356	1	356	27	504	0.9175	1	1	N	356	5-356	5	356	4	0
UniRef90_A0AAT9G557	356	1	356	28	504	0.9155	1	1	N	356	9-355	9	355	8	1
UniRef90_A0A1C3IP09	356	1	356	20	505	0.9328	1	1	N	356	1-354	1	354	0	2
UniRef90_A0A377SRL1	356	1	356	18	508	0.9424	1	1	N	356	1-355	1	355	0	1
UniRef90_A0A5S5B3V5	356	1	356	26	504	0.9194	1	1	N	356	8-356	8	356	7	0
UniRef90_A0A0T5P431	356	1	356	19	511	0.9463	1	1	N	356	1-355	1	355	0	1
UniRef90_U4KIC2	356	1	356	26	505	0.9213	1	1	N	356	2-354	2	354	1	2
UniRef90_A0AAN1WK16	356	1	356	19	505	0.9347	1	1	N	356	2-356	2	356	1	0
UniRef90_A0A0S1SR25	356	1	356	26	504	0.9194	1	1	N	356	1-354	1	354	0	2
UniRef90_G4SV85	356	1	356	18	509	0.9443	1	1	N	356	2-356	2	356	1	0
UniRef90_A0A1Y1RXI1	356	1	356	17	504	0.9367	1	1	N	356	2-355	2	355	1	1
UniRef90_A0A0C2EAI2	356	1	356	21	508	0.9367	1	1	N	356	1-355	1	355	0	1
UniRef90_A0A0P9F2H2	356	1	356	20	504	0.9309	1	1	N	356	2-356	2	356	1	0
UniRef90_A0ABV1RK65	356	1	356	24	504	0.9232	1	1	N	356	3-354	3	354	2	2
UniRef90_A0A662ZFD3	356	1	356	18	507	0.9405	1	1	N	356	1-356	1	356	0	0
UniRef90_A0A1Q8TGL1	356	1	356	26	504	0.9194	1	1	N	356	8-355	8	355	7	1
UniRef90_A0A1Y0CWT5	356	1	356	18	505	0.9367	1	1	N	356	1-354	1	354	0	2
UniRef90_A0A8F9TU59	356	1	356	17	510	0.9482	1	1	N	356	1-356	1	356	0	0
UniRef90_A0A937I022	356	1	356	23	512	0.9405	1	1	N	356	2-356	2	356	1	0
UniRef90_A0A4V5NVA1	356	1	356	31	508	0.9175	1	1	N	356	4-356	4	356	3	0
UniRef90_I2B6C4	356	1	356	24	505	0.9251	1	1	N	356	1-355	1	355	0	1
UniRef90_A0A2A4MSL2	356	1	356	20	504	0.9309	1	1	N	356	2-356	2	356	1	0
UniRef90_A0A934RWD6	356	1	356	21	502	0.9251	1	1	N	356	8-356	8	356	7	0
UniRef90_A0A545TVU8	356	1	356	20	504	0.9309	1	1	N	356	2-355	2	355	1	1
UniRef90_A0A448TSZ4	356	1	356	20	508	0.9386	1	1	N	356	3-356	3	356	2	0
UniRef90_A0A8J7FCU8	356	1	356	20	504	0.9309	1	1	N	356	2-355	2	355	1	1
UniRef90_A0ABU6HG50	356	1	356	18	508	0.9424	1	1	N	356	1-355	1	355	0	1
UniRef90_A0A7D4NLQ1	356	1	356	18	509	0.9443	1	1	N	356	1-356	1	356	0	0
UniRef90_A0A4R2LHV8	356	1	356	18	504	0.9347	1	1	N	356	1-354	1	354	0	2
UniRef90_A0A9D7HMA3	356	1	356	26	504	0.9194	1	1	N	356	2-355	2	355	1	1
UniRef90_A0ABP9R3N3	356	1	356	22	504	0.9271	1	1	N	356	6-356	6	356	5	0
UniRef90_A0A839HPV0	356	1	356	18	508	0.9424	1	1	N	356	1-355	1	355	0	1
UniRef90_A0A1R4HCW5	356	1	356	17	507	0.9424	1	1	N	356	1-355	1	355	0	1
UniRef90_A0A8J7AN53	356	1	356	18	506	0.9386	1	1	N	356	1-356	1	356	0	0
UniRef90_A0A0U5ESV3	356	1	356	32	497	0.8944	1	1	N	356	2-344	2	344	1	12
UniRef90_A0A1T4X997	356	1	356	24	507	0.9290	1	1	N	356	3-355	3	355	2	1
UniRef90_A0A6L9Y4U3	356	1	356	19	510	0.9443	1	1	N	356	1-356	1	356	0	0
UniRef90_A0A1K2HTN1	356	1	356	18	508	0.9424	1	1	N	356	1-355	1	355	0	1
UniRef90_A0A934VLV7	356	1	356	17	508	0.9443	1	1	N	356	1-356	1	356	0	0
UniRef90_A0A928X060	356	1	356	18	504	0.9347	1	1	N	356	1-354	1	354	0	2
UniRef90_A0A2T0QD81	356	1	356	19	508	0.9405	1	1	N	356	2-356	2	356	1	0
UniRef90_A0A4U3MJJ5	356	1	356	23	506	0.9290	1	1	N	356	3-355	3	355	2	1
UniRef90_E0RRE2	353	1	353	18	500	0.9271	1	1	N	353	3-352	3	352	2	1
UniRef90_A0ABQ0ARH5	356	1	356	18	508	0.9424	1	1	N	356	1-355	1	355	0	1
UniRef90_A0ABV7H6Z8	356	1	356	19	511	0.9463	1	1	N	356	2-356	2	356	1	0
UniRef90_A0A0Q2SEE2	356	1	356	42	504	0.8887	1	1	N	356	6-353	6	353	5	3
UniRef90_A0A542SPA2	356	1	356	20	507	0.9367	1	1	N	356	2-355	2	355	1	1
UniRef90_A0A524RNA2	356	1	356	21	506	0.9328	1	1	N	356	2-353	2	353	1	3
UniRef90_A0A1C3EJX8	356	1	356	30	509	0.9213	1	1	N	356	9-355	9	355	8	1
UniRef90_A0A1C3EB64	356	1	356	24	504	0.9232	1	1	N	356	3-354	3	354	2	2
UniRef90_F5RI47	356	1	356	19	510	0.9443	1	1	N	356	1-356	1	356	0	0
UniRef90_A0A2T5MFG1	356	1	356	19	510	0.9443	1	1	N	356	1-356	1	356	0	0
UniRef90_A0A1U7IZ28	356	1	356	18	504	0.9347	1	1	N	356	1-353	1	353	0	3
UniRef90_A0A1G2QX84	356	1	356	24	503	0.9213	1	1	N	356	6-356	6	356	5	0
UniRef90_A0A2W5M9C4	356	1	356	18	511	0.9482	1	1	N	356	1-356	1	356	0	0
UniRef90_A0ABP8A957	356	1	356	28	506	0.9194	1	1	N	356	4-354	4	354	3	2
UniRef90_A0ABV0JCZ9	356	1	356	20	505	0.9328	1	1	N	356	1-353	1	353	0	3
UniRef90_A0ABQ6M1I9	356	1	356	18	504	0.9347	1	1	N	356	1-355	1	355	0	1
UniRef90_A0ABY6Q8D3	356	1	356	21	505	0.9309	1	1	N	356	2-355	2	355	1	1
UniRef90_A0ABY5GR60	356	1	356	23	504	0.9251	1	1	N	356	3-353	3	353	2	3
UniRef90_A0A1G8H7K3	356	1	356	24	508	0.9309	1	1	N	356	2-354	2	354	1	2
UniRef90_A0A0J1JGH0	356	1	356	24	508	0.9309	1	1	N	356	3-356	3	356	2	0
UniRef90_K9U759	356	1	356	18	505	0.9367	1	1	N	356	1-354	1	354	0	2
UniRef90_A0A938B2J6	356	1	356	23	505	0.9271	1	1	N	356	2-355	2	355	1	1
UniRef90_A0A8J7FH60	356	1	356	19	509	0.9424	1	1	N	356	1-355	1	355	0	1
UniRef90_A0A7W4W3H8	356	1	356	25	504	0.9213	1	1	N	356	2-355	2	355	1	1
UniRef90_A0ABN3VBS1	356	1	356	29	508	0.9213	1	1	N	356	5-347	5	347	4	9
UniRef90_A0A1H2F3C8	356	1	356	17	500	0.9290	1	1	N	356	10-356	10	356	9	0
UniRef90_A0A8J3DF41	356	1	356	20	503	0.9290	1	1	N	356	6-356	6	356	5	0
UniRef90_A0A1N6M1V5	355	1	355	19	510	0.9443	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A4R8INK2	356	1	356	18	508	0.9424	1	1	N	356	1-356	1	356	0	0
UniRef90_A0A2K8U5T4	356	1	356	20	505	0.9328	1	1	N	356	1-355	1	355	0	1
UniRef90_A0A2U8I6Z5	356	1	356	19	507	0.9386	1	1	N	356	1-353	1	353	0	3
UniRef90_A0A2G6PEH9	356	1	356	27	505	0.9194	1	1	N	356	3-356	3	356	2	0
UniRef90_A0A375AC34	356	1	356	23	506	0.9290	1	1	N	356	2-354	2	354	1	2
UniRef90_U5QIJ3	356	1	356	28	508	0.9232	1	1	N	356	2-356	2	356	1	0
UniRef90_A0ABT0CBH9	356	1	356	22	504	0.9271	1	1	N	356	2-353	2	353	1	3
UniRef90_A0AA37TY51	356	1	356	30	507	0.9175	1	1	N	356	4-355	4	355	3	1
UniRef90_A0ABV5HHD2	356	1	356	23	506	0.9290	1	1	N	356	2-354	2	354	1	2
UniRef90_A0A1B1YX38	356	1	356	23	503	0.9232	1	1	N	356	2-354	2	354	1	2
UniRef90_A0A5B8R8W6	356	1	356	20	504	0.9309	1	1	N	356	2-356	2	356	1	0
UniRef90_UPI0007492D51	356	1	356	16	509	0.9482	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI00210E87B2	356	1	356	26	503	0.9175	1	1	N	356	10-356	10	356	9	0
UniRef90_UPI003C105096	356	1	356	18	507	0.9405	1	1	N	356	3-356	3	356	2	0
UniRef90_UPI003A89A1E2	356	1	356	28	505	0.9175	1	1	N	356	2-355	2	355	1	1
UniRef90_A0A6L6YLR6	355	1	355	19	508	0.9405	1	1	N	355	1-355	1	355	0	0
UniRef90_UPI003AF78BE5	356	1	356	17	507	0.9424	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI001AACFAAB	356	1	356	23	506	0.9290	1	1	N	356	2-356	2	356	1	0
UniRef90_UPI0000ED760E	356	1	356	20	504	0.9309	1	1	N	356	1-354	1	354	0	2
UniRef90_A0ABQ5R1N2	355	1	355	18	507	0.9405	1	1	N	355	2-355	2	355	1	0
UniRef90_UPI003BADADDF	356	1	356	18	508	0.9424	1	1	N	356	3-356	3	356	2	0
UniRef90_UPI001649684F	356	1	356	18	509	0.9443	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI000990DA87	356	1	356	19	512	0.9482	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI001EF330AB	356	1	356	26	504	0.9194	1	1	N	356	3-353	3	353	2	3
UniRef90_UPI002ED7EBA0	356	1	356	23	508	0.9328	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI0039A18524	356	1	356	21	507	0.9347	1	1	N	356	3-356	3	356	2	0
UniRef90_UPI001CD2CC89	356	1	356	22	505	0.9290	1	1	N	356	2-353	2	353	1	3
UniRef90_UPI0004DFB7DA	356	1	356	17	508	0.9443	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI000E675EC5	356	1	356	23	504	0.9251	1	1	N	356	2-353	2	353	1	3
UniRef90_UPI001119C257	356	1	356	17	505	0.9386	1	1	N	356	2-355	2	355	1	1
UniRef90_UPI0028AB2D34	356	1	356	27	501	0.9117	1	1	N	356	5-356	5	356	4	0
UniRef90_UPI0018DC75DD	356	1	356	18	508	0.9424	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI002C42CD32	356	1	356	17	509	0.9463	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI00140BB7EE	356	1	356	17	507	0.9424	1	1	N	356	1-355	1	355	0	1
UniRef90_UPI00385023A7	356	1	356	35	497	0.8887	1	1	N	356	13-356	13	356	12	0
UniRef90_UPI00052D1F3D	356	1	356	20	507	0.9367	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI0003B51BA8	356	1	356	19	508	0.9405	1	1	N	356	2-356	2	356	1	0
UniRef90_UPI002A755431	356	1	356	19	503	0.9309	1	1	N	356	9-356	9	356	8	0
UniRef90_UPI003EBFD2FA	356	1	356	20	507	0.9367	1	1	N	356	2-355	2	355	1	1
UniRef90_UPI003F68015F	356	1	356	17	508	0.9443	1	1	N	356	1-355	1	355	0	1
UniRef90_UPI003F75B2B2	356	1	356	19	509	0.9424	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI002593093C	356	1	356	21	505	0.9309	1	1	N	356	3-356	3	356	2	0
UniRef90_UPI00311B36B7	356	1	356	21	505	0.9309	1	1	N	356	2-356	2	356	1	0
UniRef90_UPI00124C7CA4	356	1	356	21	506	0.9328	1	1	N	356	3-355	3	355	2	1
UniRef90_UPI003982B102	356	1	356	28	502	0.9117	1	1	N	356	17-356	17	356	16	0
UniRef90_UPI0021D7D501	356	1	356	29	499	0.9040	1	1	N	356	12-356	12	356	11	0
UniRef90_UPI002ED41639	356	1	356	17	504	0.9367	1	1	N	356	2-355	2	355	1	1
UniRef90_UPI00128BA1CC	356	1	356	17	508	0.9443	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI00035F1E44	356	1	356	19	509	0.9424	1	1	N	356	2-356	2	356	1	0
UniRef90_UPI002AC8CDB8	356	1	356	22	507	0.9328	1	1	N	356	4-355	4	355	3	1
UniRef90_UPI002FC29F65	356	1	356	17	508	0.9443	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI00056CC34A	356	1	356	18	509	0.9443	1	1	N	356	2-356	2	356	1	0
UniRef90_UPI00370D8D70	356	1	356	14	504	0.9424	1	1	N	356	1-354	1	354	0	2
UniRef90_UPI0035317BFC	356	1	356	30	505	0.9136	1	1	N	356	4-356	4	356	3	0
UniRef90_UPI001574788D	356	1	356	30	504	0.9117	1	1	N	356	3-354	3	354	2	2
UniRef90_UPI0015BED695	356	1	356	18	509	0.9443	1	1	N	356	1-356	1	356	0	0
UniRef90_UPI0035905D8F	356	1	356	26	505	0.9213	1	1	N	356	4-355	4	355	3	1
UniRef90_UPI0027D31BAB	356	1	356	18	508	0.9424	1	1	N	356	2-356	2	356	1	0
UniRef90_A0A1X2GRN6	355	1	355	20	509	0.9405	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A8H7SC36	355	1	355	21	508	0.9367	1	1	N	355	1-355	1	355	0	0
UniRef90_D6PCR7	355	1	355	23	505	0.9271	1	1	N	355	2-355	2	355	1	0
UniRef90_A0AB39UVT4	355	1	355	25	505	0.9232	1	1	N	355	4-355	4	355	3	0
UniRef90_A0A175VM20	355	1	355	29	509	0.9232	1	1	N	355	4-354	4	354	3	1
UniRef90_B3EQN1	355	1	355	19	498	0.9213	1	1	N	355	1-352	1	352	0	3
UniRef90_A0A6S6U6N1	355	1	355	19	509	0.9424	1	1	N	355	1-355	1	355	0	0
UniRef90_Q39T24	355	1	355	19	507	0.9386	1	1	N	355	1-353	1	353	0	2
UniRef90_A0A6N2V233	355	1	355	19	511	0.9463	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A1H6LLX0	355	1	355	18	505	0.9367	1	1	N	355	3-355	3	355	2	0
UniRef90_A0AAW7XM32	355	1	355	21	505	0.9309	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A1W1UKD2	355	1	355	19	507	0.9386	1	1	N	355	2-355	2	355	1	0
UniRef90_A0ABS1CGL6	355	1	355	18	509	0.9443	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A518C133	355	1	355	17	498	0.9251	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A8K2A9F3	355	1	355	21	507	0.9347	1	1	N	355	1-354	1	354	0	1
UniRef90_A0ABT3SVD9	355	1	355	20	504	0.9309	1	1	N	355	1-354	1	354	0	1
UniRef90_A0A423PG65	355	1	355	20	500	0.9232	1	1	N	355	7-355	7	355	6	0
UniRef90_A0A1Y5HTT3	314	1	314	58	504	0.8580	1	1	N	314	1-313	1	313	0	1
UniRef90_A0A7M4DHG2	355	1	355	18	507	0.9405	1	1	N	355	3-355	3	355	2	0
UniRef90_A0A2K9LFK3	355	1	355	20	504	0.9309	1	1	N	355	1-353	1	353	0	2
UniRef90_A0A1H5XPS3	355	1	355	19	508	0.9405	1	1	N	355	1-352	1	352	0	3
UniRef90_A0A1R4K3F8	355	1	355	19	508	0.9405	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A7R6SSK7	355	1	355	20	504	0.9309	1	1	N	355	2-352	2	352	1	3
UniRef90_A0A916N9N4	355	1	355	18	508	0.9424	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A8J3E131	355	1	355	19	509	0.9424	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A063Y0N4	355	1	355	19	504	0.9328	1	1	N	355	2-354	2	354	1	1
UniRef90_A0ABZ2M459	355	1	355	18	508	0.9424	1	1	N	355	1-355	1	355	0	0
UniRef90_C8N7L6	355	1	355	18	507	0.9405	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A7W8DGR8	355	1	355	21	506	0.9328	1	1	N	355	2-354	2	354	1	1
UniRef90_V5WKR6	355	1	355	19	504	0.9328	1	1	N	355	1-354	1	354	0	1
UniRef90_A0A927F744	355	1	355	19	503	0.9309	1	1	N	355	7-355	7	355	6	0
UniRef90_A0A1Q2SM59	355	1	355	17	507	0.9424	1	1	N	355	2-355	2	355	1	0
UniRef90_S6A812	355	1	355	19	504	0.9328	1	1	N	355	1-355	1	355	0	0
UniRef90_A0ABP9ENJ1	355	1	355	24	508	0.9309	1	1	N	355	2-355	2	355	1	0
UniRef90_I0IBE3	355	1	355	16	499	0.9290	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A831W6G9	355	1	355	18	509	0.9443	1	1	N	355	1-355	1	355	0	0
UniRef90_A0AA86JIM9	354	1	354	19	507	0.9386	1	1	N	354	1-353	1	353	0	1
UniRef90_Q7N6S1	350	1	350	20	507	0.9367	1	1	N	350	2-350	2	350	1	0
UniRef90_A0A1T4WAY7	355	1	355	18	508	0.9424	1	1	N	355	1-355	1	355	0	0
UniRef90_Q3A6Y4	355	1	355	21	508	0.9367	1	1	N	355	2-354	2	354	1	1
UniRef90_A0A177XU50	355	1	355	23	506	0.9290	1	1	N	355	4-352	4	352	3	3
UniRef90_A0A173VS40	350	1	350	29	503	0.9117	1	1	N	350	3-350	3	350	2	0
UniRef90_A0A831L843	312	1	312	62	505	0.8522	1	1	N	312	1-311	1	311	0	1
UniRef90_A0A1H5WFV2	355	1	355	18	504	0.9347	1	1	N	355	2-355	2	355	1	0
UniRef90_Q1MXY5	355	1	355	18	505	0.9367	1	1	N	355	2-355	2	355	1	0
UniRef90_W0V0Z0	355	1	355	21	504	0.9290	1	1	N	355	2-352	2	352	1	3
UniRef90_A0A1I4RA88	355	1	355	18	509	0.9443	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A7V2T4Y1	355	1	355	17	508	0.9443	1	1	N	355	1-355	1	355	0	0
UniRef90_A0ABV8A6K5	355	1	355	19	504	0.9328	1	1	N	355	3-355	3	355	2	0
UniRef90_A0A2W1JUP2	355	1	355	20	504	0.9309	1	1	N	355	1-354	1	354	0	1
UniRef90_A0A4Q9R212	355	1	355	23	504	0.9251	1	1	N	355	10-355	10	355	9	0
UniRef90_G2FEX5	355	1	355	18	508	0.9424	1	1	N	355	1-354	1	354	0	1
UniRef90_A0A4P7QEQ5	355	1	355	22	508	0.9347	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A2X4UNW8	355	1	355	20	511	0.9443	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A9X3E3J1	355	1	355	20	512	0.9463	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A0G3FZ70	355	1	355	19	508	0.9405	1	1	N	355	1-354	1	354	0	1
UniRef90_A0ABY4SZ79	355	1	355	20	504	0.9309	1	1	N	355	1-353	1	353	0	2
UniRef90_A0A1H6F8K1	355	1	355	20	503	0.9290	1	1	N	355	2-354	2	354	1	1
UniRef90_A0A5E6MCG5	355	1	355	17	504	0.9367	1	1	N	355	1-352	1	352	0	3
UniRef90_C5BJC2	355	1	355	20	504	0.9309	1	1	N	355	1-353	1	353	0	2
UniRef90_B3DVQ3	355	1	355	23	505	0.9271	1	1	N	355	3-355	3	355	2	0
UniRef90_A0A8J7YXD7	355	1	355	18	507	0.9405	1	1	N	355	1-353	1	353	0	2
UniRef90_A0A1M7M798	355	1	355	21	505	0.9309	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A6M4HCJ4	355	1	355	19	507	0.9386	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A6N7EWN4	355	1	355	18	505	0.9367	1	1	N	355	1-355	1	355	0	0
UniRef90_A0ABN3YA76	355	1	355	17	501	0.9309	1	1	N	355	2-355	2	355	1	0
UniRef90_A0A7I9VTB0	355	1	355	18	509	0.9443	1	1	N	355	1-355	1	355	0	0
UniRef90_F4CKN0	355	1	355	21	507	0.9347	1	1	N	355	7-355	7	355	6	0
UniRef90_A0A512MCX5	355	1	355	16	508	0.9463	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A562NNR8	355	1	355	21	506	0.9328	1	1	N	355	3-355	3	355	2	0
UniRef90_A0A0C5JMR0	355	1	355	19	508	0.9405	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A494X8L3	355	1	355	29	508	0.9213	1	1	N	355	1-349	1	349	0	6
UniRef90_Q7U3D3	355	1	355	19	507	0.9386	1	1	N	355	1-354	1	354	0	1
UniRef90_A0ABY6Q821	355	1	355	12	501	0.9405	1	1	N	355	6-355	6	355	5	0
UniRef90_A0A840MJ67	355	1	355	18	508	0.9424	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A6L8LY68	355	1	355	25	505	0.9232	1	1	N	355	3-353	3	353	2	2
UniRef90_A0ABT3TJ07	355	1	355	20	506	0.9347	1	1	N	355	3-355	3	355	2	0
UniRef90_A0A9E8KIX2	355	1	355	27	503	0.9155	1	1	N	355	11-355	11	355	10	0
UniRef90_A0A8J3E8C1	355	1	355	24	507	0.9290	1	1	N	355	5-355	5	355	4	0
UniRef90_A0A497XII3	355	1	355	19	508	0.9405	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A066ZNH8	355	1	355	18	508	0.9424	1	1	N	355	1-355	1	355	0	0
UniRef90_U7D605	355	1	355	18	508	0.9424	1	1	N	355	1-354	1	354	0	1
UniRef90_A0A0C5VKX8	355	1	355	19	504	0.9328	1	1	N	355	2-354	2	354	1	1
UniRef90_A0ABW5DBA9	355	1	355	18	508	0.9424	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A146G6N0	355	1	355	16	497	0.9251	1	1	N	355	7-355	7	355	6	0
UniRef90_A0ABN6E0V3	355	1	355	19	507	0.9386	1	1	N	355	1-354	1	354	0	1
UniRef90_H9UKQ7	355	1	355	19	508	0.9405	1	1	N	355	1-355	1	355	0	0
UniRef90_A0A7Z7HVA8	355	1	355	19	507	0.9386	1	1	N	355	1-354	1	354	0	1
UniRef90_A0A1L3GSF4	355	1	355	20	507	0.9367	1	1	N	355	1-353	1	353	0	2
