seq_id	subtype_source	aligned_length	gap_fraction	ambiguity_fraction	gap_or_ambiguity_fraction	core_length_before_alignment	is_target_or_representative	is_flagged_rescue	is_rescued479	recommended_curation_call	reason	notes
UniRef90_A0AA96X5E4	Ib_len255	521	0.5509	0.0000	0.5509	282	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A9D9N977	Ib_len255	521	0.5509	0.0000	0.5509	278	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A9D1UHQ4	Ib_len255	521	0.5509	0.0000	0.5509	278	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A938XN61	Ib_len255	521	0.5509	0.0000	0.5509	270	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_A0A6M8BFV7	Ib_len255	521	0.5509	0.0000	0.5509	274	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A6B3N837	Ib_len255	521	0.5509	0.0000	0.5509	286	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A645BIV5	Ib_len255	521	0.5509	0.0000	0.5509	269	false	true	true	manual_review_before_tree	flagged rescue hit carried forward for explicit manual review	not silently filtered and not called clean DAH7PS
UniRef90_A0A1Z3HJI8	Ib_len255	521	0.5509	0.0000	0.5509	278	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A1M6EG68	Ib_len255	521	0.5509	0.0000	0.5509	326	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A1M5EKZ4	Ib_len255	521	0.5509	0.0000	0.5509	303	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A0S7BZG5	Ib_len255	521	0.5509	0.0000	0.5509	284	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI003F74DEED	Ib_len255	521	0.5489	0.0000	0.5489	311	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI003531C76B	Ib_len255	521	0.5489	0.0000	0.5489	293	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI002B2C9BB9	Ib_len255	521	0.5489	0.0000	0.5489	314	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI001C3D1A6A	Ib_len255	521	0.5489	0.0000	0.5489	317	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI00192B9451	Ib_len255	521	0.5489	0.0000	0.5489	267	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_UPI0013D1F39A	Ib_len255	521	0.5489	0.0000	0.5489	279	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0ABS3PY77	Ib_len255	521	0.5489	0.0000	0.5489	287	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0ABP7WN71	Ib_len255	521	0.5489	0.0000	0.5489	310	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0AAW9QVT0	Ib_len255	521	0.5489	0.0000	0.5489	286	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0AAE4FRT9	Ib_len255	521	0.5489	0.0000	0.5489	283	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A9J6PAI8	Ib_len255	521	0.5489	0.0000	0.5489	272	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_A0A9D1KYM8	Ib_len255	521	0.5489	0.0000	0.5489	310	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A852ZC77	Ib_len255	521	0.5489	0.0000	0.5489	285	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A7W2A7I4	Ib_len255	521	0.5489	0.0000	0.5489	308	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A7M2WTL3	Ib_len255	521	0.5489	0.0000	0.5489	321	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A556N194	Ib_len255	521	0.5489	0.0000	0.5489	280	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A401Z601	Ib_len255	521	0.5489	0.0000	0.5489	327	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A239JCM5	Ib_len255	521	0.5489	0.0000	0.5489	258	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_A0A169ZG17	Ib_len255	521	0.5489	0.0000	0.5489	313	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A069REG3	Ib_len255	521	0.5489	0.0000	0.5489	257	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_UPI003FD3F6F9	Ib_len255	521	0.5470	0.0000	0.5470	312	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI003D6BFED2	Ib_len255	521	0.5470	0.0000	0.5470	260	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_UPI003963F384	Ib_len255	521	0.5470	0.0000	0.5470	279	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI003211E5BB	Ib_len255	521	0.5470	0.0000	0.5470	277	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_UPI002FD1C896	Ib_len255	521	0.5470	0.0000	0.5470	297	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI002F9668A7	Ib_len255	521	0.5470	0.0000	0.5470	306	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI0025C3D083	Ib_len255	521	0.5470	0.0000	0.5470	288	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI0022268254	Ib_len255	521	0.5470	0.0000	0.5470	291	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI001FA7CC07	Ib_len255	521	0.5470	0.0000	0.5470	300	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI001F0DD1D4	Ib_len255	521	0.5470	0.0000	0.5470	259	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_UPI001B8D8D06	Ib_len255	521	0.5470	0.0000	0.5470	293	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI0015FD9D71	Ib_len255	521	0.5470	0.0000	0.5470	279	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI00105A6888	Ib_len255	521	0.5470	0.0000	0.5470	294	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI000A0FDC43	Ib_len255	521	0.5470	0.0000	0.5470	314	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_E3PWG0	Ib_len255	521	0.5470	0.0000	0.5470	306	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0ABS4KF45	Ib_len255	521	0.5470	0.0000	0.5470	257	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_A0AAU7CIN7	Ib_len255	521	0.5470	0.0000	0.5470	301	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0AA48GMR5	Ib_len255	521	0.5470	0.0000	0.5470	283	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A937FXR6	Ib_len255	521	0.5470	0.0000	0.5470	279	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A8J3GD43	Ib_len255	521	0.5470	0.0000	0.5470	300	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A7Z9BNM4	Ib_len255	521	0.5470	0.0000	0.5470	282	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A7C4ER38	Ib_len255	521	0.5470	0.0000	0.5470	286	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A6J4VP48	Ib_len255	521	0.5470	0.0000	0.5470	319	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A6I4VRW0	Ib_len255	521	0.5470	0.0000	0.5470	309	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A6C2UH89	Ib_len255	521	0.5470	0.0000	0.5470	285	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A3P7NYF6	Ib_len255	521	0.5470	0.0000	0.5470	272	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A381VBK4	Ib_len255	521	0.5470	0.0000	0.5470	298	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A381SET9	Ib_len255	521	0.5470	0.0000	0.5470	279	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A379DXQ3	Ib_len255	521	0.5470	0.0000	0.5470	286	true	false	false	needs_curation	current Pni surrogate remains unresolved for annotation/taxonomy acceptability	presence in the masked alignment does not make the Pni surrogate acceptable
UniRef90_A0A369QL47	Ib_len255	521	0.5470	0.0000	0.5470	307	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A267MEQ4	Ib_len255	521	0.5470	0.0000	0.5470	260	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_A0A1V4IAN3	Ib_len255	521	0.5470	0.0000	0.5470	261	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_A0A1R3XSE3	Ib_len255	521	0.5470	0.0000	0.5470	289	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A1M5QAF8	Ib_len255	521	0.5470	0.0000	0.5470	277	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A0S2I2A0	Ib_len255	521	0.5470	0.0000	0.5470	281	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A0L6JSI2	Ib_len255	521	0.5470	0.0000	0.5470	271	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_V6IWW1	Ib_len255	521	0.5451	0.0000	0.5451	308	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI003FD0E892	Ib_len255	521	0.5451	0.0000	0.5451	256	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_UPI0037DC22C0	Ib_len255	521	0.5451	0.0000	0.5451	316	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI0032E472AA	Ib_len255	521	0.5451	0.0000	0.5451	325	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI000FD7BEE1	Ib_len255	521	0.5451	0.0000	0.5451	292	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI000E09E176	Ib_len255	521	0.5451	0.0000	0.5451	306	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI0008F9B546	Ib_len255	521	0.5451	0.0000	0.5451	281	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI000475C409	Ib_len255	521	0.5451	0.0000	0.5451	302	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI0002A02912	Ib_len255	521	0.5451	0.0000	0.5451	282	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_E0TJN8	Ib_len255	521	0.5451	0.0000	0.5451	297	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0ABW1KH54	Ib_len255	521	0.5451	0.0000	0.5451	311	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0ABV7Y6C0	Ib_len255	521	0.5451	0.0000	0.5451	280	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0ABR7JS28	Ib_len255	521	0.5451	0.0000	0.5451	269	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_A0ABP8NBV8	Ib_len255	521	0.5451	0.0000	0.5451	288	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0ABD4T7U6	Ib_len255	521	0.5451	0.0000	0.5451	280	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A971M3C0	Ib_len255	521	0.5451	0.0000	0.5451	270	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_A0A953IGM9	Ib_len255	521	0.5451	0.0000	0.5451	293	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A941AP13	Ib_len255	521	0.5451	0.0000	0.5451	307	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A8J6XVU9	Ib_len255	521	0.5451	0.0000	0.5451	272	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A8J6J214	Ib_len255	521	0.5451	0.0000	0.5451	308	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A7W7Y592	Ib_len255	521	0.5451	0.0000	0.5451	272	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A644UDS3	Ib_len255	521	0.5451	0.0000	0.5451	285	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A5C0S8N7	Ib_len255	521	0.5451	0.0000	0.5451	258	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_A0A419SV88	Ib_len255	521	0.5451	0.0000	0.5451	262	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_A0A3F3GT72	Ib_len255	521	0.5451	0.0000	0.5451	304	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A3A1R195	Ib_len255	521	0.5451	0.0000	0.5451	298	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A395M225	Ib_len255	521	0.5451	0.0000	0.5451	286	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A367R4N0	Ib_len255	521	0.5451	0.0000	0.5451	293	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A328C8K1	Ib_len255	521	0.5451	0.0000	0.5451	285	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A2U0I7M1	Ib_len255	521	0.5451	0.0000	0.5451	293	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A1I3U3T3	Ib_len255	521	0.5451	0.0000	0.5451	286	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A1H7MMP6	Ib_len255	521	0.5451	0.0000	0.5451	290	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A1H1L5X6	Ib_len255	521	0.5451	0.0000	0.5451	310	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A1G4G2W9	Ib_len255	521	0.5451	0.0000	0.5451	309	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A1B3XTE5	Ib_len255	521	0.5451	0.0000	0.5451	305	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A0R1QI48	Ib_len255	521	0.5451	0.0000	0.5451	270	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0A0R1K7Q1	Ib_len255	521	0.5451	0.0000	0.5451	304	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI003D91C93A	Ib_len255	521	0.5432	0.0000	0.5432	257	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_UPI003D79A8FA	Ib_len255	521	0.5432	0.0000	0.5432	273	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_UPI003C7D14EC	Ib_len255	521	0.5432	0.0000	0.5432	281	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI003B8DCEAE	Ib_len255	521	0.5432	0.0000	0.5432	289	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI003B434C02	Ib_len255	521	0.5432	0.0000	0.5432	276	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_UPI003B3CAB6A	Ib_len255	521	0.5432	0.0000	0.5432	281	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI00384AA631	Ib_len255	521	0.5432	0.0000	0.5432	293	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI003303C02A	Ib_len255	521	0.5432	0.0000	0.5432	293	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI002F95DE8F	Ib_len255	521	0.5432	0.0000	0.5432	288	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI002DB7E99E	Ib_len255	521	0.5432	0.0000	0.5432	293	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI0020206DC8	Ib_len255	521	0.5432	0.0000	0.5432	291	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI001C6EB31C	Ib_len255	521	0.5432	0.0000	0.5432	305	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI001B74B5F2	Ib_len255	521	0.5432	0.0000	0.5432	286	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI0016867EAB	Ib_len255	521	0.5432	0.0000	0.5432	301	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI00155265BA	Ib_len255	521	0.5432	0.0000	0.5432	279	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI00101265DC	Ib_len255	521	0.5432	0.0000	0.5432	274	false	false	true	manual_review_before_tree	exact rescued 255-279 aa set member has gap/ambiguity above 0.50	review before tree but do not remove without approval
UniRef90_UPI000D1E4944	Ib_len255	521	0.5432	0.0000	0.5432	281	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI0005CC8ED4	Ib_len255	521	0.5432	0.0000	0.5432	308	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_UPI00047F32C7	Ib_len255	521	0.5432	0.0000	0.5432	300	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_U7QL34	Ib_len255	521	0.5432	0.0000	0.5432	273	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_E6Q4C9	Ib_len255	521	0.5432	0.0000	0.5432	297	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
UniRef90_A0ABZ3CEX4	Ib_len255	521	0.5432	0.0000	0.5432	300	false	false	false	keep_for_tree	moderate Ib_len255 high-gap burden without target, flagged, rescued, or extreme-tail signal	kept for tree pending user review of the advisory curation tables
