seq_id	dah7ps_score	kdops_score	delta	verdict
UniRef90_A0A3A1V3I5	450.7	102.6	348.1	KEEP
UniRef90_A0A3A1WMJ5	111.9	415.8	-303.9	REMOVE
UniRef90_A0A3A1YSF6	67.6	396.6	-329.0	REMOVE
UniRef90_A0A3A1YVP8	106.5	448.1	-341.6	REMOVE
UniRef90_A0A3A3G9R9	395.0	99.5	295.5	KEEP
UniRef90_A0A3A3YYL6	398.7	117.2	281.5	KEEP
UniRef90_A0A3A4AZW9	397.9	111.4	286.5	KEEP
UniRef90_A0A3A4B0F3	367.3	99.1	268.2	KEEP
UniRef90_A0A3A4B1C1	78.7	27.2	51.5	KEEP
UniRef90_A0A3A4NJ01	423.0	99.6	323.4	KEEP
UniRef90_A0A3A4NP39	392.7	107.6	285.1	KEEP
UniRef90_A0A3A4P044	114.3	317.6	-203.3	REMOVE
UniRef90_A0A3A4QQ83	363.2	109.1	254.1	KEEP
UniRef90_A0A3A4R2U4	418.1	111.3	306.8	KEEP
UniRef90_A0A3A4R930	108.6	418.8	-310.2	REMOVE
UniRef90_A0A3A5H3T0	76.0	396.6	-320.6	REMOVE
UniRef90_A0A3A5H9V7	385.1	109.0	276.1	KEEP
UniRef90_A0A3A8AP44	117.8	424.4	-306.6	REMOVE
UniRef90_A0A3A8B536	95.0	401.5	-306.5	REMOVE
UniRef90_A0A3A8JK35	391.9	108.4	283.5	KEEP
UniRef90_A0A3A8KMK9	357.4	92.0	265.4	KEEP
UniRef90_A0A3A8NEQ7	355.1	92.5	262.6	KEEP
UniRef90_A0A3A9A7K6	123.9	404.2	-280.3	REMOVE
UniRef90_A0A3A9ARX2	414.4	102.8	311.6	KEEP
UniRef90_A0A3A9JEA1	114.0	424.1	-310.1	REMOVE
UniRef90_A0A3A9KB03	562.1	117.3	444.8	KEEP
UniRef90_A0A3B0BMA8	388.8	98.2	290.6	KEEP
UniRef90_A0A3B0C4P3	501.7	113.6	388.1	KEEP
UniRef90_A0A3B0C5C5	122.3	346.6	-224.3	REMOVE
UniRef90_A0A3B0CJX2	471.6	110.4	361.2	KEEP
UniRef90_A0A3B0PMU8	104.3	385.5	-281.2	REMOVE
UniRef90_A0A3B0QPU2	429.2	114.5	314.7	KEEP
UniRef90_A0A3B0QSJ4	117.7	406.8	-289.1	REMOVE
UniRef90_A0A3B0QUS1	111.2	344.7	-233.5	REMOVE
UniRef90_A0A3B0R3Y0	92.1	414.5	-322.4	REMOVE
UniRef90_A0A3B0RA45	81.8	311.0	-229.2	REMOVE
UniRef90_A0A3B0RPQ7	94.2	329.3	-235.1	REMOVE
UniRef90_A0A3B0SXG9	399.9	96.0	303.9	KEEP
UniRef90_A0A3B0SXN9	283.6	54.6	229.0	KEEP
UniRef90_A0A3B0T190	115.0	336.3	-221.3	REMOVE
UniRef90_A0A3B0T1R9	165.1	56.2	108.9	KEEP
UniRef90_A0A3B0T311	103.9	411.0	-307.1	REMOVE
UniRef90_A0A3B0TFD8	117.9	346.8	-228.9	REMOVE
UniRef90_A0A3B0TW72	119.6	352.4	-232.8	REMOVE
UniRef90_A0A3B0U9Z9	76.4	205.0	-128.6	REMOVE
UniRef90_A0A3B0UMU0	99.8	11.2	88.6	KEEP
UniRef90_A0A3B0UNS3	395.8	118.9	276.9	KEEP
UniRef90_A0A3B0UT31	126.6	417.3	-290.7	REMOVE
UniRef90_A0A3B0UX57	175.1	56.6	118.5	KEEP
UniRef90_A0A3B0UXC6	164.8	58.0	106.8	KEEP
UniRef90_A0A3B0V309	117.6	458.4	-340.8	REMOVE
UniRef90_A0A3B0V708	361.1	109.7	251.4	KEEP
UniRef90_A0A3B0VDG7	109.3	338.3	-229.0	REMOVE
UniRef90_A0A3B0W0X4	122.9	398.7	-275.8	REMOVE
UniRef90_A0A3B0WK42	117.2	454.8	-337.6	REMOVE
UniRef90_A0A3B0WPG8	121.0	444.6	-323.6	REMOVE
UniRef90_A0A3B0Y839	241.6	45.2	196.4	KEEP
UniRef90_A0A3B0YGM1	222.2	46.0	176.2	KEEP
UniRef90_A0A3B0YKJ6	114.6	454.9	-340.3	REMOVE
UniRef90_A0A3B0Z0Q7	114.1	457.5	-343.4	REMOVE
UniRef90_A0A3B0Z2G4	68.8	232.0	-163.2	REMOVE
UniRef90_A0A3B0Z6T8	122.4	450.4	-328.0	REMOVE
UniRef90_A0A3B0ZA64	89.3	259.8	-170.5	REMOVE
UniRef90_A0A3B0ZBY6	119.8	444.4	-324.6	REMOVE
UniRef90_A0A3B0ZFL2	243.3	25.4	217.9	KEEP
UniRef90_A0A3B0ZGI6	368.6	95.0	273.6	KEEP
UniRef90_A0A3B0ZU69	197.9	69.5	128.4	KEEP
UniRef90_A0A3B1A106	116.7	439.3	-322.6	REMOVE
UniRef90_A0A3B1AA04	123.7	443.4	-319.7	REMOVE
UniRef90_A0A3B1ABB2	115.3	458.8	-343.5	REMOVE
UniRef90_A0A3B1AKI5	125.3	447.9	-322.6	REMOVE
UniRef90_A0A3B1APS9	110.5	452.3	-341.8	REMOVE
UniRef90_A0A3B1BA93	423.4	118.0	305.4	KEEP
UniRef90_A0A3B1BF80	126.0	449.2	-323.2	REMOVE
UniRef90_A0A3B1BN73	420.9	114.1	306.8	KEEP
UniRef90_A0A3B1BSD9	109.0	401.5	-292.5	REMOVE
UniRef90_A0A3B1BT14	116.1	400.4	-284.3	REMOVE
UniRef90_A0A3B1BZP4	406.4	103.9	302.5	KEEP
UniRef90_A0A3B1C2U5	112.3	398.8	-286.5	REMOVE
UniRef90_A0A3B1C406	356.7	98.3	258.4	KEEP
UniRef90_A0A3B1CF69	105.7	394.7	-289.0	REMOVE
UniRef90_A0A3B1CII5	128.8	418.0	-289.2	REMOVE
UniRef90_A0A3B1CKQ1	111.0	319.0	-208.0	REMOVE
UniRef90_A0A3B1D0M2	427.2	110.4	316.8	KEEP
UniRef90_A0A3B1DD80	109.4	407.8	-298.4	REMOVE
UniRef90_A0A3B1DJM2	427.3	115.4	311.9	KEEP
UniRef90_A0A3B1DJN8	396.3	112.3	284.0	KEEP
UniRef90_A0A3B1DQI6	104.3	359.4	-255.1	REMOVE
UniRef90_A0A3B1DU33	90.5	328.9	-238.4	REMOVE
UniRef90_A0A3B1E1A6	128.7	423.9	-295.2	REMOVE
UniRef90_A0A3B1E6Y7	91.8	336.3	-244.5	REMOVE
UniRef90_A0A3B7MSV3	141.4	332.6	-191.2	REMOVE
UniRef90_A0A3B7MY50	162.8	46.6	116.2	KEEP
UniRef90_A0A3B7QUP0	359.5	95.1	264.4	KEEP
UniRef90_A0A3B7QX52	119.5	343.8	-224.3	REMOVE
UniRef90_A0A3B7QZ40	179.1	58.6	120.5	KEEP
UniRef90_A0A3C1KT73	90.1	404.1	-314.0	REMOVE
UniRef90_A0A3D1JFC0	406.6	127.2	279.4	KEEP
UniRef90_A0A3D2BF13	96.4	346.4	-250.0	REMOVE
UniRef90_A0A3D5IWU9	109.4	339.1	-229.7	REMOVE
UniRef90_A0A3D5QCU6	284.6	59.5	225.1	KEEP
UniRef90_A0A3D6BTG8	85.0	24.8	60.2	KEEP
UniRef90_A0A3D8I6H9	83.3	358.2	-274.9	REMOVE
UniRef90_A0A3D8IFA3	76.3	354.8	-278.5	REMOVE
UniRef90_A0A3D8ILV1	71.3	359.8	-288.5	REMOVE
UniRef90_A0A3D8ITW3	85.8	362.1	-276.3	REMOVE
UniRef90_A0A3D8IVU7	86.6	364.7	-278.1	REMOVE
UniRef90_A0A3D8IYY1	84.8	365.9	-281.1	REMOVE
UniRef90_A0A3D8IZE1	75.0	348.8	-273.8	REMOVE
UniRef90_A0A3D8JAV1	92.4	361.3	-268.9	REMOVE
UniRef90_A0A3D8LBM4	358.6	118.9	239.7	KEEP
UniRef90_A0A3D8LEC4	162.8	45.4	117.4	KEEP
UniRef90_A0A3D8LEW3	137.4	45.0	92.4	KEEP
UniRef90_A0A3D8LG74	130.5	351.0	-220.5	REMOVE
UniRef90_A0A3D8MB88	88.1	434.8	-346.7	REMOVE
UniRef90_A0A3D8P137	419.7	121.7	298.0	KEEP
UniRef90_A0A3D8P4X7	434.7	129.7	305.0	KEEP
UniRef90_A0A3D8VK27	117.6	451.7	-334.1	REMOVE
UniRef90_A0A3D8YIC0	139.8	28.8	111.0	KEEP
UniRef90_A0A3D9BU83	112.6	414.1	-301.5	REMOVE
UniRef90_A0A3D9FFZ9	102.0	382.4	-280.4	REMOVE
UniRef90_A0A3D9HV70	110.2	435.2	-325.0	REMOVE
UniRef90_A0A3D9IU06	219.7	58.0	161.7	KEEP
UniRef90_A0A3D9KFP9	518.7	110.8	407.9	KEEP
UniRef90_A0A3D9L149	356.5	102.7	253.8	KEEP
UniRef90_A0A3D9L3I7	354.8	119.5	235.3	KEEP
UniRef90_A0A3D9V232	268.7	63.4	205.3	KEEP
UniRef90_A0A3E0AIK3	406.3	118.6	287.7	KEEP
UniRef90_A0A3E0H2R7	78.3	428.8	-350.5	REMOVE
UniRef90_A0A3E0I7P5	107.2	334.8	-227.6	REMOVE
UniRef90_A0A3E0IJ69	500.5	111.1	389.4	KEEP
UniRef90_A0A3E0TP64	78.5	422.4	-343.9	REMOVE
UniRef90_A0A3E0UGD1	421.6	106.9	314.7	KEEP
UniRef90_A0A3E1EW78	335.5	116.2	219.3	KEEP
UniRef90_A0A3E1EZ26	164.5	63.1	101.4	KEEP
UniRef90_A0A3E1K8B0	111.5	437.2	-325.7	REMOVE
UniRef90_A0A3E1NLU7	123.7	331.9	-208.2	REMOVE
UniRef90_A0A3E1R8B9	95.4	416.9	-321.5	REMOVE
UniRef90_A0A3E2B4A7	386.8	95.4	291.4	KEEP
UniRef90_A0A3E2NA42	353.2	90.8	262.4	KEEP
UniRef90_A0A3E2NB21	425.5	111.9	313.6	KEEP
UniRef90_A0A3E2NIJ2	128.2	41.1	87.1	KEEP
UniRef90_A0A3E3K555	413.8	126.8	287.0	KEEP
UniRef90_A0A3E4MSM9	120.2	353.0	-232.8	REMOVE
UniRef90_A0A3E4PX17	394.8	122.5	272.3	KEEP
UniRef90_A0A3E5BCJ5	101.5	350.9	-249.4	REMOVE
UniRef90_A0A3E5GBW7	126.7	349.4	-222.7	REMOVE
UniRef90_A0A3E5GNW9	176.3	49.6	126.7	KEEP
UniRef90_A0A3F3GT72	359.1	111.8	247.3	KEEP
UniRef90_A0A3F3GYL2	347.9	99.1	248.8	KEEP
UniRef90_A0A3G1KNP2	413.5	112.1	301.4	KEEP
UniRef90_A0A3G1KPM0	349.4	119.9	229.5	KEEP
UniRef90_A0A3G1KRS1	435.9	113.0	322.9	KEEP
UniRef90_A0A3G2I1F4	105.8	441.9	-336.1	REMOVE
UniRef90_A0A3G2L3P8	167.1	51.0	116.1	KEEP
UniRef90_A0A3G2L9K4	122.0	346.3	-224.3	REMOVE
UniRef90_A0A3G2R6S0	439.4	128.9	310.5	KEEP
UniRef90_A0A3G3JZJ6	387.1	96.7	290.4	KEEP
UniRef90_A0A3G8M1C7	117.5	398.5	-281.0	REMOVE
UniRef90_A0A3G8YFU6	445.9	95.0	350.9	KEEP
UniRef90_A0A3G9GFL0	367.0	89.9	277.1	KEEP
UniRef90_A0A3G9GIK6	106.1	437.9	-331.8	REMOVE
UniRef90_A0A3G9JDI8	512.2	110.9	401.3	KEEP
UniRef90_A0A3G9K8B7	356.2	91.7	264.5	KEEP
UniRef90_A0A3L6FHS1	60.3	217.4	-157.1	REMOVE
UniRef90_A0A3L6R4D9	57.3	272.8	-215.5	REMOVE
UniRef90_A0A3L7AAA6	116.4	426.2	-309.8	REMOVE
UniRef90_A0A3L7DYU4	86.1	418.7	-332.6	REMOVE
UniRef90_A0A3L7JA31	106.7	436.6	-329.9	REMOVE
UniRef90_A0A3L7K4Z2	579.3	114.3	465.0	KEEP
UniRef90_A0A3L8PY41	83.4	445.7	-362.3	REMOVE
UniRef90_A0A3L9MHU9	172.3	48.9	123.4	KEEP
UniRef90_A0A3L9MIM3	127.6	336.7	-209.1	REMOVE
UniRef90_A0A3L9YCK9	97.9	400.0	-302.1	REMOVE
UniRef90_A0A3M0A0N8	87.9	422.9	-335.0	REMOVE
UniRef90_A0A3M0BKV2	118.9	403.0	-284.1	REMOVE
UniRef90_A0A3M0CSG1	81.8	396.2	-314.4	REMOVE
UniRef90_A0A3M0FZ40	112.8	355.6	-242.8	REMOVE
UniRef90_A0A3M0MG01	108.2	406.1	-297.9	REMOVE
UniRef90_A0A3M2HLX6	108.0	453.0	-345.0	REMOVE
UniRef90_A0A3M2HW75	91.5	441.9	-350.4	REMOVE
UniRef90_A0A3M2RA49	93.6	427.2	-333.6	REMOVE
UniRef90_A0A3M6QLU3	98.1	427.0	-328.9	REMOVE
UniRef90_A0A3M6RS98	112.5	451.5	-339.0	REMOVE
UniRef90_A0A3M7TXR6	560.0	116.5	443.5	KEEP
UniRef90_A0A3M8DJ25	525.6	110.0	415.6	KEEP
UniRef90_A0A3M8QUQ0	388.5	92.1	296.4	KEEP
UniRef90_A0A3M8QZB6	203.2	44.0	159.2	KEEP
UniRef90_A0A3M8RIH7	113.5	457.5	-344.0	REMOVE
UniRef90_A0A3M8STN0	112.2	452.8	-340.6	REMOVE
UniRef90_A0A3M9MZW3	180.0	57.6	122.4	KEEP
UniRef90_A0A3M9NFN7	138.3	342.0	-203.7	REMOVE
UniRef90_A0A3M9NJV4	142.5	34.8	107.7	KEEP
UniRef90_A0A3M9XMH5	115.7	387.3	-271.6	REMOVE
UniRef90_A0A3N0AB06	342.3	103.9	238.4	KEEP
UniRef90_A0A3N0AHP8	379.6	107.3	272.3	KEEP
UniRef90_A0A3N0DW04	380.4	108.4	272.0	KEEP
UniRef90_A0A3N0EF28	408.7	109.9	298.8	KEEP
UniRef90_A0A3N0IGK3	390.3	116.8	273.5	KEEP
UniRef90_A0A3N0ITC6	351.3	102.5	248.8	KEEP
UniRef90_A0A3N0VEH9	88.2	406.0	-317.8	REMOVE
UniRef90_A0A3N0X2W7	160.8	53.1	107.7	KEEP
UniRef90_A0A3N1CRC4	400.5	112.6	287.9	KEEP
UniRef90_A0A3N1MFQ1	108.5	434.0	-325.5	REMOVE
UniRef90_A0A3N1P6T3	101.8	443.2	-341.4	REMOVE
UniRef90_A0A3N1UIC5	111.6	404.7	-293.1	REMOVE
UniRef90_A0A3N1V0D8	412.1	120.3	291.8	KEEP
UniRef90_A0A3N1XKF1	426.7	112.3	314.4	KEEP
UniRef90_A0A3N1Y060	114.9	422.0	-307.1	REMOVE
UniRef90_A0A3N1Y0C5	413.3	101.7	311.6	KEEP
UniRef90_A0A3N1Y1P7	402.2	136.6	265.6	KEEP
UniRef90_A0A3N1Y2B5	229.7	51.7	178.0	KEEP
UniRef90_A0A3N2CX98	380.7	115.2	265.5	KEEP
UniRef90_A0A3N2DMZ9	97.7	422.0	-324.3	REMOVE
UniRef90_A0A3N2QW65	88.1	391.2	-303.1	REMOVE
UniRef90_A0A3N4E4A4	88.5	nan	nan	KEEP
UniRef90_A0A3N4GLD7	383.5	130.1	253.4	KEEP
UniRef90_A0A3N4PAC1	161.2	44.0	117.2	KEEP
UniRef90_A0A3N4PRM6	174.4	46.3	128.1	KEEP
UniRef90_A0A3N4QEB3	130.4	352.4	-222.0	REMOVE
UniRef90_A0A3N4UVJ6	111.6	446.3	-334.7	REMOVE
UniRef90_A0A3N5AFF0	413.8	119.6	294.2	KEEP
UniRef90_A0A3N5BC56	533.2	114.6	418.6	KEEP
UniRef90_A0A3N5C5V9	423.1	103.9	319.2	KEEP
UniRef90_A0A3N5YNI0	80.4	430.2	-349.8	REMOVE
UniRef90_A0A3N6NMA8	362.7	125.5	237.2	KEEP
UniRef90_A0A3N6PAZ1	363.5	121.6	241.9	KEEP
UniRef90_A0A3N6PIG5	357.4	124.3	233.1	KEEP
UniRef90_A0A3N9P240	509.3	107.0	402.3	KEEP
UniRef90_A0A3P1B7F7	124.4	335.2	-210.8	REMOVE
UniRef90_A0A3P1CQE8	113.5	327.5	-214.0	REMOVE
UniRef90_A0A3P1XUL4	173.7	50.8	122.9	KEEP
UniRef90_A0A3P2A5R1	85.7	396.0	-310.3	REMOVE
UniRef90_A0A3P2A7W5	100.6	nan	nan	KEEP
UniRef90_A0A3P2RF76	358.2	105.2	253.0	KEEP
UniRef90_A0A3P3DDH3	118.5	418.8	-300.3	REMOVE
UniRef90_A0A3P3FZ19	88.7	420.6	-331.9	REMOVE
UniRef90_A0A3P3QIH5	79.8	429.5	-349.7	REMOVE
UniRef90_A0A3P3R027	363.3	105.4	257.9	KEEP
UniRef90_A0A3P3VRX0	92.6	434.4	-341.8	REMOVE
UniRef90_A0A3P3W0G4	121.0	333.0	-212.0	REMOVE
UniRef90_A0A3P3W4K8	177.5	49.7	127.8	KEEP
UniRef90_A0A3P3XLZ1	384.9	116.7	268.2	KEEP
UniRef90_A0A3P3XU55	381.5	116.7	264.8	KEEP
UniRef90_A0A3P4B8H8	104.5	447.1	-342.6	REMOVE
UniRef90_A0A3P5XSL6	105.0	398.7	-293.7	REMOVE
UniRef90_A0A3P6DJS4	101.1	360.8	-259.7	REMOVE
UniRef90_A0A3P7NYF6	383.0	95.1	287.9	KEEP
UniRef90_A0A3Q8CEN3	357.8	111.4	246.4	KEEP
UniRef90_A0A3Q8X4Y5	393.4	100.5	292.9	KEEP
UniRef90_A0A3Q8XPD1	103.3	438.2	-334.9	REMOVE
UniRef90_A0A3Q9BTN6	100.8	440.8	-340.0	REMOVE
UniRef90_A0A3Q9HNI8	389.1	105.2	283.9	KEEP
UniRef90_A0A3Q9HRV8	463.2	121.7	341.5	KEEP
UniRef90_A0A3Q9HTQ3	438.6	106.1	332.5	KEEP
UniRef90_A0A3Q9I9T7	526.1	106.4	419.7	KEEP
UniRef90_A0A3Q9IEY6	399.5	101.2	298.3	KEEP
UniRef90_A0A3R6AZT0	439.8	103.8	336.0	KEEP
UniRef90_A0A3R7IDL9	90.7	407.0	-316.3	REMOVE
UniRef90_A0A3R9MR49	149.5	37.6	111.9	KEEP
UniRef90_A0A3R9QNP8	548.9	119.8	429.1	KEEP
UniRef90_A0A3S0HI33	100.0	420.0	-320.0	REMOVE
UniRef90_A0A3S0HMA5	153.1	41.2	111.9	KEEP
UniRef90_A0A3S0I893	399.2	97.4	301.8	KEEP
UniRef90_A0A3S0L2M9	149.4	343.2	-193.8	REMOVE
UniRef90_A0A3S0L3M9	454.6	113.5	341.1	KEEP
UniRef90_A0A3S0XVG7	362.4	123.6	238.8	KEEP
UniRef90_A0A3S2UP44	85.4	391.3	-305.9	REMOVE
UniRef90_A0A3S2VTB3	109.2	432.5	-323.3	REMOVE
UniRef90_A0A3S2WYJ9	111.8	357.2	-245.4	REMOVE
UniRef90_A0A3S2XLH6	106.8	416.5	-309.7	REMOVE
UniRef90_A0A3S2Y3D6	161.3	29.4	131.9	KEEP
UniRef90_A0A3S3PJ14	163.9	39.5	124.4	KEEP
UniRef90_A0A3S3Q7L5	364.5	132.6	231.9	KEEP
UniRef90_A0A3S3TRZ2	390.7	115.9	274.8	KEEP
UniRef90_A0A3S3U3R5	121.2	423.0	-301.8	REMOVE
UniRef90_A0A3S3UT89	163.9	29.5	134.4	KEEP
UniRef90_A0A3S3VFS2	100.6	427.2	-326.6	REMOVE
UniRef90_A0A3S3WIQ2	117.7	419.0	-301.3	REMOVE
UniRef90_A0A3S4HIP9	64.9	nan	nan	KEEP
UniRef90_A0A3S4PBY1	152.6	47.3	105.3	KEEP
UniRef90_A0A3S4PCQ8	128.3	323.0	-194.7	REMOVE
UniRef90_A0A3S4TEL9	95.6	369.1	-273.5	REMOVE
UniRef90_A0A3S5CAA8	85.8	409.5	-323.7	REMOVE
UniRef90_A0A3S5EUK8	161.9	59.0	102.9	KEEP
UniRef90_A0A3S8UB89	96.1	390.2	-294.1	REMOVE
UniRef90_A0A3S8ZRP1	287.1	54.1	233.0	KEEP
UniRef90_A0A3S8ZS23	109.9	440.9	-331.0	REMOVE
UniRef90_A0A3S9H7M2	391.3	111.8	279.5	KEEP
UniRef90_A0A3S9P2R8	181.9	66.5	115.4	KEEP
UniRef90_A0A3S9VV18	175.4	55.3	120.1	KEEP
UniRef90_A0A3T0D4D1	450.4	127.7	322.7	KEEP
UniRef90_A0A3T0EA60	97.0	418.5	-321.5	REMOVE
UniRef90_A0A3T0I2Q2	569.9	116.4	453.5	KEEP
UniRef90_A0A3T0N5C9	85.9	403.4	-317.5	REMOVE
UniRef90_A0A401FJB9	367.7	114.7	253.0	KEEP
UniRef90_A0A401FX73	412.9	125.5	287.4	KEEP
UniRef90_A0A401G097	115.5	418.9	-303.4	REMOVE
UniRef90_A0A401IIL8	351.8	116.2	235.6	KEEP
UniRef90_A0A401JZT7	218.9	41.4	177.5	KEEP
UniRef90_A0A401LEU3	407.3	96.1	311.2	KEEP
UniRef90_A0A401U4W6	352.2	105.5	246.7	KEEP
UniRef90_A0A401U6W6	129.8	405.1	-275.3	REMOVE
UniRef90_A0A401UBQ9	171.8	48.9	122.9	KEEP
UniRef90_A0A401UFF1	146.4	35.9	110.5	KEEP
UniRef90_A0A401UH99	362.0	106.1	255.9	KEEP
UniRef90_A0A401XK09	92.3	344.0	-251.7	REMOVE
UniRef90_A0A401XLN3	154.0	54.8	99.2	KEEP
UniRef90_A0A401XP13	138.0	327.3	-189.3	REMOVE
UniRef90_A0A401Z1W0	366.7	99.9	266.8	KEEP
UniRef90_A0A401Z601	362.7	83.6	279.1	KEEP
UniRef90_A0A401Z8E2	395.2	104.9	290.3	KEEP
UniRef90_A0A401ZC85	363.8	113.0	250.8	KEEP
UniRef90_A0A401ZTX8	350.6	117.5	233.1	KEEP
UniRef90_A0A401ZZE7	394.4	104.3	290.1	KEEP
UniRef90_A0A402A9J2	355.1	101.6	253.5	KEEP
UniRef90_A0A402AGP8	364.8	114.4	250.4	KEEP
UniRef90_A0A402AVQ8	374.2	108.1	266.1	KEEP
UniRef90_A0A402B0G2	395.5	105.2	290.3	KEEP
UniRef90_A0A402B3Y2	357.1	111.2	245.9	KEEP
UniRef90_A0A402C2T0	363.1	93.1	270.0	KEEP
UniRef90_A0A402CPI2	118.6	421.1	-302.5	REMOVE
UniRef90_A0A402CV78	397.2	114.3	282.9	KEEP
UniRef90_A0A402D4B4	388.1	114.5	273.6	KEEP
UniRef90_A0A410DY13	409.2	131.8	277.4	KEEP
UniRef90_A0A410G6J2	168.4	43.5	124.9	KEEP
UniRef90_A0A410G951	104.1	448.3	-344.2	REMOVE
UniRef90_A0A410K1X3	421.5	104.5	317.0	KEEP
UniRef90_A0A410K1X7	95.0	367.5	-272.5	REMOVE
UniRef90_A0A410P2J5	123.0	411.8	-288.8	REMOVE
UniRef90_A0A410P407	402.0	115.8	286.2	KEEP
UniRef90_A0A410PS24	397.5	92.1	305.4	KEEP
UniRef90_A0A410WT08	397.5	94.2	303.3	KEEP
UniRef90_A0A410WX48	516.4	110.5	405.9	KEEP
UniRef90_A0A411E6W8	162.7	52.1	110.6	KEEP
UniRef90_A0A411EAV7	124.9	345.3	-220.4	REMOVE
UniRef90_A0A411HKM5	111.8	461.1	-349.3	REMOVE
UniRef90_A0A411PK50	85.1	nan	nan	KEEP
UniRef90_A0A411Z6P5	102.9	403.3	-300.4	REMOVE
UniRef90_A0A412G3I9	378.2	105.1	273.1	KEEP
UniRef90_A0A412NB82	144.9	53.2	91.7	KEEP
UniRef90_A0A412XU42	95.2	348.6	-253.4	REMOVE
UniRef90_A0A414PNR9	426.5	103.3	323.2	KEEP
UniRef90_A0A414S789	332.7	89.7	243.0	KEEP
UniRef90_A0A414SBX0	336.5	85.8	250.7	KEEP
UniRef90_A0A415E0L1	370.7	93.2	277.5	KEEP
UniRef90_A0A415E6A2	390.8	99.8	291.0	KEEP
UniRef90_A0A415H0Z0	349.5	90.2	259.3	KEEP
UniRef90_A0A415P9V8	393.4	105.4	288.0	KEEP
UniRef90_A0A417XY67	385.4	108.5	276.9	KEEP
UniRef90_A0A417YUB6	558.3	117.7	440.6	KEEP
UniRef90_A0A418JLW3	496.4	110.3	386.1	KEEP
UniRef90_A0A418SKV4	118.5	423.9	-305.4	REMOVE
UniRef90_A0A418T4W2	104.8	403.4	-298.6	REMOVE
UniRef90_A0A418VAS6	447.7	104.5	343.2	KEEP
UniRef90_A0A418WTM2	117.6	426.7	-309.1	REMOVE
UniRef90_A0A418X1Z3	104.1	452.0	-347.9	REMOVE
UniRef90_A0A418YJS5	91.3	431.0	-339.7	REMOVE
UniRef90_A0A419EMZ9	393.4	129.2	264.2	KEEP
UniRef90_A0A419F9I2	423.7	103.2	320.5	KEEP
UniRef90_A0A419S4I1	123.9	339.9	-216.0	REMOVE
UniRef90_A0A419SAT8	160.2	38.7	121.5	KEEP
UniRef90_A0A419SR49	535.6	115.8	419.8	KEEP
UniRef90_A0A419SV88	399.5	134.9	264.6	KEEP
UniRef90_A0A419TA45	406.2	119.5	286.7	KEEP
UniRef90_A0A419UW01	552.8	114.6	438.2	KEEP
UniRef90_A0A419W9U3	159.4	54.5	104.9	KEEP
UniRef90_A0A420DFF2	164.2	52.8	111.4	KEEP
UniRef90_A0A420DPL5	102.5	428.1	-325.6	REMOVE
UniRef90_A0A420DV97	103.8	335.9	-232.1	REMOVE
UniRef90_A0A420E7D4	95.6	428.7	-333.1	REMOVE
UniRef90_A0A420ED81	262.3	58.8	203.5	KEEP
UniRef90_A0A420VSJ5	163.6	39.9	123.7	KEEP
UniRef90_A0A420WA16	118.2	390.4	-272.2	REMOVE
UniRef90_A0A420WDU6	73.2	354.3	-281.1	REMOVE
UniRef90_A0A420WWY2	102.8	414.4	-311.6	REMOVE
UniRef90_A0A420XPF1	394.0	112.8	281.2	KEEP
UniRef90_A0A421FIQ6	88.4	314.4	-226.0	REMOVE
UniRef90_A0A422QX40	103.9	398.0	-294.1	REMOVE
UniRef90_A0A423PM16	94.9	416.9	-322.0	REMOVE
UniRef90_A0A423Q167	90.0	419.1	-329.1	REMOVE
UniRef90_A0A424YBV5	412.0	124.4	287.6	KEEP
UniRef90_A0A424YHK7	400.8	108.2	292.6	KEEP
UniRef90_A0A424Z304	93.9	374.4	-280.5	REMOVE
UniRef90_A0A426QEF9	115.7	457.3	-341.6	REMOVE
UniRef90_A0A426TVI7	413.3	115.0	298.3	KEEP
UniRef90_A0A428K0L5	179.5	47.4	132.1	KEEP
UniRef90_A0A428MLK3	120.6	389.5	-268.9	REMOVE
UniRef90_A0A429V8X0	115.8	389.7	-273.9	REMOVE
UniRef90_A0A429VAK4	404.0	108.6	295.4	KEEP
UniRef90_A0A429XGB9	108.6	406.1	-297.5	REMOVE
UniRef90_A0A429XW35	118.5	425.2	-306.7	REMOVE
UniRef90_A0A429Z2B0	95.8	416.5	-320.7	REMOVE
UniRef90_A0A429Z7L1	413.8	111.1	302.7	KEEP
UniRef90_A0A429ZFK9	410.2	95.1	315.1	KEEP
UniRef90_A0A430A2P3	404.1	100.9	303.2	KEEP
UniRef90_A0A430ADH3	388.0	98.5	289.5	KEEP
UniRef90_A0A430AJK1	420.1	107.7	312.4	KEEP
UniRef90_A0A430AMF6	413.0	106.6	306.4	KEEP
UniRef90_A0A430ASG3	412.6	101.7	310.9	KEEP
UniRef90_A0A430J5J3	509.8	105.9	403.9	KEEP
UniRef90_A0A431U3C6	121.9	344.7	-222.8	REMOVE
UniRef90_A0A431U6T7	367.3	101.8	265.5	KEEP
UniRef90_A0A431USB3	561.8	120.8	441.0	KEEP
UniRef90_A0A431W2I3	579.4	116.6	462.8	KEEP
UniRef90_A0A432FZG4	145.6	46.7	98.9	KEEP
UniRef90_A0A432G5J5	92.9	408.6	-315.7	REMOVE
UniRef90_A0A432LH70	178.5	50.6	127.9	KEEP
UniRef90_A0A432LHU2	93.5	341.5	-248.0	REMOVE
