seq_id	score_Ia	score_II	delta_bits	assigned_subtype	confidence
UniRef90_A0A4P8YK27	584.7	103.9	480.8	Ia	HIGH
UniRef90_A0A4P8YKU7	591.8	121.2	470.6	Ia	HIGH
UniRef90_A0A4P8YMF0	576.8	98.7	478.1	Ia	HIGH
UniRef90_A0A4P9K6D4	553.1	117.0	436.1	Ia	HIGH
UniRef90_A0A4P9VLF3	502.5	86.8	415.7	Ia	HIGH
UniRef90_A0A4P9W1R5	522.9	93.4	429.5	Ia	HIGH
UniRef90_A0A4P9X961	513.0	103.1	409.9	Ia	HIGH
UniRef90_A0A4P9XJ16	550.3	100.6	449.7	Ia	HIGH
UniRef90_A0A4P9XVU6	539.2	102.4	436.8	Ia	HIGH
UniRef90_A0A4P9Y8T4	548.7	78.9	469.8	Ia	HIGH
UniRef90_A0A4P9YVD2	527.2	82.2	445.0	Ia	HIGH
UniRef90_A0A4P9Z510	555.8	97.4	458.4	Ia	HIGH
UniRef90_A0A4P9Z8L9	549.4	75.8	473.6	Ia	HIGH
UniRef90_A0A4P9ZKG3	565.9	85.9	480.0	Ia	HIGH
UniRef90_A0A4P9ZMV1	552.8	87.0	465.8	Ia	HIGH
UniRef90_A0A4Q0ST88	511.5	111.9	399.6	Ia	HIGH
UniRef90_A0A4Q0YU47	547.8	101.7	446.1	Ia	HIGH
UniRef90_A0A4Q1BVR2	514.3	78.9	435.4	Ia	HIGH
UniRef90_A0A4Q1C551	496.8	109.6	387.2	Ia	HIGH
UniRef90_A0A4Q1HCV7	533.7	101.5	432.2	Ia	HIGH
UniRef90_A0A4Q1HLZ9	560.0	122.4	437.6	Ia	HIGH
UniRef90_A0A4Q1JT26	534.9	103.2	431.7	Ia	HIGH
UniRef90_A0A4Q1SLS3	518.2	125.5	392.7	Ia	HIGH
UniRef90_A0A4Q2AMR6	459.7	70.5	389.2	Ia	HIGH
UniRef90_A0A4Q4GZ39	413.6	61.0	352.6	Ia	HIGH
UniRef90_A0A4Q4TEE6	571.7	94.8	476.9	Ia	HIGH
UniRef90_A0A4Q7AI09	415.3	72.2	343.1	Ia	HIGH
UniRef90_A0A4Q7EA28	488.5	77.2	411.3	Ia	HIGH
UniRef90_A0A4Q7EAQ1	527.1	101.7	425.4	Ia	HIGH
UniRef90_A0A4Q7J9S0	490.3	97.8	392.5	Ia	HIGH
UniRef90_A0A4Q7LD72	550.5	113.7	436.8	Ia	HIGH
UniRef90_A0A4Q7LLU0	544.2	97.8	446.4	Ia	HIGH
UniRef90_A0A4Q7MSV0	519.7	91.2	428.5	Ia	HIGH
UniRef90_A0A4Q7UQH3	491.3	102.8	388.5	Ia	HIGH
UniRef90_A0A4Q7VVX8	545.6	104.9	440.7	Ia	HIGH
UniRef90_A0A4Q7YH14	524.4	109.4	415.0	Ia	HIGH
UniRef90_A0A4Q7Z4G3	501.7	83.8	417.9	Ia	HIGH
UniRef90_A0A4Q7ZMI1	488.0	98.3	389.7	Ia	HIGH
UniRef90_A0A4Q8ADM2	468.5	98.8	369.7	Ia	HIGH
UniRef90_A0A4Q9GW10	548.2	111.5	436.7	Ia	HIGH
UniRef90_A0A4Q9MA56	531.2	99.2	432.0	Ia	HIGH
UniRef90_A0A4Q9PZ56	527.0	79.5	447.5	Ia	HIGH
UniRef90_A0A4Q9R200	499.1	89.4	409.7	Ia	HIGH
UniRef90_A0A4Q9R212	417.6	68.3	349.3	Ia	HIGH
UniRef90_A0A4R0JWU0	489.2	87.9	401.3	Ia	HIGH
UniRef90_A0A4R0QUU5	478.8	85.1	393.7	Ia	HIGH
UniRef90_A0A4R0QZ43	471.5	109.5	362.0	Ia	HIGH
UniRef90_A0A4R0RPB1	312.1	64.3	247.8	Ia	HIGH
UniRef90_A0A4R0Z221	547.4	113.4	434.0	Ia	HIGH
UniRef90_A0A4R1B892	552.8	121.3	431.5	Ia	HIGH
UniRef90_A0A4R1BSC7	534.0	122.2	411.8	Ia	HIGH
UniRef90_A0A4R1EZ30	555.8	98.0	457.8	Ia	HIGH
UniRef90_A0A4R1F219	516.0	81.8	434.2	Ia	HIGH
UniRef90_A0A4R1G2U9	571.9	106.1	465.8	Ia	HIGH
UniRef90_A0A4R1GBU2	532.0	90.1	441.9	Ia	HIGH
UniRef90_A0A4R1H9Z5	564.0	98.2	465.8	Ia	HIGH
UniRef90_A0A4R1HUZ0	491.5	104.6	386.9	Ia	HIGH
UniRef90_A0A4R1KBY0	506.1	86.0	420.1	Ia	HIGH
UniRef90_A0A4R1KT12	543.7	92.0	451.7	Ia	HIGH
UniRef90_A0A4R1L0N7	568.3	109.4	458.9	Ia	HIGH
UniRef90_A0A4R1NF12	560.3	99.5	460.8	Ia	HIGH
UniRef90_A0A4R1NG60	553.0	102.2	450.8	Ia	HIGH
UniRef90_A0A4R1NID8	580.4	120.6	459.8	Ia	HIGH
UniRef90_A0A4R1XPH8	415.8	69.7	346.1	Ia	HIGH
UniRef90_A0A4R2FEJ3	528.0	89.9	438.1	Ia	HIGH
UniRef90_A0A4R2FH80	573.0	97.2	475.8	Ia	HIGH
UniRef90_A0A4R2J1S4	487.4	97.0	390.4	Ia	HIGH
UniRef90_A0A4R2KG79	504.6	90.5	414.1	Ia	HIGH
UniRef90_A0A4R2KTS1	491.4	101.4	390.0	Ia	HIGH
UniRef90_A0A4R2LHV8	503.1	78.1	425.0	Ia	HIGH
UniRef90_A0A4R2N0Y4	558.4	108.0	450.4	Ia	HIGH
UniRef90_A0A4R2N191	536.4	92.1	444.3	Ia	HIGH
UniRef90_A0A4R2N5K8	539.7	97.7	442.0	Ia	HIGH
UniRef90_A0A4R2N927	543.5	114.3	429.2	Ia	HIGH
UniRef90_A0A4R2NB51	547.5	109.7	437.8	Ia	HIGH
UniRef90_A0A4R2QY07	482.0	116.2	365.8	Ia	HIGH
UniRef90_A0A4R2SSM4	540.8	95.1	445.7	Ia	HIGH
UniRef90_A0A4R2ST00	558.5	99.9	458.6	Ia	HIGH
UniRef90_A0A4R3HSN3	502.6	91.2	411.4	Ia	HIGH
UniRef90_A0A4R3I402	555.3	131.3	424.0	Ia	HIGH
UniRef90_A0A4R3I8L4	521.3	81.8	439.5	Ia	HIGH
UniRef90_A0A4R3JW49	554.1	108.9	445.2	Ia	HIGH
UniRef90_A0A4R3LSJ1	553.6	119.0	434.6	Ia	HIGH
UniRef90_A0A4R3V6G2	555.8	132.6	423.2	Ia	HIGH
UniRef90_A0A4R3YCY8	555.1	107.8	447.3	Ia	HIGH
UniRef90_A0A4R3YZD2	589.4	112.4	477.0	Ia	HIGH
UniRef90_A0A4R3Z2N9	542.9	90.7	452.2	Ia	HIGH
UniRef90_A0A4R3Z6S3	559.9	96.1	463.8	Ia	HIGH
UniRef90_A0A4R3ZVI4	486.7	127.2	359.5	Ia	HIGH
UniRef90_A0A4R4PLH8	489.2	97.5	391.7	Ia	HIGH
UniRef90_A0A4R4UVT1	494.2	91.0	403.2	Ia	HIGH
UniRef90_A0A4R4WG18	437.2	80.4	356.8	Ia	HIGH
UniRef90_A0A4R5LSE0	542.4	118.4	424.0	Ia	HIGH
UniRef90_A0A4R5LVM3	485.7	87.2	398.5	Ia	HIGH
UniRef90_A0A4R5U9V7	521.8	105.1	416.7	Ia	HIGH
UniRef90_A0A4R5VFI0	501.0	108.9	392.1	Ia	HIGH
UniRef90_A0A4R5W405	555.6	118.8	436.8	Ia	HIGH
UniRef90_A0A4R6DQG0	563.1	106.6	456.5	Ia	HIGH
UniRef90_A0A4R6EMB6	605.3	83.1	522.2	Ia	HIGH
UniRef90_A0A4R6JD86	482.1	94.2	387.9	Ia	HIGH
UniRef90_A0A4R6NA64	537.9	102.4	435.5	Ia	HIGH
UniRef90_A0A4R6QKY6	549.5	121.2	428.3	Ia	HIGH
UniRef90_A0A4R6QSY9	525.1	105.6	419.5	Ia	HIGH
UniRef90_A0A4R6R7R2	545.3	103.9	441.4	Ia	HIGH
UniRef90_A0A4R6TU16	439.5	63.9	375.6	Ia	HIGH
UniRef90_A0A4R6TW13	494.9	72.4	422.5	Ia	HIGH
UniRef90_A0A4R6UGP7	559.0	103.9	455.1	Ia	HIGH
UniRef90_A0A4R6UI88	501.2	114.8	386.4	Ia	HIGH
UniRef90_A0A4R6URP5	485.6	100.0	385.6	Ia	HIGH
UniRef90_A0A4R6Y655	550.3	104.4	445.9	Ia	HIGH
UniRef90_A0A4R7AYZ6	457.9	84.0	373.9	Ia	HIGH
UniRef90_A0A4R7B052	579.0	111.8	467.2	Ia	HIGH
UniRef90_A0A4R7BYG4	542.0	114.0	428.0	Ia	HIGH
UniRef90_A0A4R7JUJ9	507.3	93.0	414.3	Ia	HIGH
UniRef90_A0A4R7W0H3	476.4	109.5	366.9	Ia	HIGH
UniRef90_A0A4R7ZZF2	498.6	101.2	397.4	Ia	HIGH
UniRef90_A0A4R8G7R7	525.4	108.2	417.2	Ia	HIGH
UniRef90_A0A4R8INK2	569.9	112.0	457.9	Ia	HIGH
UniRef90_A0A4R8M4T9	521.1	92.2	428.9	Ia	HIGH
UniRef90_A0A4R9JU96	544.8	91.2	453.6	Ia	HIGH
UniRef90_A0A4R9LL72	542.0	100.4	441.6	Ia	HIGH
UniRef90_A0A4R9M2B4	547.1	103.4	443.7	Ia	HIGH
UniRef90_A0A4S2D0S7	552.4	109.6	442.8	Ia	HIGH
UniRef90_A0A4S2N380	568.7	84.8	483.9	Ia	HIGH
UniRef90_A0A4S2N4P3	554.1	81.2	472.9	Ia	HIGH
UniRef90_A0A4S3J975	558.6	84.0	474.6	Ia	HIGH
UniRef90_A0A4S3K5S5	542.3	113.3	429.0	Ia	HIGH
UniRef90_A0A4S3KMM8	535.1	126.5	408.6	Ia	HIGH
UniRef90_A0A4S4ANE2	572.1	114.9	457.2	Ia	HIGH
UniRef90_A0A4S4KGH8	516.8	76.2	440.6	Ia	HIGH
UniRef90_A0A4S4L9B0	519.5	92.1	427.4	Ia	HIGH
UniRef90_A0A4S4LCZ3	529.2	90.6	438.6	Ia	HIGH
UniRef90_A0A4S4N0W9	510.3	94.9	415.4	Ia	HIGH
UniRef90_A0A4S8F8T2	540.7	99.5	441.2	Ia	HIGH
UniRef90_A0A4S8M6G8	526.6	90.9	435.7	Ia	HIGH
UniRef90_A0A4S8P2Z4	482.5	107.5	375.0	Ia	HIGH
UniRef90_A0A4S8PSW0	498.1	111.1	387.0	Ia	HIGH
UniRef90_A0A4T0FGV0	520.3	87.8	432.5	Ia	HIGH
UniRef90_A0A4T0FX58	524.6	75.2	449.4	Ia	HIGH
UniRef90_A0A4T0GQN0	529.1	87.1	442.0	Ia	HIGH
UniRef90_A0A4T0QWK6	464.3	73.3	391.0	Ia	HIGH
UniRef90_A0A4T0V3T8	578.4	113.6	464.8	Ia	HIGH
UniRef90_A0A4T0X8B8	558.9	86.5	472.4	Ia	HIGH
UniRef90_A0A4U0Q8E6	578.8	102.1	476.7	Ia	HIGH
UniRef90_A0A4U0UU17	546.9	87.8	459.1	Ia	HIGH
UniRef90_A0A4U0VBS7	549.7	94.4	455.3	Ia	HIGH
UniRef90_A0A4U0XFV8	573.0	73.9	499.1	Ia	HIGH
UniRef90_A0A4U0XS18	558.1	87.8	470.3	Ia	HIGH
UniRef90_A0A4U1B1N4	546.4	88.6	457.8	Ia	HIGH
UniRef90_A0A4U1B2V8	575.8	91.3	484.5	Ia	HIGH
UniRef90_A0A4U1BDS0	538.7	94.7	444.0	Ia	HIGH
UniRef90_A0A4U1BH59	520.9	91.8	429.1	Ia	HIGH
UniRef90_A0A4U1BIV7	577.3	111.7	465.6	Ia	HIGH
UniRef90_A0A4U1BP75	518.2	89.1	429.1	Ia	HIGH
UniRef90_A0A4U1BTM5	571.2	105.6	465.6	Ia	HIGH
UniRef90_A0A4U1I660	545.3	90.5	454.8	Ia	HIGH
UniRef90_A0A4U3FLI2	586.8	88.0	498.8	Ia	HIGH
UniRef90_A0A4U3MJJ5	443.6	91.5	352.1	Ia	HIGH
UniRef90_A0A4U5X2Z4	420.1	72.3	347.8	Ia	HIGH
UniRef90_A0A4U6R4P6	440.8	54.7	386.1	Ia	HIGH
UniRef90_A0A4U9D0T3	421.1	63.8	357.3	Ia	HIGH
UniRef90_A0A4V1G8A5	557.5	108.8	448.7	Ia	HIGH
UniRef90_A0A4V1J4C6	530.4	93.3	437.1	Ia	HIGH
UniRef90_A0A4V1M4L5	526.4	99.1	427.3	Ia	HIGH
UniRef90_A0A4V1Q556	522.2	105.0	417.2	Ia	HIGH
UniRef90_A0A4V2HDI5	523.5	100.5	423.0	Ia	HIGH
UniRef90_A0A4V2NLW0	533.5	109.3	424.2	Ia	HIGH
UniRef90_A0A4V2PNG8	530.5	92.1	438.4	Ia	HIGH
UniRef90_A0A4V2RSH1	548.6	106.3	442.3	Ia	HIGH
UniRef90_A0A4V2Z429	490.5	105.5	385.0	Ia	HIGH
UniRef90_A0A4V2ZSQ4	485.8	117.7	368.1	Ia	HIGH
UniRef90_A0A4V3BZD7	437.1	71.2	365.9	Ia	HIGH
UniRef90_A0A4V3D9W8	533.4	92.0	441.4	Ia	HIGH
UniRef90_A0A4V3FG60	537.2	110.9	426.3	Ia	HIGH
UniRef90_A0A4V3YWX0	527.5	82.4	445.1	Ia	HIGH
UniRef90_A0A4V4MYM4	519.9	84.2	435.7	Ia	HIGH
UniRef90_A0A4V4NFF7	552.2	89.4	462.8	Ia	HIGH
UniRef90_A0A4V5NUA8	524.8	89.0	435.8	Ia	HIGH
UniRef90_A0A4V5NVA1	536.9	102.0	434.9	Ia	HIGH
UniRef90_A0A4V6NPG9	545.3	123.9	421.4	Ia	HIGH
UniRef90_A0A4V6RX12	471.8	78.8	393.0	Ia	HIGH
UniRef90_A0A4V6T2R8	529.1	98.7	430.4	Ia	HIGH
UniRef90_A0A4V6T5J7	507.4	74.3	433.1	Ia	HIGH
UniRef90_A0A4Y1YII1	543.2	100.0	443.2	Ia	HIGH
UniRef90_A0A4Y3HUX9	531.6	99.6	432.0	Ia	HIGH
UniRef90_A0A4Y3WP83	497.9	106.9	391.0	Ia	HIGH
UniRef90_A0A4Y4CV57	478.1	72.9	405.2	Ia	HIGH
UniRef90_A0A4Y4CVM5	575.2	121.8	453.4	Ia	HIGH
UniRef90_A0A4Y4DW04	470.4	117.7	352.7	Ia	HIGH
UniRef90_A0A4Y4EZQ7	437.2	72.1	365.1	Ia	HIGH
UniRef90_A0A4Y4F7A5	511.8	97.4	414.4	Ia	HIGH
UniRef90_A0A4Y5TR64	426.4	59.1	367.3	Ia	HIGH
UniRef90_A0A4Y5YIE3	574.7	98.1	476.6	Ia	HIGH
UniRef90_A0A4Y6PQA2	556.1	126.1	430.0	Ia	HIGH
UniRef90_A0A4Y7PS51	526.2	97.7	428.5	Ia	HIGH
UniRef90_A0A4Y7QIY5	482.9	69.8	413.1	Ia	HIGH
UniRef90_A0A4Y7T8M0	508.4	95.0	413.4	Ia	HIGH
UniRef90_A0A4Y7XCR5	516.1	92.7	423.4	Ia	HIGH
UniRef90_A0A4Y8MP18	478.9	87.4	391.5	Ia	HIGH
UniRef90_A0A4Y8UKQ2	509.9	92.8	417.1	Ia	HIGH
UniRef90_A0A4Y8VI52	448.1	69.0	379.1	Ia	HIGH
UniRef90_A0A4Y8ZSX5	542.8	109.4	433.4	Ia	HIGH
UniRef90_A0A4Y9JZK0	546.2	115.3	430.9	Ia	HIGH
UniRef90_A0A4Y9SCL9	549.4	120.7	428.7	Ia	HIGH
UniRef90_A0A4Y9SD62	478.6	86.8	391.8	Ia	HIGH
UniRef90_A0A4Y9SN85	485.1	95.3	389.8	Ia	HIGH
UniRef90_A0A4Y9T1C7	553.9	129.6	424.3	Ia	HIGH
UniRef90_A0A4Y9YQ65	507.1	79.6	427.5	Ia	HIGH
UniRef90_A0A4Y9Z858	506.2	85.1	421.1	Ia	HIGH
UniRef90_A0A4Y9ZD98	525.8	103.5	422.3	Ia	HIGH
UniRef90_A0A4Y9ZXP6	528.4	81.4	447.0	Ia	HIGH
UniRef90_A0A4Z0BDZ5	551.3	117.4	433.9	Ia	HIGH
UniRef90_A0A4Z0BH91	517.2	84.1	433.1	Ia	HIGH
UniRef90_A0A4Z0BS33	545.3	115.6	429.7	Ia	HIGH
UniRef90_A0A4Z0C196	548.1	115.3	432.8	Ia	HIGH
UniRef90_A0A4Z0F8R9	505.6	87.8	417.8	Ia	HIGH
UniRef90_A0A4Z0L7W1	473.1	81.5	391.6	Ia	HIGH
UniRef90_A0A4Z0M5H6	541.4	117.5	423.9	Ia	HIGH
UniRef90_A0A4Z0M728	503.6	71.9	431.7	Ia	HIGH
UniRef90_A0A4Z0M8F3	484.2	75.5	408.7	Ia	HIGH
UniRef90_A0A4Z0WDE1	503.5	83.8	419.7	Ia	HIGH
UniRef90_A0A4Z0Y8K8	557.7	83.4	474.3	Ia	HIGH
UniRef90_A0A4Z0Z6B3	493.7	79.8	413.9	Ia	HIGH
UniRef90_A0A4Z1C581	513.5	92.7	420.8	Ia	HIGH
UniRef90_A0A501X5B7	519.8	100.7	419.1	Ia	HIGH
UniRef90_A0A502DWC8	550.8	102.0	448.8	Ia	HIGH
UniRef90_A0A502KNU9	575.2	95.7	479.5	Ia	HIGH
UniRef90_A0A502KPZ0	517.8	91.9	425.9	Ia	HIGH
UniRef90_A0A502KSE0	556.1	91.8	464.3	Ia	HIGH
UniRef90_A0A502LA71	467.8	94.9	372.9	Ia	HIGH
UniRef90_A0A507AZ94	556.1	79.8	476.3	Ia	HIGH
UniRef90_A0A507BCW8	560.0	76.2	483.8	Ia	HIGH
UniRef90_A0A507BZ00	553.5	91.4	462.1	Ia	HIGH
UniRef90_A0A507C582	534.3	85.5	448.8	Ia	HIGH
UniRef90_A0A507DBH7	551.8	78.3	473.5	Ia	HIGH
UniRef90_A0A507DSU7	538.6	100.7	437.9	Ia	HIGH
UniRef90_A0A507E9D0	567.0	95.3	471.7	Ia	HIGH
UniRef90_A0A507EA44	523.1	83.5	439.6	Ia	HIGH
UniRef90_A0A507F3E7	444.2	66.5	377.7	Ia	HIGH
UniRef90_A0A507FAF2	536.5	108.4	428.1	Ia	HIGH
UniRef90_A0A507FB57	544.5	106.9	437.6	Ia	HIGH
UniRef90_A0A507FCZ0	483.9	94.2	389.7	Ia	HIGH
UniRef90_A0A507QXQ6	565.8	80.1	485.7	Ia	HIGH
UniRef90_A0A507R7F9	552.2	86.8	465.4	Ia	HIGH
UniRef90_A0A508TLX7	538.6	118.4	420.2	Ia	HIGH
UniRef90_A0A510HGL2	535.4	131.6	403.8	Ia	HIGH
UniRef90_A0A510I1T7	497.0	99.1	397.9	Ia	HIGH
UniRef90_A0A510X9Y3	453.4	66.7	386.7	Ia	HIGH
UniRef90_A0A510XDY2	523.4	97.3	426.1	Ia	HIGH
UniRef90_A0A511AE35	474.2	112.5	361.7	Ia	HIGH
UniRef90_A0A511D1I8	490.0	109.2	380.8	Ia	HIGH
UniRef90_A0A511DK22	486.5	103.0	383.5	Ia	HIGH
UniRef90_A0A511KAZ8	522.7	97.3	425.4	Ia	HIGH
UniRef90_A0A511MPY2	492.5	107.2	385.3	Ia	HIGH
UniRef90_A0A511N5Y9	496.0	71.4	424.6	Ia	HIGH
UniRef90_A0A511QPC5	571.4	92.0	479.4	Ia	HIGH
UniRef90_A0A511ULJ4	519.6	104.3	415.3	Ia	HIGH
UniRef90_A0A512M687	467.5	99.0	368.5	Ia	HIGH
UniRef90_A0A512MCX5	540.2	101.1	439.1	Ia	HIGH
UniRef90_A0A515DAH2	474.7	109.4	365.3	Ia	HIGH
UniRef90_A0A515DF29	544.8	124.2	420.6	Ia	HIGH
UniRef90_A0A515ELU3	540.2	97.4	442.8	Ia	HIGH
UniRef90_A0A515ER87	532.8	103.5	429.3	Ia	HIGH
UniRef90_A0A516GB33	488.2	116.5	371.7	Ia	HIGH
UniRef90_A0A516PVS8	490.0	115.3	374.7	Ia	HIGH
UniRef90_A0A516SFN7	575.0	106.6	468.4	Ia	HIGH
UniRef90_A0A516SK05	477.5	88.5	389.0	Ia	HIGH
UniRef90_A0A516X220	467.5	123.6	343.9	Ia	HIGH
UniRef90_A0A517KVM1	561.1	88.5	472.6	Ia	HIGH
UniRef90_A0A517LIH0	568.0	90.4	477.6	Ia	HIGH
UniRef90_A0A517LV93	533.3	100.3	433.0	Ia	HIGH
UniRef90_A0A517MHB5	530.9	88.4	442.5	Ia	HIGH
UniRef90_A0A517NEF1	529.1	93.7	435.4	Ia	HIGH
UniRef90_A0A517P0P7	535.8	98.5	437.3	Ia	HIGH
UniRef90_A0A517P995	459.0	67.0	392.0	Ia	HIGH
UniRef90_A0A517R5A0	480.9	76.8	404.1	Ia	HIGH
UniRef90_A0A517R821	497.7	85.1	412.6	Ia	HIGH
UniRef90_A0A517T5N8	492.2	71.5	420.7	Ia	HIGH
UniRef90_A0A517V649	491.2	78.9	412.3	Ia	HIGH
UniRef90_A0A517YYP9	491.9	89.5	402.4	Ia	HIGH
UniRef90_A0A517ZTD5	494.3	100.9	393.4	Ia	HIGH
UniRef90_A0A518C133	499.9	94.5	405.4	Ia	HIGH
UniRef90_A0A518CBX6	487.2	93.7	393.5	Ia	HIGH
UniRef90_A0A518CKJ9	482.5	91.3	391.2	Ia	HIGH
UniRef90_A0A518GKC6	479.8	74.1	405.7	Ia	HIGH
UniRef90_A0A518I3E3	519.5	80.9	438.6	Ia	HIGH
UniRef90_A0A518I4N7	496.3	86.0	410.3	Ia	HIGH
UniRef90_A0A520LJG0	498.3	90.9	407.4	Ia	HIGH
UniRef90_A0A520M3L0	508.4	91.4	417.0	Ia	HIGH
UniRef90_A0A520MDS8	519.8	100.1	419.7	Ia	HIGH
UniRef90_A0A520MGE8	497.9	80.8	417.1	Ia	HIGH
UniRef90_A0A520MTG0	530.4	90.9	439.5	Ia	HIGH
UniRef90_A0A520MU21	522.9	88.0	434.9	Ia	HIGH
UniRef90_A0A520N2K6	518.7	90.0	428.7	Ia	HIGH
UniRef90_A0A520S122	499.5	89.2	410.3	Ia	HIGH
UniRef90_A0A521EY47	492.9	89.4	403.5	Ia	HIGH
UniRef90_A0A524RNA2	504.7	107.3	397.4	Ia	HIGH
UniRef90_A0A540R510	493.7	190.5	303.2	Ia	HIGH
UniRef90_A0A541BPN4	479.5	99.6	379.9	Ia	HIGH
UniRef90_A0A542DBF9	396.7	66.2	330.5	Ia	HIGH
UniRef90_A0A542DDT9	474.3	96.0	378.3	Ia	HIGH
UniRef90_A0A542DPW2	448.9	106.9	342.0	Ia	HIGH
UniRef90_A0A542SPA2	466.8	101.7	365.1	Ia	HIGH
UniRef90_A0A542YTX3	489.6	113.3	376.3	Ia	HIGH
UniRef90_A0A542ZTG5	462.5	98.6	363.9	Ia	HIGH
UniRef90_A0A543EU02	478.3	130.8	347.5	Ia	HIGH
UniRef90_A0A543FY20	481.8	111.7	370.1	Ia	HIGH
UniRef90_A0A543KKU3	485.2	113.4	371.8	Ia	HIGH
UniRef90_A0A543NFH9	515.3	119.0	396.3	Ia	HIGH
UniRef90_A0A544VVZ2	470.9	116.2	354.7	Ia	HIGH
UniRef90_A0A545TEM7	568.0	104.9	463.1	Ia	HIGH
UniRef90_A0A545TTP5	522.3	119.5	402.8	Ia	HIGH
UniRef90_A0A545TVU8	520.6	84.6	436.0	Ia	HIGH
UniRef90_A0A545UED7	547.7	106.2	441.5	Ia	HIGH
UniRef90_A0A545UJL7	571.7	103.1	468.6	Ia	HIGH
UniRef90_A0A545UK74	511.3	90.3	421.0	Ia	HIGH
UniRef90_A0A547EEP7	546.8	104.4	442.4	Ia	HIGH
UniRef90_A0A550CEF7	488.4	78.9	409.5	Ia	HIGH
UniRef90_A0A550JDH6	515.2	93.3	421.9	Ia	HIGH
UniRef90_A0A553H4N7	426.5	59.5	367.0	Ia	HIGH
UniRef90_A0A553IDF2	557.9	80.6	477.3	Ia	HIGH
UniRef90_A0A553JLE9	582.0	93.4	488.6	Ia	HIGH
UniRef90_A0A553K4K4	474.0	111.9	362.1	Ia	HIGH
UniRef90_A0A554XDX9	553.8	107.7	446.1	Ia	HIGH
UniRef90_A0A554XIS3	553.9	109.7	444.2	Ia	HIGH
UniRef90_A0A556ADU0	554.0	117.1	436.9	Ia	HIGH
UniRef90_A0A556QGL7	478.1	96.3	381.8	Ia	HIGH
UniRef90_A0A557P396	570.5	91.5	479.0	Ia	HIGH
UniRef90_A0A557QJZ3	476.7	81.2	395.5	Ia	HIGH
UniRef90_A0A557QWA8	562.4	107.2	455.2	Ia	HIGH
UniRef90_A0A557S3G6	502.6	97.4	405.2	Ia	HIGH
UniRef90_A0A558A100	487.5	104.1	383.4	Ia	HIGH
UniRef90_A0A558DNS4	558.1	99.0	459.1	Ia	HIGH
UniRef90_A0A558HGX9	466.4	82.2	384.2	Ia	HIGH
UniRef90_A0A558HX85	518.7	96.2	422.5	Ia	HIGH
UniRef90_A0A561BWR8	485.4	103.1	382.3	Ia	HIGH
UniRef90_A0A561U3C5	475.7	108.3	367.4	Ia	HIGH
UniRef90_A0A562HZ96	497.3	81.5	415.8	Ia	HIGH
UniRef90_A0A562NNR8	505.3	102.5	402.8	Ia	HIGH
UniRef90_A0A562Q9M7	504.3	81.8	422.5	Ia	HIGH
UniRef90_A0A562V7I8	527.6	98.8	428.8	Ia	HIGH
UniRef90_A0A562VBF9	378.8	55.9	322.9	Ia	HIGH
UniRef90_A0A562ZKI2	545.5	116.7	428.8	Ia	HIGH
UniRef90_A0A562ZYP7	514.2	88.0	426.2	Ia	HIGH
UniRef90_A0A563VSR3	521.5	104.0	417.5	Ia	HIGH
UniRef90_A0A5A7NQR0	451.4	85.7	365.7	Ia	HIGH
UniRef90_A0A5A7S412	483.6	94.4	389.2	Ia	HIGH
UniRef90_A0A5A7S816	481.9	87.4	394.5	Ia	HIGH
UniRef90_A0A5A9W8S2	508.5	88.3	420.2	Ia	HIGH
UniRef90_A0A5A9XSX4	514.3	94.9	419.4	Ia	HIGH
UniRef90_A0A5B0SI62	374.4	64.7	309.7	Ia	HIGH
UniRef90_A0A5B0VM74	421.6	55.0	366.6	Ia	HIGH
UniRef90_A0A5B0WUU1	473.3	86.1	387.2	Ia	HIGH
UniRef90_A0A5B0X3K7	510.4	81.3	429.1	Ia	HIGH
UniRef90_A0A5B0X6C4	543.9	112.0	431.9	Ia	HIGH
UniRef90_A0A5B0X8N0	503.2	87.0	416.2	Ia	HIGH
UniRef90_A0A5B1CPD1	529.6	93.8	435.8	Ia	HIGH
UniRef90_A0A5B7YIN3	521.1	94.0	427.1	Ia	HIGH
UniRef90_A0A5B8LRQ9	533.2	107.7	425.5	Ia	HIGH
UniRef90_A0A5B8M2A5	484.5	127.5	357.0	Ia	HIGH
UniRef90_A0A5B8R8W6	498.9	86.8	412.1	Ia	HIGH
UniRef90_A0A5B8RTQ4	540.2	122.6	417.6	Ia	HIGH
UniRef90_A0A5B8SRC8	439.7	62.7	377.0	Ia	HIGH
UniRef90_A0A5B8SZA2	519.5	98.7	420.8	Ia	HIGH
UniRef90_A0A5B9DRM3	536.1	112.4	423.7	Ia	HIGH
UniRef90_A0A5B9EBM6	531.5	116.6	414.9	Ia	HIGH
UniRef90_A0A5C0B210	549.6	107.1	442.5	Ia	HIGH
UniRef90_A0A5C1A1E5	429.6	75.4	354.2	Ia	HIGH
UniRef90_A0A5C1AFG3	530.0	121.4	408.6	Ia	HIGH
UniRef90_A0A5C1E8E0	475.4	82.5	392.9	Ia	HIGH
UniRef90_A0A5C1EA39	572.9	122.4	450.5	Ia	HIGH
UniRef90_A0A5C1NDV7	451.8	65.5	386.3	Ia	HIGH
UniRef90_A0A5C1Q4T1	526.7	91.3	435.4	Ia	HIGH
UniRef90_A0A5C1Q5Z3	482.8	63.1	419.7	Ia	HIGH
