seq_id	seq_len	core_start	core_end	hmm_from	hmm_to	coverage	n_hits	n_env_segments	stitched_flag	core_residues
UniRef90_A0A9P4MET7	356	3	354	26	510	0.9309	1	1	N	352
UniRef90_A0A168RQY6	356	1	356	20	511	0.9443	1	1	N	356
UniRef90_A2C5H6	356	3	356	18	504	0.9347	1	1	N	354
UniRef90_A0AB74UBU5	356	5	356	27	504	0.9175	1	1	N	352
UniRef90_A0AAT9G557	356	9	355	28	504	0.9155	1	1	N	347
UniRef90_A0A1C3IP09	356	1	354	20	505	0.9328	1	1	N	354
UniRef90_A0A377SRL1	356	1	355	18	508	0.9424	1	1	N	355
UniRef90_A0A5S5B3V5	356	8	356	26	504	0.9194	1	1	N	349
UniRef90_A0A0T5P431	356	1	355	19	511	0.9463	1	1	N	355
UniRef90_U4KIC2	356	2	354	26	505	0.9213	1	1	N	353
UniRef90_A0AAN1WK16	356	2	356	19	505	0.9347	1	1	N	355
UniRef90_A0A0S1SR25	356	1	354	26	504	0.9194	1	1	N	354
UniRef90_G4SV85	356	2	356	18	509	0.9443	1	1	N	355
UniRef90_A0A1Y1RXI1	356	2	355	17	504	0.9367	1	1	N	354
UniRef90_A0A0C2EAI2	356	1	355	21	508	0.9367	1	1	N	355
UniRef90_A0A0P9F2H2	356	2	356	20	504	0.9309	1	1	N	355
UniRef90_A0ABV1RK65	356	3	354	24	504	0.9232	1	1	N	352
UniRef90_A0A662ZFD3	356	1	356	18	507	0.9405	1	1	N	356
UniRef90_A0A1Q8TGL1	356	8	355	26	504	0.9194	1	1	N	348
UniRef90_A0A1Y0CWT5	356	1	354	18	505	0.9367	1	1	N	354
UniRef90_A0A8F9TU59	356	1	356	17	510	0.9482	1	1	N	356
UniRef90_A0A937I022	356	2	356	23	512	0.9405	1	1	N	355
UniRef90_A0A4V5NVA1	356	4	356	31	508	0.9175	1	1	N	353
UniRef90_I2B6C4	356	1	355	24	505	0.9251	1	1	N	355
UniRef90_A0A2A4MSL2	356	2	356	20	504	0.9309	1	1	N	355
UniRef90_A0A934RWD6	356	8	356	21	502	0.9251	1	1	N	349
UniRef90_A0A545TVU8	356	2	355	20	504	0.9309	1	1	N	354
UniRef90_A0A448TSZ4	356	3	356	20	508	0.9386	1	1	N	354
UniRef90_A0A8J7FCU8	356	2	355	20	504	0.9309	1	1	N	354
UniRef90_A0ABU6HG50	356	1	355	18	508	0.9424	1	1	N	355
UniRef90_A0A7D4NLQ1	356	1	356	18	509	0.9443	1	1	N	356
UniRef90_A0A4R2LHV8	356	1	354	18	504	0.9347	1	1	N	354
UniRef90_A0A9D7HMA3	356	2	355	26	504	0.9194	1	1	N	354
UniRef90_A0ABP9R3N3	356	6	356	22	504	0.9271	1	1	N	351
UniRef90_A0A839HPV0	356	1	355	18	508	0.9424	1	1	N	355
UniRef90_A0A1R4HCW5	356	1	355	17	507	0.9424	1	1	N	355
UniRef90_A0A8J7AN53	356	1	356	18	506	0.9386	1	1	N	356
UniRef90_A0A0U5ESV3	356	2	344	32	497	0.8944	1	1	N	343
UniRef90_A0A1T4X997	356	3	355	24	507	0.9290	1	1	N	353
UniRef90_A0A6L9Y4U3	356	1	356	19	510	0.9443	1	1	N	356
UniRef90_A0A1K2HTN1	356	1	355	18	508	0.9424	1	1	N	355
UniRef90_A0A934VLV7	356	1	356	17	508	0.9443	1	1	N	356
UniRef90_A0A928X060	356	1	354	18	504	0.9347	1	1	N	354
UniRef90_A0A2T0QD81	356	2	356	19	508	0.9405	1	1	N	355
UniRef90_A0A4U3MJJ5	356	3	355	23	506	0.9290	1	1	N	353
UniRef90_E0RRE2	353	3	352	18	500	0.9271	1	1	N	350
UniRef90_A0ABQ0ARH5	356	1	355	18	508	0.9424	1	1	N	355
UniRef90_A0ABV7H6Z8	356	2	356	19	511	0.9463	1	1	N	355
UniRef90_A0A0Q2SEE2	356	6	353	42	504	0.8887	1	1	N	348
UniRef90_A0A542SPA2	356	2	355	20	507	0.9367	1	1	N	354
UniRef90_A0A524RNA2	356	2	353	21	506	0.9328	1	1	N	352
UniRef90_A0A1C3EJX8	356	9	355	30	509	0.9213	1	1	N	347
UniRef90_A0A1C3EB64	356	3	354	24	504	0.9232	1	1	N	352
UniRef90_F5RI47	356	1	356	19	510	0.9443	1	1	N	356
UniRef90_A0A2T5MFG1	356	1	356	19	510	0.9443	1	1	N	356
UniRef90_A0A1U7IZ28	356	1	353	18	504	0.9347	1	1	N	353
UniRef90_A0A1G2QX84	356	6	356	24	503	0.9213	1	1	N	351
UniRef90_A0A2W5M9C4	356	1	356	18	511	0.9482	1	1	N	356
UniRef90_A0ABP8A957	356	4	354	28	506	0.9194	1	1	N	351
UniRef90_A0ABV0JCZ9	356	1	353	20	505	0.9328	1	1	N	353
UniRef90_A0ABQ6M1I9	356	1	355	18	504	0.9347	1	1	N	355
UniRef90_A0ABY6Q8D3	356	2	355	21	505	0.9309	1	1	N	354
UniRef90_A0ABY5GR60	356	3	353	23	504	0.9251	1	1	N	351
UniRef90_A0A1G8H7K3	356	2	354	24	508	0.9309	1	1	N	353
UniRef90_A0A0J1JGH0	356	3	356	24	508	0.9309	1	1	N	354
UniRef90_K9U759	356	1	354	18	505	0.9367	1	1	N	354
UniRef90_A0A938B2J6	356	2	355	23	505	0.9271	1	1	N	354
UniRef90_A0A8J7FH60	356	1	355	19	509	0.9424	1	1	N	355
UniRef90_A0A7W4W3H8	356	2	355	25	504	0.9213	1	1	N	354
UniRef90_A0ABN3VBS1	356	5	347	29	508	0.9213	1	1	N	343
UniRef90_A0A1H2F3C8	356	10	356	17	500	0.9290	1	1	N	347
UniRef90_A0A8J3DF41	356	6	356	20	503	0.9290	1	1	N	351
UniRef90_A0A1N6M1V5	355	1	355	19	510	0.9443	1	1	N	355
UniRef90_A0A4R8INK2	356	1	356	18	508	0.9424	1	1	N	356
UniRef90_A0A2K8U5T4	356	1	355	20	505	0.9328	1	1	N	355
UniRef90_A0A2U8I6Z5	356	1	353	19	507	0.9386	1	1	N	353
UniRef90_A0A2G6PEH9	356	3	356	27	505	0.9194	1	1	N	354
UniRef90_A0A375AC34	356	2	354	23	506	0.9290	1	1	N	353
UniRef90_U5QIJ3	356	2	356	28	508	0.9232	1	1	N	355
UniRef90_A0ABT0CBH9	356	2	353	22	504	0.9271	1	1	N	352
UniRef90_A0AA37TY51	356	4	355	30	507	0.9175	1	1	N	352
UniRef90_A0ABV5HHD2	356	2	354	23	506	0.9290	1	1	N	353
UniRef90_A0A1B1YX38	356	2	354	23	503	0.9232	1	1	N	353
UniRef90_A0A5B8R8W6	356	2	356	20	504	0.9309	1	1	N	355
UniRef90_UPI0007492D51	356	1	356	16	509	0.9482	1	1	N	356
UniRef90_UPI00210E87B2	356	10	356	26	503	0.9175	1	1	N	347
UniRef90_UPI003C105096	356	3	356	18	507	0.9405	1	1	N	354
UniRef90_UPI003A89A1E2	356	2	355	28	505	0.9175	1	1	N	354
UniRef90_A0A6L6YLR6	355	1	355	19	508	0.9405	1	1	N	355
UniRef90_UPI003AF78BE5	356	1	356	17	507	0.9424	1	1	N	356
UniRef90_UPI001AACFAAB	356	2	356	23	506	0.9290	1	1	N	355
UniRef90_UPI0000ED760E	356	1	354	20	504	0.9309	1	1	N	354
UniRef90_A0ABQ5R1N2	355	2	355	18	507	0.9405	1	1	N	354
UniRef90_UPI003BADADDF	356	3	356	18	508	0.9424	1	1	N	354
UniRef90_UPI001649684F	356	1	356	18	509	0.9443	1	1	N	356
UniRef90_UPI000990DA87	356	1	356	19	512	0.9482	1	1	N	356
UniRef90_UPI001EF330AB	356	3	353	26	504	0.9194	1	1	N	351
UniRef90_UPI002ED7EBA0	356	1	356	23	508	0.9328	1	1	N	356
UniRef90_UPI0039A18524	356	3	356	21	507	0.9347	1	1	N	354
UniRef90_UPI001CD2CC89	356	2	353	22	505	0.9290	1	1	N	352
UniRef90_UPI0004DFB7DA	356	1	356	17	508	0.9443	1	1	N	356
UniRef90_UPI000E675EC5	356	2	353	23	504	0.9251	1	1	N	352
UniRef90_UPI001119C257	356	2	355	17	505	0.9386	1	1	N	354
UniRef90_UPI0028AB2D34	356	5	356	27	501	0.9117	1	1	N	352
UniRef90_UPI0018DC75DD	356	1	356	18	508	0.9424	1	1	N	356
UniRef90_UPI002C42CD32	356	1	356	17	509	0.9463	1	1	N	356
UniRef90_UPI00140BB7EE	356	1	355	17	507	0.9424	1	1	N	355
UniRef90_UPI00385023A7	356	13	356	35	497	0.8887	1	1	N	344
UniRef90_UPI00052D1F3D	356	1	356	20	507	0.9367	1	1	N	356
UniRef90_UPI0003B51BA8	356	2	356	19	508	0.9405	1	1	N	355
UniRef90_UPI002A755431	356	9	356	19	503	0.9309	1	1	N	348
UniRef90_UPI003EBFD2FA	356	2	355	20	507	0.9367	1	1	N	354
UniRef90_UPI003F68015F	356	1	355	17	508	0.9443	1	1	N	355
UniRef90_UPI003F75B2B2	356	1	356	19	509	0.9424	1	1	N	356
UniRef90_UPI002593093C	356	3	356	21	505	0.9309	1	1	N	354
UniRef90_UPI00311B36B7	356	2	356	21	505	0.9309	1	1	N	355
UniRef90_UPI00124C7CA4	356	3	355	21	506	0.9328	1	1	N	353
UniRef90_UPI003982B102	356	17	356	28	502	0.9117	1	1	N	340
UniRef90_UPI0021D7D501	356	12	356	29	499	0.9040	1	1	N	345
UniRef90_UPI002ED41639	356	2	355	17	504	0.9367	1	1	N	354
UniRef90_UPI00128BA1CC	356	1	356	17	508	0.9443	1	1	N	356
UniRef90_UPI00035F1E44	356	2	356	19	509	0.9424	1	1	N	355
UniRef90_UPI002AC8CDB8	356	4	355	22	507	0.9328	1	1	N	352
UniRef90_UPI002FC29F65	356	1	356	17	508	0.9443	1	1	N	356
UniRef90_UPI00056CC34A	356	2	356	18	509	0.9443	1	1	N	355
UniRef90_UPI00370D8D70	356	1	354	14	504	0.9424	1	1	N	354
UniRef90_UPI0035317BFC	356	4	356	30	505	0.9136	1	1	N	353
UniRef90_UPI001574788D	356	3	354	30	504	0.9117	1	1	N	352
UniRef90_UPI0015BED695	356	1	356	18	509	0.9443	1	1	N	356
UniRef90_UPI0035905D8F	356	4	355	26	505	0.9213	1	1	N	352
UniRef90_UPI0027D31BAB	356	2	356	18	508	0.9424	1	1	N	355
UniRef90_A0A1X2GRN6	355	1	355	20	509	0.9405	1	1	N	355
UniRef90_A0A8H7SC36	355	1	355	21	508	0.9367	1	1	N	355
UniRef90_D6PCR7	355	2	355	23	505	0.9271	1	1	N	354
UniRef90_A0AB39UVT4	355	4	355	25	505	0.9232	1	1	N	352
UniRef90_A0A175VM20	355	4	354	29	509	0.9232	1	1	N	351
UniRef90_B3EQN1	355	1	352	19	498	0.9213	1	1	N	352
UniRef90_A0A6S6U6N1	355	1	355	19	509	0.9424	1	1	N	355
UniRef90_Q39T24	355	1	353	19	507	0.9386	1	1	N	353
UniRef90_A0A6N2V233	355	2	355	19	511	0.9463	1	1	N	354
UniRef90_A0A1H6LLX0	355	3	355	18	505	0.9367	1	1	N	353
UniRef90_A0AAW7XM32	355	2	355	21	505	0.9309	1	1	N	354
UniRef90_A0A1W1UKD2	355	2	355	19	507	0.9386	1	1	N	354
UniRef90_A0ABS1CGL6	355	1	355	18	509	0.9443	1	1	N	355
UniRef90_A0A518C133	355	2	355	17	498	0.9251	1	1	N	354
UniRef90_A0A8K2A9F3	355	1	354	21	507	0.9347	1	1	N	354
UniRef90_A0ABT3SVD9	355	1	354	20	504	0.9309	1	1	N	354
UniRef90_A0A423PG65	355	7	355	20	500	0.9232	1	1	N	349
UniRef90_A0A1Y5HTT3	314	1	313	58	504	0.8580	1	1	N	313
UniRef90_A0A7M4DHG2	355	3	355	18	507	0.9405	1	1	N	353
UniRef90_A0A2K9LFK3	355	1	353	20	504	0.9309	1	1	N	353
UniRef90_A0A1H5XPS3	355	1	352	19	508	0.9405	1	1	N	352
UniRef90_A0A1R4K3F8	355	1	355	19	508	0.9405	1	1	N	355
UniRef90_A0A7R6SSK7	355	2	352	20	504	0.9309	1	1	N	351
UniRef90_A0A916N9N4	355	1	355	18	508	0.9424	1	1	N	355
UniRef90_A0A8J3E131	355	2	355	19	509	0.9424	1	1	N	354
UniRef90_A0A063Y0N4	355	2	354	19	504	0.9328	1	1	N	353
UniRef90_A0ABZ2M459	355	1	355	18	508	0.9424	1	1	N	355
UniRef90_C8N7L6	355	2	355	18	507	0.9405	1	1	N	354
UniRef90_A0A7W8DGR8	355	2	354	21	506	0.9328	1	1	N	353
UniRef90_V5WKR6	355	1	354	19	504	0.9328	1	1	N	354
UniRef90_A0A927F744	355	7	355	19	503	0.9309	1	1	N	349
UniRef90_A0A1Q2SM59	355	2	355	17	507	0.9424	1	1	N	354
UniRef90_S6A812	355	1	355	19	504	0.9328	1	1	N	355
UniRef90_A0ABP9ENJ1	355	2	355	24	508	0.9309	1	1	N	354
UniRef90_I0IBE3	355	1	355	16	499	0.9290	1	1	N	355
UniRef90_A0A831W6G9	355	1	355	18	509	0.9443	1	1	N	355
UniRef90_A0AA86JIM9	354	1	353	19	507	0.9386	1	1	N	353
UniRef90_Q7N6S1	350	2	350	20	507	0.9367	1	1	N	349
UniRef90_A0A1T4WAY7	355	1	355	18	508	0.9424	1	1	N	355
UniRef90_Q3A6Y4	355	2	354	21	508	0.9367	1	1	N	353
UniRef90_A0A177XU50	355	4	352	23	506	0.9290	1	1	N	349
UniRef90_A0A173VS40	350	3	350	29	503	0.9117	1	1	N	348
UniRef90_A0A831L843	312	1	311	62	505	0.8522	1	1	N	311
UniRef90_A0A1H5WFV2	355	2	355	18	504	0.9347	1	1	N	354
UniRef90_Q1MXY5	355	2	355	18	505	0.9367	1	1	N	354
UniRef90_W0V0Z0	355	2	352	21	504	0.9290	1	1	N	351
UniRef90_A0A1I4RA88	355	2	355	18	509	0.9443	1	1	N	354
UniRef90_A0A7V2T4Y1	355	1	355	17	508	0.9443	1	1	N	355
UniRef90_A0ABV8A6K5	355	3	355	19	504	0.9328	1	1	N	353
UniRef90_A0A2W1JUP2	355	1	354	20	504	0.9309	1	1	N	354
UniRef90_A0A4Q9R212	355	10	355	23	504	0.9251	1	1	N	346
UniRef90_G2FEX5	355	1	354	18	508	0.9424	1	1	N	354
UniRef90_A0A4P7QEQ5	355	2	355	22	508	0.9347	1	1	N	354
UniRef90_A0A2X4UNW8	355	2	355	20	511	0.9443	1	1	N	354
UniRef90_A0A9X3E3J1	355	2	355	20	512	0.9463	1	1	N	354
UniRef90_A0A0G3FZ70	355	1	354	19	508	0.9405	1	1	N	354
UniRef90_A0ABY4SZ79	355	1	353	20	504	0.9309	1	1	N	353
UniRef90_A0A1H6F8K1	355	2	354	20	503	0.9290	1	1	N	353
UniRef90_A0A5E6MCG5	355	1	352	17	504	0.9367	1	1	N	352
UniRef90_C5BJC2	355	1	353	20	504	0.9309	1	1	N	353
UniRef90_B3DVQ3	355	3	355	23	505	0.9271	1	1	N	353
UniRef90_A0A8J7YXD7	355	1	353	18	507	0.9405	1	1	N	353
UniRef90_A0A1M7M798	355	2	355	21	505	0.9309	1	1	N	354
UniRef90_A0A6M4HCJ4	355	1	355	19	507	0.9386	1	1	N	355
UniRef90_A0A6N7EWN4	355	1	355	18	505	0.9367	1	1	N	355
UniRef90_A0ABN3YA76	355	2	355	17	501	0.9309	1	1	N	354
UniRef90_A0A7I9VTB0	355	1	355	18	509	0.9443	1	1	N	355
UniRef90_F4CKN0	355	7	355	21	507	0.9347	1	1	N	349
UniRef90_A0A512MCX5	355	1	355	16	508	0.9463	1	1	N	355
UniRef90_A0A562NNR8	355	3	355	21	506	0.9328	1	1	N	353
UniRef90_A0A0C5JMR0	355	1	355	19	508	0.9405	1	1	N	355
UniRef90_A0A494X8L3	355	1	349	29	508	0.9213	1	1	N	349
UniRef90_Q7U3D3	355	1	354	19	507	0.9386	1	1	N	354
UniRef90_A0ABY6Q821	355	6	355	12	501	0.9405	1	1	N	350
UniRef90_A0A840MJ67	355	1	355	18	508	0.9424	1	1	N	355
UniRef90_A0A6L8LY68	355	3	353	25	505	0.9232	1	1	N	351
UniRef90_A0ABT3TJ07	355	3	355	20	506	0.9347	1	1	N	353
UniRef90_A0A9E8KIX2	355	11	355	27	503	0.9155	1	1	N	345
UniRef90_A0A8J3E8C1	355	5	355	24	507	0.9290	1	1	N	351
UniRef90_A0A497XII3	355	1	355	19	508	0.9405	1	1	N	355
UniRef90_A0A066ZNH8	355	1	355	18	508	0.9424	1	1	N	355
UniRef90_U7D605	355	1	354	18	508	0.9424	1	1	N	354
UniRef90_A0A0C5VKX8	355	2	354	19	504	0.9328	1	1	N	353
UniRef90_A0ABW5DBA9	355	1	355	18	508	0.9424	1	1	N	355
UniRef90_A0A146G6N0	355	7	355	16	497	0.9251	1	1	N	349
UniRef90_A0ABN6E0V3	355	1	354	19	507	0.9386	1	1	N	354
UniRef90_H9UKQ7	355	1	355	19	508	0.9405	1	1	N	355
UniRef90_A0A7Z7HVA8	355	1	354	19	507	0.9386	1	1	N	354
UniRef90_A0A1L3GSF4	355	1	353	20	507	0.9367	1	1	N	353
UniRef90_A0A550JDH6	355	1	355	19	507	0.9386	1	1	N	355
UniRef90_A0A917Z728	355	2	354	18	504	0.9347	1	1	N	353
UniRef90_A0ABU2WDN3	355	1	354	19	508	0.9405	1	1	N	354
UniRef90_A0A1G8RML2	355	9	355	30	504	0.9117	1	1	N	347
UniRef90_A0A1D2QT68	355	1	353	18	504	0.9347	1	1	N	353
UniRef90_A0A420XJC6	355	2	355	20	508	0.9386	1	1	N	354
UniRef90_A0A847S8T9	355	1	353	20	505	0.9328	1	1	N	353
UniRef90_A0ABD4T2B9	355	1	353	18	504	0.9347	1	1	N	353
UniRef90_A0ABX3KVP2	355	1	355	21	509	0.9386	1	1	N	355
UniRef90_A0A3B0Z064	355	1	353	18	507	0.9405	1	1	N	353
UniRef90_A0A3B0Y4C8	355	2	352	22	503	0.9251	1	1	N	351
UniRef90_UPI0005C1E827	355	1	355	21	510	0.9405	1	1	N	355
UniRef90_UPI0024ADDD15	355	15	355	46	505	0.8829	1	1	N	341
UniRef90_UPI002446EB49	355	8	355	27	502	0.9136	1	1	N	348
UniRef90_D0YX76	352	4	352	30	506	0.9155	1	1	N	349
UniRef90_UPI0018DBF89D	355	3	355	20	508	0.9386	1	1	N	353
UniRef90_A0AC61R6U8	343	2	343	28	500	0.9079	1	1	N	342
UniRef90_UPI00061A68E8	355	7	352	31	500	0.9021	1	1	N	346
UniRef90_UPI000E72175B	355	2	352	20	504	0.9309	1	1	N	351
UniRef90_UPI0014490067	355	1	351	23	505	0.9271	1	1	N	351
UniRef90_UPI00339D23C4	355	3	354	28	504	0.9155	1	1	N	352
UniRef90_Q8EIS9	352	2	352	20	508	0.9386	1	1	N	351
UniRef90_UPI003A86CEA2	355	2	353	24	506	0.9271	1	1	N	352
UniRef90_UPI002F935694	355	3	354	26	509	0.9290	1	1	N	352
UniRef90_UPI00156A0141	355	2	354	18	504	0.9347	1	1	N	353
UniRef90_UPI0025E8A37F	355	1	355	20	508	0.9386	1	1	N	355
UniRef90_UPI003F379979	355	1	355	14	511	0.9559	1	1	N	355
UniRef90_UPI001F223DBD	355	4	355	20	504	0.9309	1	1	N	352
UniRef90_UPI00398EC9AE	355	1	355	14	509	0.9520	1	1	N	355
UniRef90_UPI0022B323AD	355	1	354	18	504	0.9347	1	1	N	354
UniRef90_UPI002E7A53D2	355	2	355	17	507	0.9424	1	1	N	354
UniRef90_UPI0037434273	355	1	355	20	510	0.9424	1	1	N	355
UniRef90_UPI00194E33ED	355	1	355	20	507	0.9367	1	1	N	355
UniRef90_UPI0020208AA2	355	4	355	23	505	0.9271	1	1	N	352
UniRef90_UPI00342040F3	355	1	347	30	513	0.9290	1	1	N	347
UniRef90_UPI00083810F7	355	1	348	30	505	0.9136	1	1	N	348
UniRef90_UPI000C0E021D	355	10	355	23	503	0.9232	1	1	N	346
UniRef90_UPI000C7A5A8C	355	2	355	19	510	0.9443	1	1	N	354
UniRef90_UPI000B349794	355	2	354	23	505	0.9271	1	1	N	353
UniRef90_A0A2T1DN12	353	1	351	20	504	0.9309	1	1	N	351
UniRef90_UPI00195FD747	355	8	354	20	497	0.9175	1	1	N	347
UniRef90_UPI00244EC909	355	2	355	18	508	0.9424	1	1	N	354
UniRef90_UPI00102DCE06	355	1	355	18	508	0.9424	1	1	N	355
UniRef90_UPI001067ABE2	355	2	355	18	508	0.9424	1	1	N	354
UniRef90_UPI000AD31FA7	355	2	355	20	509	0.9405	1	1	N	354
UniRef90_UPI002225F68A	355	1	355	17	511	0.9501	1	1	N	355
UniRef90_UPI00272B2525	355	5	355	19	504	0.9328	1	1	N	351
UniRef90_A0A068RWS3	353	1	352	21	508	0.9367	1	1	N	352
UniRef90_A0AA35WDP0	354	3	354	22	503	0.9251	1	1	N	352
UniRef90_Q935X2	354	1	351	18	504	0.9347	1	1	N	351
UniRef90_A0A7M2K9I9	354	3	353	27	507	0.9232	1	1	N	351
UniRef90_B8HLG2	354	1	351	19	505	0.9347	1	1	N	351
UniRef90_A0AAT9FRR9	354	2	354	19	508	0.9405	1	1	N	353
UniRef90_A0A7C2P5U4	354	1	351	17	503	0.9347	1	1	N	351
UniRef90_A0A376D9W3	354	1	354	13	508	0.9520	1	1	N	354
UniRef90_A0A378XCM2	354	1	354	19	509	0.9424	1	1	N	354
UniRef90_A0A6B2M4Q6	354	2	354	20	505	0.9328	1	1	N	353
UniRef90_A0A0S2SIN8	354	2	352	22	506	0.9309	1	1	N	351
UniRef90_A0A842HA38	354	2	353	20	506	0.9347	1	1	N	352
UniRef90_A0A3A6UKH9	354	1	354	18	508	0.9424	1	1	N	354
UniRef90_A0A3S1CTZ6	354	4	354	21	497	0.9155	1	1	N	351
UniRef90_A0A0P1FST6	354	1	352	20	508	0.9386	1	1	N	352
UniRef90_A0A653KUD8	354	3	352	29	508	0.9213	1	1	N	350
UniRef90_A0A5C8P6R6	354	1	354	19	507	0.9386	1	1	N	354
UniRef90_A0A395JLR8	354	1	354	18	508	0.9424	1	1	N	354
UniRef90_A0A1Y1SI37	354	1	354	19	510	0.9443	1	1	N	354
UniRef90_A0AAQ3QUP9	354	2	354	20	505	0.9328	1	1	N	353
UniRef90_A0A934S7C6	354	2	354	18	508	0.9424	1	1	N	353
UniRef90_A0A443JGG8	354	2	354	23	507	0.9309	1	1	N	353
UniRef90_A0A085JJ82	354	2	353	20	501	0.9251	1	1	N	352
UniRef90_A0A1Y0D7Y6	354	9	354	27	501	0.9117	1	1	N	346
UniRef90_A0ABS5A819	354	4	354	25	507	0.9271	1	1	N	351
UniRef90_A0A517YYP9	354	2	354	19	502	0.9290	1	1	N	353
UniRef90_A0A1Q9GSW9	354	4	350	26	503	0.9175	1	1	N	347
UniRef90_A0A951P7M3	354	1	352	18	504	0.9347	1	1	N	352
UniRef90_A0A4R3Z6S3	354	1	353	19	504	0.9328	1	1	N	353
UniRef90_A0A9D1PUT8	354	4	353	30	507	0.9175	1	1	N	350
UniRef90_A0ABT6EYV4	354	1	351	21	504	0.9290	1	1	N	351
UniRef90_A0A128F735	354	2	354	19	508	0.9405	1	1	N	353
UniRef90_A0ABV7WW21	354	1	354	18	505	0.9367	1	1	N	354
UniRef90_A0ABS5SFW8	354	1	353	19	507	0.9386	1	1	N	353
UniRef90_A0ABS8DWM1	354	5	354	24	504	0.9232	1	1	N	350
UniRef90_A0A0M4DJF4	354	1	353	19	507	0.9386	1	1	N	353
UniRef90_A0A9D9E6V3	354	1	353	19	508	0.9405	1	1	N	353
UniRef90_A0A1R3VQF6	354	1	354	16	507	0.9443	1	1	N	354
UniRef90_A0A1I4RC16	354	8	354	23	503	0.9232	1	1	N	347
UniRef90_A0ABP9S2U9	354	2	354	20	507	0.9367	1	1	N	353
UniRef90_A0A9D1VBY6	354	2	354	19	508	0.9405	1	1	N	353
UniRef90_A0A2A5WH01	354	1	353	18	503	0.9328	1	1	N	353
UniRef90_A0A7X1E427	354	3	354	19	506	0.9367	1	1	N	352
UniRef90_A0ABS8CP91	354	2	354	20	505	0.9328	1	1	N	353
UniRef90_A0A6L8LMU3	354	1	353	19	508	0.9405	1	1	N	353
UniRef90_A0ABX7YWY1	354	8	354	32	509	0.9175	1	1	N	347
UniRef90_A0AAE4FQ93	354	1	352	18	505	0.9367	1	1	N	352
UniRef90_A0A8J3BCI9	354	14	354	38	508	0.9040	1	1	N	341
UniRef90_A0A095UVQ4	354	4	354	24	504	0.9232	1	1	N	351
UniRef90_A0A840IP51	354	15	354	53	510	0.8791	1	1	N	340
UniRef90_A0A0R2X686	354	2	354	12	500	0.9386	1	1	N	353
UniRef90_A0AA37S6T1	354	2	354	24	505	0.9251	1	1	N	353
UniRef90_A0A2S5TJ04	354	2	354	21	509	0.9386	1	1	N	353
UniRef90_A0ABV7C7C8	354	3	354	27	508	0.9251	1	1	N	352
UniRef90_Q0VQZ7	354	10	354	26	496	0.9040	1	1	N	345
UniRef90_Q8DIL5	353	1	351	21	504	0.9290	1	1	N	351
UniRef90_A0A4V6NPG9	354	1	352	19	507	0.9386	1	1	N	352
UniRef90_A0A1I4ZGG9	354	1	354	19	508	0.9405	1	1	N	354
UniRef90_A0ABV8CKA9	354	2	353	21	507	0.9347	1	1	N	352
UniRef90_A0A9J6RLL8	354	2	354	19	508	0.9405	1	1	N	353
UniRef90_A0A448TDY4	354	4	354	22	504	0.9271	1	1	N	351
UniRef90_E1IIA7	354	2	354	18	507	0.9405	1	1	N	353
UniRef90_A0A1W2D851	354	1	354	20	504	0.9309	1	1	N	354
UniRef90_A0A918XJQ8	354	1	354	17	507	0.9424	1	1	N	354
UniRef90_A0ABP6AAC7	354	8	354	22	507	0.9328	1	1	N	347
UniRef90_A1BFF4	354	1	354	19	502	0.9290	1	1	N	354
UniRef90_A0ABS5JV79	354	2	353	22	504	0.9271	1	1	N	352
UniRef90_A0ABW8NEY4	354	4	354	27	505	0.9194	1	1	N	351
UniRef90_A0ABX1J0X7	354	2	354	20	507	0.9367	1	1	N	353
UniRef90_A0A8J6TNT6	354	2	354	19	508	0.9405	1	1	N	353
UniRef90_A0A2U3BBK8	354	3	354	25	505	0.9232	1	1	N	352
UniRef90_A0A518I4N7	347	1	347	18	503	0.9328	1	1	N	347
UniRef90_A0A1C7PB45	354	1	354	14	509	0.9520	1	1	N	354
UniRef90_E1R732	354	2	354	17	505	0.9386	1	1	N	353
UniRef90_B8KXK3	354	3	353	21	508	0.9367	1	1	N	351
UniRef90_A0A8B6X835	354	1	353	19	508	0.9405	1	1	N	353
UniRef90_A0A4R2N191	354	5	354	28	505	0.9175	1	1	N	350
UniRef90_A0A2N5X401	354	1	354	17	504	0.9367	1	1	N	354
UniRef90_B7K959	354	1	352	19	504	0.9328	1	1	N	352
UniRef90_A0A1X0XN01	354	2	352	22	506	0.9309	1	1	N	351
UniRef90_A0A317C876	354	1	354	18	508	0.9424	1	1	N	354
UniRef90_A0A3B0ZML6	354	1	354	18	508	0.9424	1	1	N	354
UniRef90_UPI0021C3E164	354	2	353	20	508	0.9386	1	1	N	352
UniRef90_UPI003260600B	354	8	352	27	505	0.9194	1	1	N	345
UniRef90_UPI0016882ABB	354	1	353	18	505	0.9367	1	1	N	353
UniRef90_UPI001408B266	354	15	354	28	499	0.9060	1	1	N	340
UniRef90_UPI0009502B8D	354	2	351	21	504	0.9290	1	1	N	350
UniRef90_UPI0008965D67	354	2	354	20	505	0.9328	1	1	N	353
UniRef90_UPI000BB5607F	354	1	353	19	504	0.9328	1	1	N	353
UniRef90_UPI000570CD45	354	1	354	19	508	0.9405	1	1	N	354
UniRef90_UPI00299E21F8	354	12	354	28	499	0.9060	1	1	N	343
UniRef90_UPI00112C9B46	354	1	353	20	504	0.9309	1	1	N	353
