seq_id	subtype_source	source_fasta	length
UniRef90_UPI0018F4B2F2	Ia	results/02_qc/nr80_Ia.fasta	362
UniRef90_UPI0014215B62	Ia	results/02_qc/nr80_Ia.fasta	362
UniRef90_UPI00161A2671	Ia	results/02_qc/nr80_Ia.fasta	362
UniRef90_UPI0003726038	Ia	results/02_qc/nr80_Ia.fasta	362
UniRef90_UPI001BC93D69	Ia	results/02_qc/nr80_Ia.fasta	362
UniRef90_UPI003792AD6A	Ia	results/02_qc/nr80_Ia.fasta	362
UniRef90_A0A4R7AYZ6	Ia	results/02_qc/nr80_Ia.fasta	355
UniRef90_UPI002B29E58D	Ia	results/02_qc/nr80_Ia.fasta	362
UniRef90_A0AAV5QEW4	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0AAD4CA27	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A136J5P8	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A4P9Y8T4	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0AAV4I671	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A1C2DRN4	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_E3FR11	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_D6CR78	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A1H7VPJ5	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A242NKM6	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A3A6TML4	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A3N2DKY2	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A1K999	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A2Z2NSN6	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0ABR7Z5W8	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0ABT7LP93	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A085JDS9	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A211ZNS4	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_Q7VQF7	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0ABR9SIE2	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_I4VZR7	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A975BA40	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A542DPW2	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A0F7JVZ5	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A8J3CIV7	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A8D9JPB2	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A1Q9LLA0	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0ABU6K3Y6	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A4P9K6D4	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A2Z6DXC9	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A089WUE2	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_I3CEX0	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0ABP8Q3Y1	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_G0ACV6	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A7W8GGV5	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A4Y8ZSX5	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A9G660	Ia	results/02_qc/nr80_Ia.fasta	355
UniRef90_B1ZPP9	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A3E0H3T3	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A7W8D289	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0ABY9EFI5	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A380QMU2	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0ABT9JVZ4	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A4R2N0Y4	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A9E8KQN7	Ia	results/02_qc/nr80_Ia.fasta	355
UniRef90_A0A0F9P5Y8	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI0013582246	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI001A216A7D	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A1T1GTC6	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI00293CAABF	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI000CD0D622	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A5C5VA28	Ia	results/02_qc/nr80_Ia.fasta	354
UniRef90_UPI0031DA025E	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI00061A6A88	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0ABT3CKI2	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI000F467B24	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI000464CB84	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI003B7CF79C	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI00360DA5F7	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI000B9BFF56	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI001AF2C244	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI0028690B9B	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI00118001A1	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_D7DHN9	Ia	results/02_qc/nr80_Ia.fasta	357
UniRef90_UPI0021C46E05	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI003F9B26A3	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI00274C0E02	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_N6V531	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0029053892	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI00403B1CDE	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI002A752582	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI001EC6CC32	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI001F12A582	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI0010F890F7	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI0022463AFB	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI00200CA934	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI000BA42DEF	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI0035AF1BB0	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI001F1D8F93	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI0004005122	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_UPI0036F1CCA1	Ia	results/02_qc/nr80_Ia.fasta	361
UniRef90_A0A0F7SXN0	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A9P1FWM5	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0AB38YJ16	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A6J4T7S0	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A178J5Y8	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A240EA12	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0AB94IF04	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A177IRZ8	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_Q7V3U2	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A839EUA7	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0AA47KNJ5	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0ABV4AH40	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_Q83CW9	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A844AYS1	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A679I4P9	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_D1NY73	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_Q6LGA9	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A2D2DT23	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A853IFP3	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A127FB63	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A7X0JUG0	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A7C9I1M1	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A1A6C3H6	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A4V2PNG8	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0ABY6AEP5	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0ABV7H1W6	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A2T1DX87	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A1Z4VST5	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A1H9ZF32	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_F8L1V8	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A0F5JZN0	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0ABP8K121	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A0B6RPT9	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A1V0B5V4	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A1P8UL20	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A5B0X3K7	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0ABQ5QAQ0	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A7X0H8L9	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0AA42CXW4	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A0M6W6B6	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A2D2CVF9	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A6GES9	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A222FRD6	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A372ISM5	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A2P5T1L5	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A107GIS7	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A117XXF7	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0ABX3KWP6	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A1J5SIF3	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A5E8CIH0	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A6C0FAP9	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A381YKQ5	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A381RCI4	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI000C566E15	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A5Q0C4Q2	Ia	results/02_qc/nr80_Ia.fasta	356
UniRef90_UPI0039A34E9D	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A7Y9ICL0	Ia	results/02_qc/nr80_Ia.fasta	357
UniRef90_A0A9W6L6N1	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI0027376C9B	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0007029EE4	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0035AE289E	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0030B138E4	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0036C229C6	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0018CF5900	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI00135B6BBC	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI000E0B0ACD	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A1H0ELH8	Ia	results/02_qc/nr80_Ia.fasta	357
UniRef90_UPI0005EB0EA1	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0004F8E416	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0025BA0570	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI001BAAB3B9	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0025AEEF34	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI000C7AB613	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI000DBE0C65	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI001EB2C7EC	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI003CE8CAE3	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI002074856E	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI00334283A5	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0036431534	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI000424308A	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI003D0698DF	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI000E0DF412	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI000C2FA40E	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_A0A1E2UUZ9	Ia	results/02_qc/nr80_Ia.fasta	355
UniRef90_UPI000427538D	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI00200C1702	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI001F4AD2F5	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0031097028	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI003EDB7FA6	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI002E339474	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0025B3E04C	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_UPI0033C44CC0	Ia	results/02_qc/nr80_Ia.fasta	360
UniRef90_U4L022	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A6S6TDV4	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_F3L141	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_D4G7V0	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A1G6CDF5	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0ABX0Y8H5	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_E7RYA6	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A127M5H3	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A345DB31	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A5C6M509	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_S9ZUD7	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A9D9NDV3	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0ABU3VW40	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A0F5VJE2	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A3P3ZMW4	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0ABU3ZMK8	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A844G302	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A4U0Q8E6	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A1H1ZZ02	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_Q5NZE2	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_Q7VNP6	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A098TIF7	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A1I7HE53	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A423PWU6	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A832N397	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A1G8FHS6	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0ABR9DNK4	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A5B1CPD1	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A1E8CGT8	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_S5TTU3	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A6C1B5J9	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_Q0AC07	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A330M1P4	Ia	results/02_qc/nr80_Ia.fasta	355
UniRef90_A0A418V7D1	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0ABU9Z4A2	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A1B4V2B2	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A7W9DSE1	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_G2LFV5	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A286U210	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A972F8H2	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_I4B5D1	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A516PVS8	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0ABS7YW33	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0AA37TCH2	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A7G9THH7	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0ABT3THX3	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A2S0PFB2	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A6L5JU41	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A5EXY7	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A831R1U5	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A921NTG4	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A9D9H4R8	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_U2JUK5	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_E6WQ30	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A562HZ96	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A542YTX3	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0ABV6G6X6	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A2U1UCH5	Ia	results/02_qc/nr80_Ia.fasta	357
UniRef90_A0A975SNF9	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A1I1NYS2	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A8J2BN58	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0ABU4HVZ9	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A520LJG0	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A388SAV9	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A4R1EZ30	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0AA41W784	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A831SSG7	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A2T1A4P9	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A1J5RHV8	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI003D0D036F	Ia	results/02_qc/nr80_Ia.fasta	356
UniRef90_UPI002633212B	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI0030AFC658	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI000737C676	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI001648684F	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A432M003	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_UPI001803B70A	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI0023008C25	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI003565DB9B	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0AA36UVY0	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_UPI000931D6DC	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI002B483FF0	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI00248F631C	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI00280FEBB9	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI00226EDED7	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI0026016707	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI001059B5A6	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI0011D1C755	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_W0HY85	Ia	results/02_qc/nr80_Ia.fasta	348
UniRef90_UPI001C09EFEC	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI00396F50AB	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI003D349D71	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI003D2706EB	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI000F820C9C	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI0026F0BA9C	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI001B323F38	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_S3MG04	Ia	results/02_qc/nr80_Ia.fasta	356
UniRef90_UPI001FEE02C1	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI00058E2BCD	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI00221FDE71	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI004055744A	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI002BDD650E	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0A423PI33	Ia	results/02_qc/nr80_Ia.fasta	356
UniRef90_UPI002FCFA234	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI001EF6B993	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI000D3E927E	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI003A90D6CF	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI001D0454F4	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI002220F359	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_UPI003864B139	Ia	results/02_qc/nr80_Ia.fasta	359
UniRef90_A0ABT7SR71	Ia	results/02_qc/nr80_Ia.fasta	346
UniRef90_A0A9P8PK91	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A0H3ZM84	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0AAU7DT23	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A377GFP6	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A0F5EXE8	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_Q0MYL5	Ia	results/02_qc/nr80_Ia.fasta	357
UniRef90_A0AA96GFX3	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A0S2SCW8	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_G8QLV1	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A076LLC2	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A172YFX5	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A081NCE6	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0AB36K4I9	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A345DEB2	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_D7CU45	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A4Y4CV57	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A078KEH3	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0ABS2KNN9	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A9Q2SBS8	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_F4GHY8	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0ABP5DDB9	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A2A5B2X5	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A2A4X8P8	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A2A5AYL2	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A4U1BP75	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_K0CH70	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0ABU1RRA3	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0ABW1XKX1	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A1E5E0T1	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A931H646	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A5C8ZUK6	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_R8AMW7	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A1X1XQB0	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A542DBF9	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A1Y0IA09	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_F0RWE5	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0AA97I5X6	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_W0E316	Ia	results/02_qc/nr80_Ia.fasta	356
UniRef90_A0ABS5T8E4	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A3R9F497	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A3N4W3J0	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A4R6URP5	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A7U7GEX5	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0AAE4B015	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A2V1K0R2	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A1E5XLS2	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A7Y4B113	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A7X2PCU5	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0ABU1GV38	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A518GKC6	Ia	results/02_qc/nr80_Ia.fasta	358
UniRef90_A0A844AZN3	Ia	results/02_qc/nr80_Ia.fasta	358
