seq_id	n_ext_len	n_ext_relaxed	n_ext_strict	insert_len	insert_relaxed	insert_strict	act_hmm_relaxed	act_hmm_strict	cm_hmm_relaxed	cm_hmm_strict	c_ext_len	c_ext_relaxed	c_ext_strict	c_residual_relaxed	c_residual_strict	trait_asr_priority
UniRef90_UPI000414886C	20	1	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI003D0DC979	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003F3A72DE	15	1	0	0	0	0	0	0	0	0	9	0	0	0	0	primary_orthogonal
UniRef90_UPI003F82DFCF	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI0029C6C9FF	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A5R8KF74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003DA71079	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI00345AAA6C	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1H2QE65	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1I7B7C6	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI001C0BF2F8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0H5C1V8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A4P9ZKG3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A8QAQ6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A9N8YNM7	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A9W6YSB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_G3B5K7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A7W4W9P8	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A9W6D2E6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	primary_orthogonal
UniRef90_A0A0A0BYN5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3E0HDC1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_A0A2X0WWE4	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2S9M2Y1	14	1	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A1G8GEL2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABX8S7G0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A4Q8ADM2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_H8L4V9	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_A0ABS8P6U0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A846RQP6	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A8J6M374	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_A0A640WHN0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABV4P2X0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	primary_orthogonal
UniRef90_A0ABW7HLU9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A1BBF8	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_U5NE81	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A060NTC9	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_L0GUH6	18	1	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A0U5L4E9	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2M8LFA2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00037DA1ED	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0022542B72	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0023644086	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI002E7630F7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI00185DC702	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0037B6902F	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0003718612	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI002B46FBAB	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A928Z4C5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI000A8C529C	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI00391A54DA	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	primary_orthogonal
UniRef90_UPI003ECA8300	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI001903DB04	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0024BF035B	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0019CDAD98	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0020BE4AC9	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A0N8H8Q9	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_A0AAN7HYU2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J3MDN7	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A0C7NEJ6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1R1PRG5	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A3N4IHM6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_R4YV08	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABP6RJK8	10	1	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0ABV7B721	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1G6P2X6	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A0C2IDG0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_A0A1H1T9E0	10	1	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABW2LA80	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1I6RKW8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A365TR80	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABP7NVS5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_A0A238H2C5	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	primary_orthogonal
UniRef90_A0A931D8V1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A379M4V0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A239JUV1	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A2P8EBA1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_E8Q5T6	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	primary_orthogonal
UniRef90_A0A494WY02	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_A0A365QXJ0	12	1	0	0	0	0	0	0	0	0	16	1	0	1	0	secondary_residual
UniRef90_A0ABY4YMS1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A9D1GVF0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABU0H189	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_A0A4R2KG79	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_W1IUT0	4	0	0	0	0	0	0	0	0	0	12	1	0	1	0	secondary_residual
UniRef90_A0AAU8RR92	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A8D4LJ25	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0AAE9VPL1	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A520S122	3	0	0	0	0	0	0	0	0	0	11	1	0	1	0	secondary_residual
UniRef90_A0ABD6Q8I4	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	primary_orthogonal
UniRef90_A0A317C900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A2H9T465	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A160TUF6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A381VIK6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI001CBB0D46	13	1	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0026350457	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0030AFAFE3	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000349DFB1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A8T7M232	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI0010F9F519	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_UPI002087ED0E	0	0	0	0	0	0	0	0	0	0	12	1	0	1	0	secondary_residual
UniRef90_UPI001CBD1E19	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0032EB537F	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI001B633A79	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0AB73FUW1	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	primary_orthogonal
UniRef90_UPI003C7DFE75	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	primary_orthogonal
UniRef90_UPI0030D00B35	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI0020B7C9F3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0004150631	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0008861490	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_UPI0027188308	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_UPI00259C9B51	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_UPI00301C4A30	30	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000DE6AB8C	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_UPI000E2F6739	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	primary_orthogonal
UniRef90_UPI003C761BA7	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI003555D739	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3N2DCN1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI001764690A	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A2N1JF50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A420HID6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A139ATW0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1E3QJX3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A7S4AZU8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_D6YRI2	3	0	0	0	0	0	0	0	0	0	11	1	0	1	0	secondary_residual
UniRef90_A0A378Q9J1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A1G8EPD7	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3M6Q2Z4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A345IEQ6	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_W8X3S8	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0ABW0SWX5	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_A0A934Q0G8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0AAD0SH54	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_A0A562ZYP7	14	1	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A1Y0IG65	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1F5JDZ6	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0YBB8	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ABW3T5I5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A1F6VDT0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1I2CB89	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0A291B818	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_V9VLS1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_A0A840MMT4	11	1	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_Q07Z09	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_A0A1I4YNX0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A1T0CKD9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1G7YYV3	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0ABQ2FEZ2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2A5WHT8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI002FCA487B	0	0	0	0	0	0	0	0	0	0	10	1	0	1	0	secondary_residual
UniRef90_UPI001D0A1BC4	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI002EDA68F6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_UPI000DA14E7C	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0013A774FA	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI003FA2D85E	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0003B5C5F3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI003B5CA9EF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0009435371	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0039E4B820	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0035B0730B	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI000C61461D	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0038905931	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI00249F4C0E	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0025BD8DC9	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI0034CE60FC	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003D0BB5BC	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A9Q8TXT3	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_UPI0033982B9B	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00040FA5F6	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003DA4E222	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0026DB422A	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0028105993	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_UPI003C455FF8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A875S3N2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A9W8DPN3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1E3NF18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A9P8AHE5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1E4TYR1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ACC2RW03	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1I4ML63	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J4VKE5	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A1T0A2M0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_Q6NDS7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A1B0ZYK1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A934U4S1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABR8TRJ6	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABY8VFT1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1T1D303	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A8H2PMX4	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABU8S134	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_A0A1S8DDG1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A810KV83	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0A4P9VLF3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A7W5ERD7	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A328AEN6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_E3BG98	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0R0D3B7	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A919BRL7	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_L7LDT1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0M7DXR1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A223RT15	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABP8ZY49	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A6N7LRH4	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A4R1G2U9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1I1G0D8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A7W7SUD1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A1AVX6	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_C6WZ78	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1B8HKA6	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_A0A1E7RE02	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABS5XKZ4	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A7W7WXS4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A1H5MQW2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_Q2IDR7	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	primary_orthogonal
UniRef90_A0ABS5F782	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A4Y4EZQ7	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A437RAL6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1G9R2V7	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A437K063	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_B8KQY6	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A7W8M7Y2	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_C7QZT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_U3U235	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_A0A553H4N7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3B1BDX8	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A382HVP1	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A9X3ECH0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0013BCF44D	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI003013488B	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	primary_orthogonal
UniRef90_UPI0025E7D2BF	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI0036A7F7BF	23	1	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI000D3C53AA	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_UPI002BCBD66D	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI001A8D3022	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI002FC8B8E1	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_UPI003F8830D5	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI0020CD0F5F	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_UPI00339890A7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI0012E1B5B6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003ECF436A	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A3P3QT82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI002E36ACD4	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI002805410F	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A011R1U0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI001C2D38D2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI001CF95437	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI0022FE2EAD	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_W0PGM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A9N8V361	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A8QD78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABR2X5L5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0AAF0EW72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3N4IE55	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
