seq_id	N_ext	alpha2beta3_insert	ACT_domain	CM_domain	C_tail	boundary_confidence
UniRef90_UPI001A9925DC	0	0	0	0	0	high
UniRef90_UPI0039192567	0	0	0	0	0	high
UniRef90_UPI001262AC23	0	0	0	0	0	high
UniRef90_UPI00006E583D	0	0	0	0	0	high
UniRef90_UPI003221C649	0	0	0	0	0	high
UniRef90_UPI003FCC131F	0	0	0	0	0	high
UniRef90_A0A2S7UZM8	0	0	0	0	0	high
UniRef90_UPI00083CDC58	0	0	0	0	0	high
UniRef90_UPI0012E2282D	0	0	0	0	0	high
UniRef90_A0A1G7YYM2	0	0	0	0	0	high
UniRef90_UPI001685319F	0	0	0	0	0	high
UniRef90_UPI0039B37563	0	0	0	0	0	high
UniRef90_UPI003BAF1F88	0	0	0	0	0	high
UniRef90_UPI002BD644AB	0	0	0	0	0	high
UniRef90_UPI001AD26BB7	0	0	0	0	0	high
UniRef90_A0ABS2RGS3	0	0	0	0	0	high
UniRef90_UPI0029DBA47A	1	0	0	0	0	medium
UniRef90_UPI001BDCB133	0	0	0	0	0	high
UniRef90_UPI001F2FDBC8	0	0	0	0	0	high
UniRef90_UPI0020CA2874	0	0	0	0	0	high
UniRef90_Q6CDZ3	0	0	0	0	0	high
UniRef90_A0A1X2HQE5	0	0	0	0	0	high
UniRef90_A0A1Y2FET0	0	0	0	0	0	high
UniRef90_A0A163JHW1	0	0	0	0	1	high
UniRef90_A0A8H7R5K8	0	0	0	0	0	high
UniRef90_A0A1D2VMK0	0	0	0	0	0	high
UniRef90_A0A0N1HVH7	0	0	0	0	0	high
UniRef90_R4XBV4	0	0	0	0	0	high
UniRef90_A0A9E9F194	0	0	0	0	0	high
UniRef90_B5EBV2	0	0	0	0	0	high
UniRef90_A0A4Q7EA28	0	0	0	0	0	high
UniRef90_A0A1Z4BWI9	0	0	0	0	0	high
UniRef90_A0A0S2SMU4	0	0	0	0	0	high
UniRef90_A0A1G7CR49	0	0	0	0	0	high
UniRef90_A0ABN2JUX9	0	0	0	0	0	high
UniRef90_A0A1G2R4T2	0	0	0	0	0	high
UniRef90_A0ABV7YNL4	0	0	0	0	0	high
UniRef90_A0A1X7CET0	0	0	0	0	0	high
UniRef90_A0A2Z3GVA6	0	0	0	0	0	high
UniRef90_A0A3N0UXT4	0	0	0	0	0	high
UniRef90_A0ABW2Y3H6	0	0	0	0	0	high
UniRef90_A0A7Y9S3T8	0	0	0	0	0	high
UniRef90_A0A0B7IRV8	0	0	0	0	0	high
UniRef90_A0A7D5D8R1	0	0	0	0	0	high
UniRef90_A0A1G9S6R5	0	0	0	0	0	high
UniRef90_N6VZP4	0	0	0	0	0	high
UniRef90_A0A318L1U9	0	0	0	0	0	high
UniRef90_A0ABP9SAE6	0	0	0	0	0	high
UniRef90_A0A2H0V1X7	0	0	0	0	0	high
UniRef90_A0ABW3I870	0	0	0	0	0	high
UniRef90_A0ABX7JRK9	0	0	0	0	0	high
UniRef90_A0A1X7AR09	0	0	0	0	0	high
UniRef90_A0ABW5GUK6	1	0	0	0	0	medium
UniRef90_A0A8D5JYM6	0	0	0	0	0	high
UniRef90_A0ABN6XC26	1	0	0	0	0	high
UniRef90_A0ABW0MB21	0	0	0	0	0	high
UniRef90_A0ABX1SAF0	0	0	0	0	0	high
UniRef90_A0A4Z0F8R9	0	0	0	0	0	high
UniRef90_A0A8D4VN50	0	0	0	0	0	high
UniRef90_A0A0H5DNR2	0	0	0	0	1	medium
UniRef90_A0A8J3BUD2	0	0	0	0	1	medium
UniRef90_A0A9X2I1C1	0	0	0	0	0	high
UniRef90_A0A5Q0BH82	0	0	0	0	0	high
UniRef90_A0A263D827	0	0	0	0	0	high
UniRef90_A0A6I6D3S4	0	0	0	0	0	high
UniRef90_A0A1R4I2S0	1	0	0	0	0	medium
UniRef90_A0A916RGU7	0	0	0	0	0	high
UniRef90_A0A3B0ZHA0	0	0	0	0	0	high
UniRef90_UPI000B993B1B	0	0	0	0	0	high
UniRef90_UPI0039C9F44D	0	0	0	0	0	high
UniRef90_UPI0038206A2F	0	0	0	0	0	high
UniRef90_UPI0018CCF5BF	0	0	0	0	0	high
UniRef90_UPI0026104360	0	0	0	0	0	high
UniRef90_UPI0037A3FCF5	0	0	0	0	0	high
UniRef90_UPI0015668206	0	0	0	0	0	high
UniRef90_UPI00261BBD7F	1	0	0	0	0	medium
UniRef90_UPI0037D2FA02	0	0	0	0	0	high
UniRef90_UPI000D69E6AD	0	0	0	0	0	high
UniRef90_UPI00089DAB33	0	0	0	0	0	high
UniRef90_UPI00046FCB51	0	0	0	0	1	medium
UniRef90_UPI000BA4A546	0	0	0	0	0	high
UniRef90_UPI00366F2D28	0	0	0	0	0	high
UniRef90_UPI0035B87487	1	0	0	0	0	medium
UniRef90_UPI0027DC8C39	0	0	0	0	0	high
UniRef90_A0A2P5TL53	0	0	0	0	0	high
UniRef90_UPI001F4F1C79	0	0	0	0	0	high
UniRef90_UPI001E63E868	0	0	0	0	0	high
UniRef90_UPI0012EC102B	0	0	0	0	0	high
UniRef90_UPI003CC6C655	0	0	0	0	0	high
UniRef90_UPI0036BB1D45	0	0	0	0	0	high
UniRef90_UPI0012B4F077	0	0	0	0	0	high
UniRef90_UPI00055FE8D6	0	0	0	0	0	high
UniRef90_A0A831W8X3	0	0	0	0	0	high
UniRef90_UPI003F8849AA	1	0	0	0	0	medium
UniRef90_UPI00036D49F9	0	0	0	0	0	high
UniRef90_UPI00272089EA	0	0	0	0	0	high
UniRef90_UPI00117C70C1	0	0	0	0	0	high
UniRef90_UPI0040337BD0	1	0	0	0	0	medium
UniRef90_A0A0E1NKU4	0	0	0	0	0	high
UniRef90_UPI002B45921D	1	0	0	0	0	medium
UniRef90_UPI0024848082	0	0	0	0	0	high
UniRef90_UPI00140C0634	1	0	0	0	0	medium
UniRef90_UPI001F399996	0	0	0	0	0	high
UniRef90_UPI0018F4B2F2	0	0	0	0	0	high
UniRef90_UPI0014215B62	0	0	0	0	0	high
UniRef90_UPI00161A2671	0	0	0	0	0	high
UniRef90_UPI0003726038	1	0	0	0	0	medium
UniRef90_UPI001BC93D69	0	0	0	0	1	medium
UniRef90_UPI003792AD6A	0	0	0	0	0	high
UniRef90_A0A4R7AYZ6	0	0	0	0	0	high
UniRef90_UPI002B29E58D	0	0	0	0	0	high
UniRef90_A0AAV5QEW4	0	0	0	0	0	high
UniRef90_A0AAD4CA27	0	0	0	0	0	high
UniRef90_A0A136J5P8	0	0	0	0	0	high
UniRef90_A0A4P9Y8T4	0	0	0	0	0	high
UniRef90_A0AAV4I671	0	0	0	0	0	high
UniRef90_A0A1C2DRN4	1	0	0	0	0	medium
UniRef90_E3FR11	0	0	0	0	0	high
UniRef90_D6CR78	0	0	0	0	0	high
UniRef90_A0A1H7VPJ5	0	0	0	0	0	high
UniRef90_A0A242NKM6	0	0	0	0	0	high
UniRef90_A0A3A6TML4	1	0	0	0	0	medium
UniRef90_A0A3N2DKY2	0	0	0	0	0	high
UniRef90_A1K999	0	0	0	0	0	high
UniRef90_A0A2Z2NSN6	0	0	0	0	0	high
UniRef90_A0ABR7Z5W8	0	0	0	0	0	high
UniRef90_A0ABT7LP93	1	0	0	0	0	medium
UniRef90_A0A085JDS9	1	0	0	0	0	medium
UniRef90_A0A211ZNS4	0	0	0	0	0	high
UniRef90_Q7VQF7	0	0	0	0	0	high
UniRef90_A0ABR9SIE2	0	0	0	0	0	high
UniRef90_I4VZR7	0	0	0	0	0	high
UniRef90_A0A975BA40	0	0	0	0	0	high
UniRef90_A0A542DPW2	0	0	0	0	0	high
UniRef90_A0A0F7JVZ5	0	0	0	0	0	high
UniRef90_A0A8J3CIV7	0	0	0	0	0	high
UniRef90_A0A8D9JPB2	0	0	0	0	0	high
UniRef90_A0A1Q9LLA0	1	0	0	0	0	medium
UniRef90_A0ABU6K3Y6	0	0	0	0	0	high
UniRef90_A0A4P9K6D4	0	0	0	0	0	high
UniRef90_A0A2Z6DXC9	0	0	0	0	0	high
UniRef90_A0A089WUE2	1	0	0	0	0	medium
UniRef90_I3CEX0	0	0	0	0	0	high
UniRef90_A0ABP8Q3Y1	0	0	0	0	0	high
UniRef90_G0ACV6	0	0	0	0	0	high
UniRef90_A0A7W8GGV5	0	0	0	0	0	high
UniRef90_A0A4Y8ZSX5	0	0	0	0	0	high
UniRef90_A9G660	0	0	0	0	0	high
UniRef90_B1ZPP9	0	0	0	0	0	high
UniRef90_A0A3E0H3T3	0	0	0	0	0	high
UniRef90_A0A7W8D289	0	0	0	0	0	high
UniRef90_A0ABY9EFI5	0	0	0	0	0	high
UniRef90_A0A380QMU2	0	0	0	0	0	high
UniRef90_A0ABT9JVZ4	0	0	0	0	0	high
UniRef90_A0A4R2N0Y4	0	0	0	0	0	high
UniRef90_A0A9E8KQN7	0	0	0	0	0	high
UniRef90_A0A0F9P5Y8	1	0	0	0	0	high
UniRef90_UPI0013582246	0	0	0	0	0	high
UniRef90_UPI001A216A7D	0	0	0	0	0	high
UniRef90_A0A1T1GTC6	0	0	0	0	0	high
UniRef90_UPI00293CAABF	1	0	0	0	0	medium
UniRef90_UPI000CD0D622	0	0	0	0	0	high
UniRef90_A0A5C5VA28	0	0	0	0	0	high
UniRef90_UPI0031DA025E	0	0	0	0	0	high
UniRef90_UPI00061A6A88	0	0	0	0	0	high
UniRef90_A0ABT3CKI2	0	0	0	0	0	high
UniRef90_UPI000F467B24	0	0	0	0	0	high
UniRef90_UPI000464CB84	0	0	0	0	0	high
UniRef90_UPI003B7CF79C	0	0	0	0	0	high
UniRef90_UPI00360DA5F7	1	0	0	0	0	medium
UniRef90_UPI000B9BFF56	1	0	0	0	0	medium
UniRef90_UPI001AF2C244	0	0	0	0	0	high
UniRef90_UPI0028690B9B	0	0	0	0	0	high
UniRef90_UPI00118001A1	0	0	0	0	0	high
UniRef90_D7DHN9	0	0	0	0	0	high
UniRef90_UPI0021C46E05	0	0	0	0	0	high
UniRef90_UPI003F9B26A3	0	0	0	0	0	high
UniRef90_UPI00274C0E02	0	0	0	0	0	high
UniRef90_N6V531	0	0	0	0	0	high
UniRef90_UPI0029053892	0	0	0	0	0	high
UniRef90_UPI00403B1CDE	0	0	0	0	0	high
UniRef90_UPI002A752582	1	0	0	0	0	medium
UniRef90_UPI001EC6CC32	0	0	0	0	0	high
UniRef90_UPI001F12A582	0	0	0	0	0	high
UniRef90_UPI0010F890F7	0	0	0	0	0	high
UniRef90_UPI0022463AFB	0	0	0	0	0	high
UniRef90_UPI00200CA934	0	0	0	0	0	high
UniRef90_UPI000BA42DEF	0	0	0	0	0	high
UniRef90_UPI0035AF1BB0	0	0	0	0	0	high
UniRef90_UPI001F1D8F93	0	0	0	0	0	high
UniRef90_UPI0004005122	0	0	0	0	0	high
UniRef90_UPI0036F1CCA1	0	0	0	0	0	high
UniRef90_A0A0F7SXN0	0	0	0	0	0	high
UniRef90_A0A9P1FWM5	1	0	0	0	1	medium
UniRef90_A0AB38YJ16	0	0	0	0	0	high
UniRef90_A0A6J4T7S0	0	0	0	0	0	high
UniRef90_A0A178J5Y8	0	0	0	0	0	high
UniRef90_A0A240EA12	0	0	0	0	0	high
UniRef90_A0AB94IF04	0	0	0	0	0	high
UniRef90_A0A177IRZ8	0	0	0	0	0	high
UniRef90_Q7V3U2	0	0	0	0	0	high
UniRef90_A0A839EUA7	0	0	0	0	0	high
UniRef90_A0AA47KNJ5	0	0	0	0	0	high
UniRef90_A0ABV4AH40	0	0	0	0	0	high
UniRef90_Q83CW9	0	0	0	0	0	high
UniRef90_A0A844AYS1	0	0	0	0	0	high
UniRef90_A0A679I4P9	0	0	0	0	0	high
UniRef90_D1NY73	0	0	0	0	0	high
UniRef90_Q6LGA9	0	0	0	0	0	high
UniRef90_A0A2D2DT23	0	0	0	0	0	high
UniRef90_A0A853IFP3	0	0	0	0	0	high
UniRef90_A0A127FB63	0	0	0	0	0	high
UniRef90_A0A7X0JUG0	0	0	0	0	0	high
UniRef90_A0A7C9I1M1	0	0	0	0	0	high
UniRef90_A0A1A6C3H6	0	0	0	0	0	high
UniRef90_A0A4V2PNG8	0	0	0	0	0	high
UniRef90_A0ABY6AEP5	0	0	0	0	0	high
UniRef90_A0ABV7H1W6	0	0	0	0	0	high
UniRef90_A0A2T1DX87	0	0	0	0	0	high
UniRef90_A0A1Z4VST5	0	0	0	0	0	high
UniRef90_A0A1H9ZF32	0	0	0	0	0	high
UniRef90_F8L1V8	0	0	0	0	0	high
UniRef90_A0A0F5JZN0	0	0	0	0	0	high
UniRef90_A0ABP8K121	0	0	0	0	0	high
UniRef90_A0A0B6RPT9	0	0	0	0	0	high
UniRef90_A0A1V0B5V4	1	0	0	0	0	medium
UniRef90_A0A1P8UL20	0	0	0	0	0	high
UniRef90_A0A5B0X3K7	0	0	0	0	0	high
UniRef90_A0ABQ5QAQ0	0	0	0	0	0	high
UniRef90_A0A7X0H8L9	0	0	0	0	0	high
UniRef90_A0AA42CXW4	0	0	0	0	0	high
UniRef90_A0A0M6W6B6	0	0	0	0	0	high
UniRef90_A0A2D2CVF9	0	0	0	0	0	high
UniRef90_A6GES9	0	0	0	0	0	high
UniRef90_A0A222FRD6	0	0	0	0	0	high
UniRef90_A0A372ISM5	0	0	0	0	0	high
UniRef90_A0A2P5T1L5	0	0	0	0	0	high
UniRef90_A0A107GIS7	0	0	0	0	0	high
UniRef90_A0A117XXF7	0	0	0	0	0	high
UniRef90_A0ABX3KWP6	0	0	0	0	0	high
UniRef90_A0A1J5SIF3	0	0	0	0	0	high
UniRef90_A0A5E8CIH0	0	0	0	0	0	high
UniRef90_A0A6C0FAP9	0	0	0	0	0	high
UniRef90_A0A381YKQ5	0	0	0	0	0	high
UniRef90_A0A381RCI4	0	0	0	0	0	high
UniRef90_UPI000C566E15	0	0	0	0	0	high
UniRef90_A0A5Q0C4Q2	0	0	0	0	0	high
UniRef90_UPI0039A34E9D	0	0	0	0	0	high
UniRef90_A0A7Y9ICL0	0	0	0	0	0	high
UniRef90_A0A9W6L6N1	0	0	0	0	0	high
UniRef90_UPI0027376C9B	0	0	0	0	0	high
UniRef90_UPI0007029EE4	1	0	0	0	0	medium
UniRef90_UPI0035AE289E	0	0	0	0	0	high
UniRef90_UPI0030B138E4	0	0	0	0	0	high
UniRef90_UPI0036C229C6	0	0	0	0	0	high
UniRef90_UPI0018CF5900	0	0	0	0	0	high
UniRef90_UPI00135B6BBC	0	0	0	0	0	high
UniRef90_UPI000E0B0ACD	0	0	0	0	0	high
UniRef90_A0A1H0ELH8	1	0	0	0	0	medium
UniRef90_UPI0005EB0EA1	0	0	0	0	0	high
UniRef90_UPI0004F8E416	0	0	0	0	0	high
UniRef90_UPI0025BA0570	0	0	0	0	0	high
UniRef90_UPI001BAAB3B9	0	0	0	0	0	high
UniRef90_UPI0025AEEF34	0	0	0	0	0	high
UniRef90_UPI000C7AB613	0	0	0	0	0	high
UniRef90_UPI000DBE0C65	0	0	0	0	0	high
UniRef90_UPI001EB2C7EC	0	0	0	0	0	high
UniRef90_UPI003CE8CAE3	0	0	0	0	0	high
UniRef90_UPI002074856E	0	0	0	0	0	high
UniRef90_UPI00334283A5	1	0	0	0	0	medium
UniRef90_UPI0036431534	0	0	0	0	0	high
UniRef90_UPI000424308A	0	0	0	0	0	high
UniRef90_UPI003D0698DF	0	0	0	0	0	high
UniRef90_UPI000E0DF412	0	0	0	0	0	high
UniRef90_UPI000C2FA40E	0	0	0	0	0	high
UniRef90_A0A1E2UUZ9	0	0	0	0	0	high
UniRef90_UPI000427538D	0	0	0	0	0	high
UniRef90_UPI00200C1702	0	0	0	0	0	high
UniRef90_UPI001F4AD2F5	0	0	0	0	0	high
UniRef90_UPI0031097028	0	0	0	0	0	high
UniRef90_UPI003EDB7FA6	0	0	0	0	0	high
UniRef90_UPI002E339474	0	0	0	0	0	high
UniRef90_UPI0025B3E04C	0	0	0	0	0	high
UniRef90_UPI0033C44CC0	0	0	0	0	0	high
UniRef90_U4L022	0	0	0	0	0	high
UniRef90_A0A6S6TDV4	0	0	0	0	0	high
UniRef90_F3L141	0	0	0	0	0	high
UniRef90_D4G7V0	0	0	0	0	0	high
UniRef90_A0A1G6CDF5	0	0	0	0	0	high
UniRef90_A0ABX0Y8H5	1	0	0	0	0	medium
UniRef90_E7RYA6	0	0	0	0	0	high
UniRef90_A0A127M5H3	0	0	0	0	0	high
UniRef90_A0A345DB31	0	0	0	0	0	high
UniRef90_A0A5C6M509	0	0	0	0	0	high
UniRef90_S9ZUD7	0	0	0	0	0	high
UniRef90_A0A9D9NDV3	0	0	0	0	0	high
UniRef90_A0ABU3VW40	1	0	0	0	0	medium
UniRef90_A0A0F5VJE2	0	0	0	0	0	high
UniRef90_A0A3P3ZMW4	0	0	0	0	0	high
UniRef90_A0ABU3ZMK8	0	0	0	0	0	high
UniRef90_A0A844G302	0	0	0	0	0	high
UniRef90_A0A4U0Q8E6	0	0	0	0	0	high
UniRef90_A0A1H1ZZ02	0	0	0	0	0	high
UniRef90_Q5NZE2	0	0	0	0	0	high
UniRef90_Q7VNP6	0	0	0	0	0	high
UniRef90_A0A098TIF7	0	0	0	0	0	high
UniRef90_A0A1I7HE53	1	0	0	0	0	medium
UniRef90_A0A423PWU6	0	0	0	0	0	high
UniRef90_A0A832N397	0	0	0	0	0	high
UniRef90_A0A1G8FHS6	0	0	0	0	0	high
UniRef90_A0ABR9DNK4	0	0	0	0	0	high
UniRef90_A0A5B1CPD1	0	0	0	0	0	high
UniRef90_A0A1E8CGT8	0	0	0	0	0	high
UniRef90_S5TTU3	0	0	0	0	0	high
UniRef90_A0A6C1B5J9	0	0	0	0	0	high
UniRef90_Q0AC07	0	0	0	0	0	high
UniRef90_A0A330M1P4	0	0	0	0	0	high
UniRef90_A0A418V7D1	0	0	0	0	0	high
UniRef90_A0ABU9Z4A2	0	0	0	0	0	high
UniRef90_A0A1B4V2B2	0	0	0	0	0	high
UniRef90_A0A7W9DSE1	0	0	0	0	0	high
UniRef90_G2LFV5	0	0	0	0	0	high
UniRef90_A0A286U210	0	0	0	0	0	high
UniRef90_A0A972F8H2	0	0	0	0	0	high
UniRef90_I4B5D1	0	0	0	0	0	high
UniRef90_A0A516PVS8	0	0	0	0	0	high
UniRef90_A0ABS7YW33	0	0	0	0	0	high
UniRef90_A0AA37TCH2	0	0	0	0	0	high
UniRef90_A0A7G9THH7	0	0	0	0	0	high
UniRef90_A0ABT3THX3	0	0	0	0	0	high
UniRef90_A0A2S0PFB2	0	0	0	0	0	high
UniRef90_A0A6L5JU41	0	0	0	0	0	high
UniRef90_A5EXY7	0	0	0	0	0	high
UniRef90_A0A831R1U5	0	0	0	0	0	high
UniRef90_A0A921NTG4	0	0	0	0	0	high
UniRef90_A0A9D9H4R8	0	0	0	0	0	high
UniRef90_U2JUK5	0	0	0	0	0	high
UniRef90_E6WQ30	0	0	0	0	0	high
UniRef90_A0A562HZ96	0	0	0	0	0	high
UniRef90_A0A542YTX3	0	0	0	0	0	high
UniRef90_A0ABV6G6X6	0	0	0	0	0	high
UniRef90_A0A2U1UCH5	0	0	0	0	0	high
UniRef90_A0A975SNF9	0	0	0	0	0	high
UniRef90_A0A1I1NYS2	0	0	0	0	0	high
UniRef90_A0A8J2BN58	0	0	0	0	0	high
UniRef90_A0ABU4HVZ9	0	0	0	0	0	high
UniRef90_A0A520LJG0	0	0	0	0	0	high
UniRef90_A0A388SAV9	0	0	0	0	0	high
UniRef90_A0A4R1EZ30	0	0	0	0	0	high
UniRef90_A0AA41W784	0	0	0	0	0	high
UniRef90_A0A831SSG7	0	0	0	0	0	high
UniRef90_A0A2T1A4P9	0	0	0	0	0	high
UniRef90_A0A1J5RHV8	0	0	0	0	0	high
UniRef90_UPI003D0D036F	0	0	0	0	0	high
UniRef90_UPI002633212B	0	0	0	0	0	high
UniRef90_UPI0030AFC658	0	0	0	0	0	high
UniRef90_UPI000737C676	0	0	0	0	0	high
UniRef90_UPI001648684F	0	0	0	0	0	high
UniRef90_A0A432M003	0	0	0	0	0	high
UniRef90_UPI001803B70A	0	0	0	0	0	high
UniRef90_UPI0023008C25	0	0	0	0	0	high
UniRef90_UPI003565DB9B	0	0	0	0	0	high
UniRef90_A0AA36UVY0	0	0	0	0	0	high
UniRef90_UPI000931D6DC	0	0	0	0	0	high
UniRef90_UPI002B483FF0	0	0	0	0	0	high
UniRef90_UPI00248F631C	0	0	0	0	0	high
UniRef90_UPI00280FEBB9	0	0	0	0	0	high
UniRef90_UPI00226EDED7	0	0	0	0	0	high
UniRef90_UPI0026016707	0	0	0	0	0	high
UniRef90_UPI001059B5A6	0	0	0	0	0	high
UniRef90_UPI0011D1C755	0	0	0	0	0	high
UniRef90_W0HY85	0	0	0	0	0	high
UniRef90_UPI001C09EFEC	0	0	0	0	0	high
UniRef90_UPI00396F50AB	0	0	0	0	0	high
UniRef90_UPI003D349D71	0	0	0	0	0	high
UniRef90_UPI003D2706EB	0	0	0	0	0	high
UniRef90_UPI000F820C9C	0	0	0	0	0	high
UniRef90_UPI0026F0BA9C	0	0	0	0	0	high
UniRef90_UPI001B323F38	0	0	0	0	0	high
UniRef90_S3MG04	0	0	0	0	0	high
UniRef90_UPI001FEE02C1	0	0	0	0	0	high
UniRef90_UPI00058E2BCD	0	0	0	0	0	high
UniRef90_UPI00221FDE71	0	0	0	0	0	high
UniRef90_UPI004055744A	0	0	0	0	0	high
UniRef90_UPI002BDD650E	0	0	0	0	0	high
UniRef90_A0A423PI33	0	0	0	0	0	high
UniRef90_UPI002FCFA234	0	0	0	0	0	high
UniRef90_UPI001EF6B993	1	0	0	0	0	medium
UniRef90_UPI000D3E927E	0	0	0	0	0	high
UniRef90_UPI003A90D6CF	0	0	0	0	0	high
UniRef90_UPI001D0454F4	0	0	0	0	0	high
UniRef90_UPI002220F359	0	0	0	0	0	high
UniRef90_UPI003864B139	0	0	0	0	0	high
UniRef90_A0ABT7SR71	0	0	0	0	0	high
UniRef90_A0A9P8PK91	0	0	0	0	0	high
UniRef90_A0A0H3ZM84	0	0	0	0	0	high
UniRef90_A0AAU7DT23	0	0	0	0	0	high
UniRef90_A0A377GFP6	0	0	0	0	0	high
UniRef90_A0A0F5EXE8	0	0	0	0	0	high
UniRef90_Q0MYL5	0	0	0	0	0	high
UniRef90_A0AA96GFX3	0	0	0	0	0	high
UniRef90_A0A0S2SCW8	0	0	0	0	0	high
UniRef90_G8QLV1	0	0	0	0	0	high
UniRef90_A0A076LLC2	0	0	0	0	0	high
UniRef90_A0A172YFX5	0	0	0	0	0	high
UniRef90_A0A081NCE6	0	0	0	0	0	high
UniRef90_A0AB36K4I9	0	0	0	0	0	high
UniRef90_A0A345DEB2	0	0	0	0	0	high
UniRef90_D7CU45	0	0	0	0	0	high
UniRef90_A0A4Y4CV57	0	0	0	0	0	high
UniRef90_A0A078KEH3	0	0	0	0	0	high
UniRef90_A0ABS2KNN9	0	0	0	0	0	high
UniRef90_A0A9Q2SBS8	0	0	0	0	0	high
UniRef90_F4GHY8	0	0	0	0	0	high
UniRef90_A0ABP5DDB9	1	0	0	0	0	medium
UniRef90_A0A2A5B2X5	0	0	0	0	0	high
UniRef90_A0A2A4X8P8	0	0	0	0	0	high
UniRef90_A0A2A5AYL2	0	0	0	0	0	high
UniRef90_A0A4U1BP75	0	0	0	0	0	high
UniRef90_K0CH70	0	0	0	0	0	high
UniRef90_A0ABU1RRA3	0	0	0	0	0	high
UniRef90_A0ABW1XKX1	0	0	0	0	0	high
UniRef90_A0A1E5E0T1	0	0	0	0	0	high
UniRef90_A0A931H646	0	0	0	0	0	high
UniRef90_A0A5C8ZUK6	0	0	0	0	0	high
UniRef90_R8AMW7	0	0	0	0	0	high
UniRef90_A0A1X1XQB0	0	0	0	0	0	high
UniRef90_A0A542DBF9	0	0	0	0	0	high
UniRef90_A0A1Y0IA09	0	0	0	0	0	high
UniRef90_F0RWE5	0	0	0	0	0	high
UniRef90_A0AA97I5X6	0	0	0	0	0	high
UniRef90_W0E316	0	0	0	0	0	high
UniRef90_A0ABS5T8E4	0	0	0	0	0	high
UniRef90_A0A3R9F497	0	0	0	0	0	high
UniRef90_A0A3N4W3J0	0	0	0	0	0	high
UniRef90_A0A4R6URP5	0	0	0	0	0	high
UniRef90_A0A7U7GEX5	0	0	0	0	0	high
UniRef90_A0AAE4B015	0	0	0	0	0	high
UniRef90_A0A2V1K0R2	0	0	0	0	0	high
UniRef90_A0A1E5XLS2	0	0	0	0	0	high
UniRef90_A0A7Y4B113	0	0	0	0	0	high
UniRef90_A0A7X2PCU5	0	0	0	0	0	high
UniRef90_A0ABU1GV38	0	0	0	0	0	high
UniRef90_A0A518GKC6	0	0	0	0	0	high
UniRef90_A0A844AZN3	0	0	0	0	0	high
UniRef90_A0A2V1GY80	0	0	0	0	0	high
UniRef90_A0ABS9VJ58	0	0	0	0	0	high
UniRef90_K9W6W9	0	0	0	0	0	high
UniRef90_A0A501X5B7	0	0	0	0	0	high
UniRef90_A0A1G2M3R9	0	0	0	0	0	high
UniRef90_A0ABU3KBM2	0	0	0	0	0	high
UniRef90_A0A1I6JTI4	0	0	0	0	0	high
UniRef90_A0A4R3JW49	0	0	0	0	0	high
UniRef90_A0A495RBD5	0	0	0	0	0	high
UniRef90_A0A317CDZ0	0	0	0	0	0	high
UniRef90_A0A1Y2SH29	0	0	0	0	0	high
UniRef90_A0ABW3LW41	0	0	0	0	0	high
UniRef90_A0ABY4E9N6	0	0	0	0	0	high
UniRef90_A0AAE3GHN1	0	0	0	0	0	high
UniRef90_A0A433XLL4	0	0	0	0	0	high
UniRef90_A0ABW5XCF5	0	0	0	0	0	high
UniRef90_A0A518CKJ9	0	0	0	0	0	high
UniRef90_A0A8J7MGL2	0	0	0	0	0	high
UniRef90_A0A426TWQ5	0	0	0	0	0	high
UniRef90_A0A368KZL6	0	0	0	0	0	high
UniRef90_A0A5C4S0C1	0	0	0	0	0	high
UniRef90_A0A7W9YMQ5	0	0	0	0	0	high
UniRef90_A0A510X9Y3	0	0	0	0	0	high
UniRef90_W0DRD9	0	0	0	0	0	high
UniRef90_A0ABT7QKD3	0	0	0	0	0	high
UniRef90_A1WVR0	0	0	0	0	0	high
UniRef90_A0A1G2RL65	0	0	0	0	0	high
UniRef90_A0ABV1KBP8	0	0	0	0	0	high
UniRef90_A0ABV6C9Q8	0	0	0	0	0	high
UniRef90_G8QR72	0	0	0	0	0	high
UniRef90_A0AAJ6B1H3	0	0	0	0	0	high
UniRef90_A0A3M0AF38	0	0	0	0	0	high
UniRef90_A0A2N7BT14	0	0	0	0	1	medium
UniRef90_A0A9W6LVT6	0	0	0	0	0	high
UniRef90_A0AAW9QC46	0	0	0	0	0	high
UniRef90_A0A4R1B892	0	0	0	0	0	high
UniRef90_A0AAW9QZU0	0	0	0	0	0	high
UniRef90_A0A3B1ABD7	0	0	0	0	0	high
UniRef90_A0A3B0WI22	0	0	0	0	0	high
UniRef90_A0A3B0W7R5	0	0	0	0	0	high
UniRef90_A0A381QZJ0	0	0	0	0	0	high
UniRef90_UPI0004715984	0	0	0	0	0	high
UniRef90_UPI003C77E46C	0	0	0	0	0	high
UniRef90_UPI003512161C	0	0	0	0	0	high
UniRef90_UPI0022B25A64	0	0	0	0	0	high
UniRef90_UPI002F94BA86	0	0	0	0	0	high
UniRef90_UPI0028CF0B76	0	0	0	0	0	high
UniRef90_UPI00036D7554	0	0	0	0	0	high
UniRef90_A0A1H9F9D6	0	0	0	0	0	high
UniRef90_UPI000FDEF9DF	0	0	0	0	0	high
UniRef90_UPI003736E04A	0	0	0	0	0	high
UniRef90_UPI003F803081	0	0	0	0	0	high
UniRef90_UPI001903F89E	0	0	0	0	0	high
UniRef90_A0A1T5HZT1	0	0	0	0	0	high
