seq_id	seq_len	module	from	to	module_len
UniRef90_UPI001961D6D0	364	N_ext	1	78	78
UniRef90_UPI000F5BFB92	364	N_ext	1	83	83
UniRef90_A0A0B5AUZ0	359	N_ext	1	79	79
UniRef90_A0A7X0VET8	363	N_ext	1	74	74
UniRef90_A0A377FSC6	363	N_ext	1	80	80
UniRef90_A0ABT9W138	363	N_ext	1	71	71
UniRef90_A0A0A5GE59	363	N_ext	1	91	91
UniRef90_A0A5C5WA55	363	N_ext	1	92	92
UniRef90_A0A6I4VRW0	363	N_ext	1	74	74
UniRef90_A0A8I1ACZ5	363	N_ext	1	75	75
UniRef90_A0A2Z6IJW4	349	N_ext	1	42	42
UniRef90_A0A5D0D0U0	363	N_ext	1	70	70
UniRef90_A0A1F7WPN6	363	N_ext	1	53	53
UniRef90_A0A0D0Q5N3	360	N_ext	1	82	82
UniRef90_A0ABU1IPV9	363	N_ext	1	78	78
UniRef90_A0A235FA66	363	N_ext	1	86	86
UniRef90_A0A1U9K7M9	363	N_ext	1	75	75
UniRef90_A0A316DD54	363	N_ext	1	79	79
UniRef90_B5CR64	363	N_ext	1	79	79
UniRef90_A0ABW1YBJ3	363	N_ext	1	77	77
UniRef90_A0A6N9Q631	363	N_ext	1	75	75
UniRef90_A0A364K5T1	363	N_ext	1	71	71
UniRef90_A0A382EWA0	363	N_ext	1	72	72
UniRef90_UPI003694FDC6	363	N_ext	1	47	47
UniRef90_UPI0006D53434	363	N_ext	1	79	79
UniRef90_UPI002F96B330	363	N_ext	1	83	83
UniRef90_UPI002E30B438	363	N_ext	1	50	50
UniRef90_A0AAJ1TIR4	362	N_ext	1	74	74
UniRef90_A0A840PSF9	361	N_ext	1	74	74
UniRef90_A0ABS2ZKS2	362	N_ext	1	82	82
UniRef90_A0A8J2VP86	362	N_ext	1	66	66
UniRef90_A0ABW1B085	362	N_ext	1	73	73
UniRef90_A0A0R1W8A2	362	N_ext	1	44	44
UniRef90_A0A2Z5G4J5	362	N_ext	1	35	35
UniRef90_A0ABR9UQD9	360	N_ext	1	89	89
UniRef90_A0AA35G634	360	N_ext	1	53	53
UniRef90_A0ABP7WN71	358	N_ext	1	47	47
UniRef90_UPI003429D0CF	362	N_ext	1	79	79
UniRef90_A0ABT9QVL8	358	N_ext	1	42	42
UniRef90_UPI00065E4B3E	362	N_ext	1	73	73
UniRef90_A0ABT2ESN4	360	N_ext	1	45	45
UniRef90_UPI0010091861	362	N_ext	1	64	64
UniRef90_S3BCJ8	356	N_ext	1	44	44
UniRef90_UPI003F431ACD	362	N_ext	1	69	69
UniRef90_A0A445MUU7	361	N_ext	1	45	45
UniRef90_A0A326TR16	328	N_ext	1	103	103
UniRef90_A0A653IAS0	361	N_ext	1	89	89
UniRef90_V9W7Z8	361	N_ext	1	88	88
UniRef90_M7NEM5	361	N_ext	1	75	75
UniRef90_A0A8B4QCA3	361	N_ext	1	72	72
UniRef90_A0A222WSR4	360	N_ext	1	77	77
UniRef90_A0A840QN15	361	N_ext	1	78	78
UniRef90_A0A2P8GAS5	361	N_ext	1	72	72
UniRef90_A0A948RTH1	361	N_ext	1	52	52
UniRef90_A0A4Y9ABL2	361	N_ext	1	78	78
UniRef90_A0A1K2DK40	361	N_ext	1	86	86
UniRef90_A0A4R3L5Z4	361	N_ext	1	84	84
UniRef90_A0A264W0T2	361	N_ext	1	78	78
UniRef90_A0A399F738	361	N_ext	1	93	93
UniRef90_A0ABR9L120	361	N_ext	1	59	59
UniRef90_A0A1T4XRL5	361	N_ext	1	72	72
UniRef90_A0ABX6C4T8	361	N_ext	1	43	43
UniRef90_A0A852ZC77	355	N_ext	1	86	86
UniRef90_A0A1Q2KX40	361	N_ext	1	67	67
UniRef90_A0ABS2PY31	361	N_ext	1	83	83
UniRef90_A0A919XAF7	361	N_ext	1	79	79
UniRef90_A0A2S7MXS6	361	N_ext	1	76	76
UniRef90_A0A2W6NLH2	361	N_ext	1	77	77
UniRef90_A0A6I1FJ61	358	N_ext	1	83	83
UniRef90_A0A1T2XK67	361	N_ext	1	73	73
UniRef90_A0ABV9GMY0	361	N_ext	1	77	77
UniRef90_A0A2N6MNP3	361	N_ext	1	76	76
UniRef90_UPI0020206DC8	361	N_ext	1	90	90
UniRef90_UPI000422123D	361	N_ext	1	109	109
UniRef90_UPI00385F5052	361	N_ext	1	74	74
UniRef90_UPI003D32AF20	361	N_ext	1	75	75
UniRef90_UPI000A1CD2BD	361	N_ext	1	69	69
UniRef90_UPI00388E78B6	361	N_ext	1	79	79
UniRef90_UPI002F9668A7	361	N_ext	1	75	75
UniRef90_UPI0010814D9A	361	N_ext	1	78	78
UniRef90_A0ABW4RKH4	354	N_ext	1	42	42
UniRef90_A0A150LEU8	360	N_ext	1	79	79
UniRef90_E4UAE8	360	N_ext	1	83	83
UniRef90_A0A544YPV8	360	N_ext	1	83	83
UniRef90_A0A2I0QYV8	360	N_ext	1	67	67
UniRef90_A0ABT4DVP0	360	N_ext	1	70	70
UniRef90_A0A1G8QW03	360	N_ext	1	76	76
UniRef90_B2A726	360	N_ext	1	87	87
UniRef90_A0A841I1S3	360	N_ext	1	76	76
UniRef90_A0ABT3WXI5	360	N_ext	1	75	75
UniRef90_A0A1M5EKZ4	360	N_ext	1	77	77
UniRef90_A0ABP6QA18	360	N_ext	1	49	49
UniRef90_A0A9X5E971	360	N_ext	1	95	95
UniRef90_A0ABU0ALZ1	360	N_ext	1	76	76
UniRef90_A0A927D0K3	360	N_ext	1	79	79
UniRef90_A0A3Q9HRV8	360	N_ext	1	65	65
UniRef90_UPI003466F8A7	360	N_ext	1	75	75
UniRef90_UPI00372D6E1D	360	N_ext	1	77	77
UniRef90_UPI001F48349B	360	N_ext	1	73	73
UniRef90_A0A3A1R195	359	N_ext	1	81	81
UniRef90_D7BE13	358	N_ext	1	74	74
UniRef90_UPI001B2EA0CA	360	N_ext	1	68	68
UniRef90_UPI0032E472AA	360	N_ext	1	55	55
UniRef90_A0AB39HPE4	359	N_ext	1	81	81
UniRef90_A0ABQ6FII0	359	N_ext	1	86	86
UniRef90_A0A401Z8E2	359	N_ext	1	67	67
UniRef90_A0A7S8HFW8	359	N_ext	1	83	83
UniRef90_A0A511W776	359	N_ext	1	73	73
UniRef90_A0ABX0F0Q8	359	N_ext	1	74	74
UniRef90_A0A263BQV4	359	N_ext	1	79	79
UniRef90_A0A5C4TD58	359	N_ext	1	81	81
UniRef90_D6TII5	359	N_ext	1	89	89
UniRef90_A0A0K9GYF5	359	N_ext	1	79	79
UniRef90_A0A9D1PM87	359	N_ext	1	79	79
UniRef90_A0ABT9XN45	359	N_ext	1	83	83
UniRef90_A0A511V3H2	359	N_ext	1	65	65
UniRef90_A0ABN0WCL5	359	N_ext	1	75	75
UniRef90_A0A4R3KE09	359	N_ext	1	74	74
UniRef90_A0ABV8B7N1	359	N_ext	1	68	68
UniRef90_A0A841PTK8	359	N_ext	1	68	68
UniRef90_A0ABV6MJY5	359	N_ext	1	72	72
UniRef90_Q72LN8	355	N_ext	1	80	80
UniRef90_A0A4R6U1D7	359	N_ext	1	78	78
UniRef90_UPI00062DC900	359	N_ext	1	76	76
UniRef90_UPI0023AFB783	359	N_ext	1	71	71
UniRef90_B8G5H1	352	N_ext	1	35	35
UniRef90_E8MZ78	358	N_ext	1	53	53
UniRef90_UPI001B06660E	359	N_ext	1	74	74
UniRef90_UPI001C302B97	359	N_ext	1	80	80
UniRef90_UPI001C11BD1E	359	N_ext	1	82	82
UniRef90_UPI001BD94F07	359	N_ext	1	58	58
UniRef90_UPI000988813A	359	N_ext	1	82	82
UniRef90_UPI0021489B97	359	N_ext	1	79	79
UniRef90_UPI003FD3F6F9	359	N_ext	1	63	63
UniRef90_UPI001475277F	359	N_ext	1	79	79
UniRef90_UPI00209AE9FE	359	N_ext	1	61	61
UniRef90_A0A455SY67	358	N_ext	1	88	88
UniRef90_A0A553SQ58	358	N_ext	1	75	75
UniRef90_D5DTZ5	358	N_ext	1	75	75
UniRef90_K2GLG2	358	N_ext	1	75	75
UniRef90_A0A8J3B3W1	358	N_ext	1	78	78
UniRef90_A0A7W5AY43	358	N_ext	1	71	71
UniRef90_A0A1X7DGL1	358	N_ext	1	68	68
UniRef90_A0A6N8CNS7	358	N_ext	1	75	75
UniRef90_A0A4R2P579	358	N_ext	1	67	67
UniRef90_A0A1G8BDE8	358	N_ext	1	74	74
UniRef90_A0ABU5CQR1	358	N_ext	1	76	76
UniRef90_A0A7X3CTY4	358	N_ext	1	72	72
UniRef90_A0ABT9CEY8	358	N_ext	1	75	75
UniRef90_A0ACC7NUK5	358	N_ext	1	70	70
UniRef90_A0ABQ4N1E6	358	N_ext	1	79	79
UniRef90_A0A917EL48	358	N_ext	1	66	66
UniRef90_I2F6C3	358	N_ext	1	64	64
UniRef90_A0ABX0A7H8	358	N_ext	1	82	82
UniRef90_W4QJY3	358	N_ext	1	70	70
UniRef90_A0A544UQL7	358	N_ext	1	76	76
UniRef90_A0A090IXF0	358	N_ext	1	69	69
UniRef90_A0A235FFX1	358	N_ext	1	75	75
UniRef90_A0ABS9H2H2	358	N_ext	1	83	83
UniRef90_A0A4R6BLJ7	357	N_ext	1	66	66
UniRef90_A0ABU6NVS0	358	N_ext	1	69	69
UniRef90_A0A2P8HEB4	358	N_ext	1	79	79
UniRef90_A0A940SHB1	358	N_ext	1	67	67
UniRef90_A0A381S877	358	N_ext	1	67	67
UniRef90_UPI001D0F1EA6	358	N_ext	1	79	79
UniRef90_UPI0012E87A64	358	N_ext	1	79	79
UniRef90_UPI001C0AD828	358	N_ext	1	79	79
UniRef90_UPI00030794CB	358	N_ext	1	81	81
UniRef90_A0A9X2BIL4	357	N_ext	1	80	80
UniRef90_UPI0004794FB8	358	N_ext	1	83	83
UniRef90_UPI0022A96553	358	N_ext	1	78	78
UniRef90_UPI0002B703BF	358	N_ext	1	75	75
UniRef90_UPI0018D47D91	358	N_ext	1	88	88
UniRef90_A0A832EJQ7	357	N_ext	1	46	46
UniRef90_A0A0P6X2G8	357	N_ext	1	46	46
UniRef90_A0ABX1ZI34	357	N_ext	1	71	71
UniRef90_A0A540VC57	357	N_ext	1	50	50
UniRef90_A0A4P6JZ60	357	N_ext	1	96	96
UniRef90_A0A4Q0I283	357	N_ext	1	84	84
UniRef90_A0A401Z601	357	N_ext	1	50	50
UniRef90_A0A8D5ZNF7	357	N_ext	1	75	75
UniRef90_A0A2H5XA17	357	N_ext	1	46	46
UniRef90_A0A430J5J3	357	N_ext	1	70	70
UniRef90_A0AAW9QVT0	357	N_ext	1	91	91
UniRef90_A0A2U8E1V4	357	N_ext	1	51	51
UniRef90_A0A8J3IMF9	357	N_ext	1	50	50
UniRef90_A0A4Q9DH17	357	N_ext	1	78	78
UniRef90_A0A366M411	357	N_ext	1	71	71
UniRef90_A0A1S8T7A3	357	N_ext	1	45	45
UniRef90_A0A543IZV6	357	N_ext	1	54	54
UniRef90_A0ABR5A597	357	N_ext	1	72	72
UniRef90_UPI0004BBD763	357	N_ext	1	68	68
UniRef90_UPI0035CFB65A	357	N_ext	1	60	60
UniRef90_A0A1W7ACZ8	356	N_ext	1	77	77
UniRef90_UPI0024AE6FAC	357	N_ext	1	65	65
UniRef90_UPI0028750E16	357	N_ext	1	64	64
UniRef90_A0A326TPB3	356	N_ext	1	58	58
UniRef90_A0A1D2KA86	356	N_ext	1	75	75
UniRef90_A0A8J3I4H5	356	N_ext	1	54	54
UniRef90_A0A9J6RD06	356	N_ext	1	83	83
UniRef90_A0A3N5C5V9	356	N_ext	1	91	91
UniRef90_A0A917W0U2	356	N_ext	1	71	71
UniRef90_A0A9W7QFH8	356	N_ext	1	66	66
UniRef90_A0AAU9EMQ0	356	N_ext	1	52	52
UniRef90_C9N0Y8	356	N_ext	1	60	60
UniRef90_A0AA96LV13	356	N_ext	1	68	68
UniRef90_A0A9E8LVJ2	356	N_ext	1	71	71
UniRef90_A0A1V4SMW4	356	N_ext	1	80	80
UniRef90_A0A8J7P7M7	356	N_ext	1	62	62
UniRef90_A0ABV9GKH4	356	N_ext	1	70	70
UniRef90_UPI0017461001	356	N_ext	1	79	79
UniRef90_UPI003402910F	356	N_ext	1	56	56
UniRef90_UPI0023F92CC8	356	N_ext	1	72	72
UniRef90_UPI002D1F960E	356	N_ext	1	96	96
UniRef90_UPI00272B9FE5	356	N_ext	1	68	68
UniRef90_A0A937FCG6	353	N_ext	1	52	52
UniRef90_UPI001EE3B2EE	356	N_ext	1	43	43
UniRef90_UPI00078634D1	356	N_ext	1	77	77
UniRef90_UPI0036751288	356	N_ext	1	42	42
UniRef90_UPI00301625B2	356	N_ext	1	85	85
UniRef90_A0A433VBE8	355	N_ext	1	91	91
UniRef90_A0A6L9SBB8	355	N_ext	1	92	92
UniRef90_A0A5R8QFU9	355	N_ext	1	81	81
UniRef90_A9B113	355	N_ext	1	51	51
UniRef90_A0A1X7LMF0	355	N_ext	1	42	42
UniRef90_A0AAE4FRT9	355	N_ext	1	92	92
UniRef90_Q1IQG6	355	N_ext	1	45	45
UniRef90_A0AAU8A9R6	334	N_ext	1	49	49
UniRef90_A0A1E5LA62	355	N_ext	1	69	69
UniRef90_U5QQH5	355	N_ext	1	57	57
UniRef90_A0A1S8LPE5	355	N_ext	1	61	61
UniRef90_A0A6N9YTU6	355	N_ext	1	66	66
UniRef90_UPI000696B551	355	N_ext	1	43	43
UniRef90_UPI00391F11FA	355	N_ext	1	79	79
UniRef90_UPI003136434B	355	N_ext	1	78	78
UniRef90_A0A2R3ZQ28	354	N_ext	1	65	65
UniRef90_A0A2D1CNX2	354	N_ext	1	91	91
UniRef90_A0AA41WC27	354	N_ext	1	48	48
UniRef90_A0A132MSC0	354	N_ext	1	57	57
UniRef90_B4ER91	354	N_ext	1	86	86
UniRef90_A0A401ZC85	354	N_ext	1	51	51
UniRef90_W0RN99	354	N_ext	1	76	76
UniRef90_A0ABQ2LJZ0	354	N_ext	1	52	52
UniRef90_A0ABP4MNR7	354	N_ext	1	52	52
UniRef90_A0A5D4P2H2	354	N_ext	1	79	79
UniRef90_A0A0D8ZX58	354	N_ext	1	92	92
UniRef90_A0ABW7C9D7	354	N_ext	1	93	93
UniRef90_A0AA37PZG8	354	N_ext	1	67	67
UniRef90_A0ABT9NUN2	354	N_ext	1	51	51
UniRef90_A0A1I4U719	354	N_ext	1	58	58
UniRef90_A0A1B7LIP8	354	N_ext	1	54	54
UniRef90_A0ABT1HTL4	354	N_ext	1	88	88
UniRef90_A0A7W9YI46	354	N_ext	1	48	48
UniRef90_A0A0K2SKK9	354	N_ext	1	48	48
UniRef90_A0A563VQU0	354	N_ext	1	88	88
UniRef90_A0A9D1SQJ6	354	N_ext	1	38	38
UniRef90_A0A1I3QWE5	354	N_ext	1	45	45
UniRef90_UPI0005707D6F	354	N_ext	1	47	47
UniRef90_UPI000F5F1088	354	N_ext	1	43	43
UniRef90_UPI0022458E9B	354	N_ext	1	90	90
UniRef90_UPI003A86600A	354	N_ext	1	51	51
UniRef90_UPI0004218E89	354	N_ext	1	53	53
UniRef90_UPI000E0D6FCB	354	N_ext	1	46	46
UniRef90_UPI0010A800ED	354	N_ext	1	70	70
UniRef90_UPI003918B550	354	N_ext	1	77	77
UniRef90_A0A832EKI7	353	N_ext	1	54	54
UniRef90_K9VAN9	353	N_ext	1	97	97
UniRef90_A0A6M8BFV7	353	N_ext	1	99	99
UniRef90_A0AA96X5E4	353	N_ext	1	91	91
UniRef90_A0A511X2V4	353	N_ext	1	83	83
UniRef90_A0A9Q9CK47	353	N_ext	1	76	76
UniRef90_A0A268AEG0	353	N_ext	1	66	66
UniRef90_A0A7Z9BNM4	353	N_ext	1	91	91
UniRef90_A0ABT8E3U0	353	N_ext	1	77	77
UniRef90_B0PHQ3	353	N_ext	1	59	59
UniRef90_B0CBX8	353	N_ext	1	91	91
UniRef90_A0A4U0F8I6	353	N_ext	1	45	45
UniRef90_A0ABW6NCP2	353	N_ext	1	49	49
UniRef90_A0A068NPH7	353	N_ext	1	52	52
UniRef90_A0A8J7WM83	353	N_ext	1	53	53
UniRef90_A0A2W1JGW9	353	N_ext	1	91	91
UniRef90_G9YEP0	353	N_ext	1	58	58
UniRef90_E0UFY9	353	N_ext	1	93	93
UniRef90_A0A0A5GBH0	353	N_ext	1	75	75
UniRef90_A0A0V8J9H7	353	N_ext	1	76	76
UniRef90_A0A0K8P9D9	353	N_ext	1	60	60
UniRef90_A0A401ZTX8	353	N_ext	1	47	47
UniRef90_A0A139SN02	353	N_ext	1	51	51
UniRef90_UPI000DC6FCBD	353	N_ext	1	87	87
UniRef90_UPI0003459632	353	N_ext	1	90	90
UniRef90_UPI002476091F	353	N_ext	1	50	50
UniRef90_UPI003B3A76B8	353	N_ext	1	46	46
UniRef90_UPI002F18780E	353	N_ext	1	55	55
UniRef90_UPI0028FD2EE1	353	N_ext	1	51	51
UniRef90_UPI00406C78B7	353	N_ext	1	42	42
UniRef90_A0A5B8UCT1	347	N_ext	1	54	54
UniRef90_UPI000D1E4944	353	N_ext	1	92	92
UniRef90_UPI0024A49C27	353	N_ext	1	83	83
UniRef90_UPI0025D4FEF5	353	N_ext	1	42	42
UniRef90_UPI0033E0EF9C	353	N_ext	1	68	68
UniRef90_A0A7K0BMZ9	350	N_ext	1	50	50
UniRef90_UPI002A57F79E	353	N_ext	1	49	49
UniRef90_A0AAI9AHU7	352	N_ext	1	49	49
UniRef90_A0A8S0X1Z1	352	N_ext	1	59	59
UniRef90_I4EH73	352	N_ext	1	44	44
UniRef90_K9YL63	352	N_ext	1	80	80
UniRef90_A0ABR5J0S5	352	N_ext	1	59	59
UniRef90_A0ABW7N9P3	352	N_ext	1	51	51
UniRef90_A0A2N9L2G5	352	N_ext	1	50	50
UniRef90_A0A2S6GKF5	352	N_ext	1	82	82
UniRef90_A0A2U3JZ32	352	N_ext	1	41	41
UniRef90_A0A7G6E7M7	352	N_ext	1	44	44
UniRef90_A0A0M9UCS3	352	N_ext	1	54	54
UniRef90_A0A809S290	352	N_ext	1	47	47
UniRef90_A0ABW1UPA4	352	N_ext	1	39	39
UniRef90_A0A556PQ44	352	N_ext	1	66	66
UniRef90_A0ABT7B6Y1	352	N_ext	1	91	91
UniRef90_A0ABW4DSG7	352	N_ext	1	44	44
UniRef90_I0R966	337	N_ext	1	44	44
UniRef90_K9YWL0	352	N_ext	1	85	85
UniRef90_A0A4R5KYW2	352	N_ext	1	57	57
UniRef90_A0A1M4TGX5	352	N_ext	1	61	61
UniRef90_A0ABW6IIY8	352	N_ext	1	91	91
UniRef90_A0A1J0A993	352	N_ext	1	83	83
UniRef90_A0A662Z2V5	352	N_ext	1	57	57
UniRef90_A0ABD4T7U6	352	N_ext	1	92	92
UniRef90_UPI00040BE019	352	N_ext	1	81	81
UniRef90_UPI002CE7E9BA	352	N_ext	1	62	62
UniRef90_UPI000D05D9E6	352	N_ext	1	91	91
UniRef90_UPI002A1D43A3	352	N_ext	1	43	43
UniRef90_UPI0008F9B546	352	N_ext	1	91	91
UniRef90_UPI0021D5B86C	352	N_ext	1	38	38
UniRef90_UPI002B20096F	352	N_ext	1	81	81
UniRef90_UPI00404A2ECE	352	N_ext	1	57	57
UniRef90_UPI002F410863	352	N_ext	1	56	56
UniRef90_A0A4Q1SIV6	351	N_ext	1	82	82
UniRef90_UPI0036B5FEF8	352	N_ext	1	41	41
UniRef90_A0A3E0AIK3	351	N_ext	1	39	39
UniRef90_H5SJS9	351	N_ext	1	44	44
UniRef90_A0A8K1ZVV1	351	N_ext	1	48	48
UniRef90_A0ABS8Z2Z0	351	N_ext	1	51	51
UniRef90_A0ABU3QJW6	351	N_ext	1	83	83
UniRef90_A0A4R4ZXK4	351	N_ext	1	78	78
UniRef90_A0A401Z1W0	351	N_ext	1	70	70
UniRef90_A0A9W6QA77	351	N_ext	1	67	67
UniRef90_A0ABW8BY84	347	N_ext	1	65	65
UniRef90_D1CGU7	351	N_ext	1	58	58
UniRef90_A0A919A0B8	351	N_ext	1	86	86
UniRef90_A0AAW6FTE9	338	N_ext	1	48	48
UniRef90_A0A9D2L141	351	N_ext	1	53	53
UniRef90_A0A1D8AUI9	351	N_ext	1	45	45
UniRef90_A0A231HF28	351	N_ext	1	86	86
UniRef90_A0A517TWH1	338	N_ext	1	45	45
UniRef90_U2FLK7	351	N_ext	1	72	72
UniRef90_A0A7M2WTL3	351	N_ext	1	50	50
UniRef90_A0ABU3BSB2	351	N_ext	1	46	46
UniRef90_UPI00029EC6C1	351	N_ext	1	91	91
UniRef90_UPI00223F121D	351	N_ext	1	85	85
UniRef90_A0ABS7DMT6	346	N_ext	1	55	55
UniRef90_A0A840RC30	338	N_ext	1	44	44
UniRef90_A0A6B3TNN6	349	N_ext	1	45	45
UniRef90_UPI0002A02912	351	N_ext	1	89	89
UniRef90_UPI000475C409	351	N_ext	1	69	69
UniRef90_UPI003D1659AC	351	N_ext	1	78	78
UniRef90_A0A5C7EQJ3	350	N_ext	1	44	44
UniRef90_UPI001E4599BE	351	N_ext	1	58	58
UniRef90_UPI002162141F	351	N_ext	1	78	78
UniRef90_UPI0019170961	351	N_ext	1	81	81
UniRef90_UPI0033BCDACC	351	N_ext	1	81	81
UniRef90_UPI003249397C	351	N_ext	1	87	87
UniRef90_UPI001C72B90F	351	N_ext	1	57	57
UniRef90_A0A7C2IV63	350	N_ext	1	43	43
UniRef90_A0A6J4V331	350	N_ext	1	51	51
UniRef90_A0A6J4VP48	350	N_ext	1	51	51
UniRef90_M5E1Z2	350	N_ext	1	46	46
UniRef90_A0ABW1EEG4	350	N_ext	1	41	41
UniRef90_W0RH80	350	N_ext	1	44	44
UniRef90_A0A8F9TU09	350	N_ext	1	50	50
UniRef90_A0A329QHJ2	350	N_ext	1	63	63
UniRef90_A0A5B9WCX4	350	N_ext	1	43	43
UniRef90_A0A518D464	350	N_ext	1	81	81
UniRef90_C8W3C7	350	N_ext	1	40	40
UniRef90_A0A9D1CV11	350	N_ext	1	46	46
UniRef90_C0CMN0	350	N_ext	1	68	68
UniRef90_A0ABT8F8V8	350	N_ext	1	58	58
UniRef90_A0AAE3GKN8	350	N_ext	1	54	54
UniRef90_A0ABU9EDS4	350	N_ext	1	66	66
UniRef90_A0A8J3GD43	350	N_ext	1	70	70
UniRef90_A0A0K1P8V0	350	N_ext	1	47	47
UniRef90_A0A517MVI5	350	N_ext	1	48	48
UniRef90_A0A6S6R523	350	N_ext	1	56	56
UniRef90_A0ABW7BAF2	350	N_ext	1	80	80
UniRef90_A0AA48HFA6	350	N_ext	1	55	55
UniRef90_X1QHG3	350	N_ext	1	50	50
UniRef90_A0A6J7RW41	350	N_ext	1	68	68
UniRef90_UPI00053976B8	350	N_ext	1	48	48
UniRef90_A0ABZ2LPE0	330	N_ext	1	55	55
UniRef90_UPI001C5F2F05	350	N_ext	1	78	78
UniRef90_UPI003564761C	350	N_ext	1	69	69
UniRef90_UPI0022DCE7C8	350	N_ext	1	50	50
UniRef90_UPI0022EB8DFE	350	N_ext	1	49	49
UniRef90_UPI000CD41E9A	350	N_ext	1	74	74
UniRef90_UPI001FFF1370	350	N_ext	1	52	52
UniRef90_UPI00082AFC2B	350	N_ext	1	44	44
UniRef90_UPI0026147241	350	N_ext	1	69	69
UniRef90_UPI0027170D5F	350	N_ext	1	61	61
UniRef90_UPI0018E77506	350	N_ext	1	43	43
UniRef90_UPI0039F5A6F1	350	N_ext	1	56	56
UniRef90_A0A650EK04	349	N_ext	1	59	59
UniRef90_A0A7C1JU83	349	N_ext	1	51	51
UniRef90_A0A0M8K7C1	349	N_ext	1	44	44
UniRef90_D2QWJ0	349	N_ext	1	45	45
UniRef90_A0ABZ2J1H6	349	N_ext	1	57	57
UniRef90_A0A517YW17	349	N_ext	1	43	43
UniRef90_A0A9D9GXG0	349	N_ext	1	58	58
UniRef90_A0A368T8L8	330	N_ext	1	57	57
UniRef90_A0A7W7ZFE2	349	N_ext	1	78	78
UniRef90_A0A948RWM1	349	N_ext	1	43	43
UniRef90_A0A0L6JSI2	349	N_ext	1	98	98
UniRef90_A0A7Y9UVM7	349	N_ext	1	90	90
UniRef90_A0ABS6TDS9	349	N_ext	1	45	45
UniRef90_A0A932A837	349	N_ext	1	46	46
UniRef90_A0A0G3ECP5	349	N_ext	1	66	66
UniRef90_A0ABR9L7M4	349	N_ext	1	52	52
UniRef90_A0A5R9G448	349	N_ext	1	43	43
UniRef90_A0A2M6WRU4	349	N_ext	1	81	81
UniRef90_A0A143PRQ2	349	N_ext	1	50	50
UniRef90_A0A8J8MHY5	349	N_ext	1	86	86
UniRef90_A0ABP7I939	349	N_ext	1	92	92
UniRef90_A0A6L7F162	349	N_ext	1	53	53
UniRef90_A0A7V8NRZ3	349	N_ext	1	47	47
UniRef90_UPI00035DF38C	349	N_ext	1	44	44
UniRef90_A0ABY4EDS2	346	N_ext	1	50	50
UniRef90_UPI001EEA6862	349	N_ext	1	48	48
UniRef90_A0A6M4IP72	344	N_ext	1	45	45
UniRef90_UPI000DF17EB4	349	N_ext	1	46	46
UniRef90_UPI00232DBCF4	349	N_ext	1	49	49
UniRef90_UPI0015FD9D71	349	N_ext	1	90	90
UniRef90_UPI0004785A51	349	N_ext	1	43	43
UniRef90_A0A9Q7F1D2	348	N_ext	1	78	78
UniRef90_A0AB39N9T7	348	N_ext	1	77	77
UniRef90_A0A6J4VRF3	348	N_ext	1	43	43
UniRef90_A0A1Y5PEI7	348	N_ext	1	89	89
UniRef90_A0A2Z2H080	348	N_ext	1	36	36
UniRef90_A0A0C1QSG8	348	N_ext	1	91	91
UniRef90_A0A974P823	348	N_ext	1	46	46
UniRef90_A0A132N673	348	N_ext	1	50	50
UniRef90_A0A0E4C9R3	348	N_ext	1	45	45
UniRef90_A0A091C2V1	348	N_ext	1	46	46
UniRef90_A0A0G4K4A3	347	N_ext	1	44	44
UniRef90_A0A942WGA3	338	N_ext	1	43	43
UniRef90_A0A809R5X0	348	N_ext	1	61	61
UniRef90_A0A6I4W0M4	348	N_ext	1	56	56
UniRef90_A0A1G2QTG3	348	N_ext	1	49	49
UniRef90_A0A6I8LX77	348	N_ext	1	53	53
UniRef90_K4LGT4	348	N_ext	1	55	55
UniRef90_A0A3D8P4X7	348	N_ext	1	42	42
UniRef90_D1C4Y6	348	N_ext	1	43	43
UniRef90_A0A2Z5FWS8	348	N_ext	1	61	61
UniRef90_A0ABP7FFP1	348	N_ext	1	42	42
UniRef90_A0ABQ3T9Q2	348	N_ext	1	81	81
UniRef90_A0A3B0SXG9	348	N_ext	1	56	56
UniRef90_A0A6J7CUW8	348	N_ext	1	51	51
UniRef90_A0A6J7D538	348	N_ext	1	53	53
UniRef90_UPI000DF10E5E	348	N_ext	1	57	57
UniRef90_UPI000833B835	348	N_ext	1	43	43
UniRef90_UPI001FEF137B	348	N_ext	1	48	48
UniRef90_UPI001D4F6AD9	348	N_ext	1	46	46
UniRef90_A0A383RE39	340	N_ext	1	53	53
UniRef90_UPI0019EDD3DE	348	N_ext	1	49	49
UniRef90_UPI0012983D0C	348	N_ext	1	80	80
UniRef90_UPI002F95DE8F	348	N_ext	1	80	80
UniRef90_UPI003CCBABBE	348	N_ext	1	71	71
UniRef90_UPI003C71D3A6	348	N_ext	1	42	42
UniRef90_UPI0015D70CB8	348	N_ext	1	52	52
UniRef90_K4NYQ3	347	N_ext	1	67	67
UniRef90_A0A6J4V1R8	347	N_ext	1	48	48
UniRef90_A0A062Y1R7	347	N_ext	1	52	52
UniRef90_A0A1G1XY48	347	N_ext	1	64	64
UniRef90_A0A518BRV1	347	N_ext	1	47	47
UniRef90_A0A2S8SRQ6	347	N_ext	1	69	69
UniRef90_B9KYA4	347	N_ext	1	90	90
UniRef90_A0A449BKL1	347	N_ext	1	43	43
